"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1890" "22.1" "31.8" "8.1" "43.1" "124.6" "12.8" "84.4" "138.6" "67.0" "40.5" "11.1" "3.2" "587.4" "NA" "175.8" "235.8" "118.7" NA
"1891" "23.9" "44.5" "7.3" "38.6" "8.6" "163.9" "39.7" "50.0" "30.0" "30.0" "19.1" "10.1" "465.7" "71.6" "54.5" "253.6" "79.1" NA
"1892" "1.6" "28.5" "8.3" "15.5" "22.0" "33.8" "139.5" "70.7" "2.1" "47.8" "49.5" "1.6" "420.9" "40.3" "45.8" "243.9" "99.4" NA
"1893" "16.5" "13.8" "3.3" "2.9" "24.2" "62.0" "40.1" "19.5" "37.5" "5.9" "22.8" "8.3" "256.7" "31.9" "30.5" "121.6" "66.1" NA
"1894" "34.4" "10.5" "51.0" "19.8" "18.7" "45.6" "21.9" "18.3" "12.8" "NA" "NA" "7.2" "NA" "53.1" "89.5" "85.8" "NA" NA
"1895" "14.1" "18.6" "8.0" "0.6" "83.8" "43.2" "112.1" "34.2" "41.1" "9.0" "35.9" "19.1" "419.9" "40.0" "92.4" "189.5" "86.0" NA
"1896" "58.9" "11.4" "51.1" "76.8" "83.3" "101.5" "80.4" "64.0" "16.3" "12.8" "75.9" "32.0" "664.4" "89.4" "211.2" "245.9" "105.0" NA
"1897" "54.9" "43.3" "56.9" "10.8" "9.5" "18.5" "42.5" "61.4" "10.0" "30.7" "65.1" "20.6" "424.1" "130.2" "77.2" "122.3" "105.8" NA
"1898" "36.0" "40.1" "8.9" "0.1" "16.5" "95.1" "148.7" "60.9" "61.5" "85.5" "46.3" "13.0" "612.6" "96.8" "25.6" "304.6" "193.2" NA
"1899" "43.9" "9.6" "12.8" "16.9" "65.9" "105.9" "32.6" "52.9" "11.0" "48.2" "35.3" "9.6" "444.5" "66.5" "95.5" "191.3" "94.6" NA
"1900" "15.3" "NA" "NA" "8.6" "4.2" "8.6" "89.2" "134.1" "133.4" "8.6" "20.6" "38.1" "NA" "NA" "NA" "231.8" "162.6" NA
