"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1913" "25.2" "24.5" "19.7" "15.7" "35.9" "97.3" "26.0" "42.7" "20.9" "14.9" "18.0" "12.4" "353.4" "NA" "71.4" "166.1" "53.8" NA
"1914" "18.7" "17.1" "36.2" "18.3" "8.0" "84.9" "11.3" "102.5" "3.3" "85.5" "36.9" "20.0" "442.6" "48.2" "62.5" "198.6" "125.7" NA
"1915" "15.0" "23.6" "14.5" "1.6" "88.4" "132.8" "53.9" "52.1" "42.8" "26.5" "2.5" "7.2" "460.8" "58.6" "104.4" "238.8" "71.8" NA
"1916" "19.3" "19.9" "23.0" "14.5" "79.9" "37.7" "66.2" "67.9" "77.3" "42.9" "13.9" "16.0" "478.4" "46.3" "117.3" "171.8" "134.1" NA
"1917" "22.4" "19.3" "17.9" "36.4" "101.2" "58.6" "19.2" "30.6" "46.8" "77.9" "0.0" "30.5" "460.7" "57.7" "155.5" "108.3" "124.6" NA
"1918" "16.7" "36.9" "31.9" "2.5" "27.2" "35.5" "27.5" "49.0" "23.1" "23.9" "6.0" "7.6" "287.6" "84.0" "61.6" "112.0" "53.0" NA
"1919" "2.7" "35.1" "15.7" "NA" "21.8" "3.7" "17.3" "17.0" "30.0" "57.3" "52.3" "13.7" "NA" "45.4" "NA" "38.0" "139.7" NA
"1920" "25.4" "57.7" "27.2" "99.0" "33.7" "8.6" "65.3" "7.1" "0.0" "25.7" "7.6" "12.6" "369.9" "96.8" "160.0" "81.0" "33.3" NA
"1921" "29.9" "42.2" "65.3" "NA" "9.5" "14.5" "26.2" "9.6" "19.3" "0.0" "42.3" "22.6" "NA" "84.7" "NA" "50.3" "61.6" NA
"1922" "NA" "27.8" "25.2" "53.8" "14.2" "19.9" "41.7" "3.0" "8.7" "8.6" "15.2" "20.3" "NA" "NA" "93.2" "64.5" "32.6" NA
"1923" "10.1" "12.6" "31.3" "30.3" "56.7" "76.2" "59.2" "9.0" "3.2" "NA" "18.7" "16.1" "NA" "43.0" "118.4" "144.4" "NA" NA
"1924" "17.9" "17.4" "26.1" "10.9" "9.0" "71.7" "3.8" "37.9" "4.3" "29.2" "22.4" "37.8" "288.7" "51.4" "46.1" "113.4" "56.0" NA
"1925" "10.5" "8.1" "67.0" "10.9" "15.7" "36.8" "6.1" "27.1" "84.3" "22.0" "7.9" "2.9" "299.4" "56.5" "93.7" "70.0" "114.2" NA
"1926" "12.7" "8.4" "8.7" "26.1" "0.0" "32.7" "16.6" "30.4" "63.8" "4.9" "2.5" "8.0" "214.8" "24.0" "34.8" "79.7" "71.2" NA
"1927" "3.4" "20.5" "5.2" "4.5" "114.2" "9.4" "88.6" "21.8" "52.3" "3.6" "34.0" "NA" "NA" "31.8" "123.9" "119.8" "89.8" NA
"1928" "10.5" "NA" "15.3" "10.9" "0.7" "66.0" "60.3" "31.5" "NA" "5.9" "NA" "3.9" "NA" "NA" "26.9" "157.8" "NA" NA
"1929" "13.6" "15.3" "27.6" "NA" "35.0" "24.9" "NA" "NA" "3.5" "33.1" "17.6" "45.3" "NA" "32.9" "NA" "NA" "54.3" NA
"1930" "8.5" "7.5" "23.1" "NA" "17.3" "17.7" "25.7" "2.6" "NA" "10.8" "54.8" "0.0" "NA" "61.3" "NA" "46.1" "NA" NA
"1931" "0.0" "10.0" "29.8" "18.1" "22.4" "20.0" "22.1" "0.7" "10.2" "NA" "34.8" "26.6" "NA" "10.0" "70.3" "42.8" "NA" NA
"1932" "33.8" "15.8" "12.4" "21.0" "35.1" "23.1" "17.0" "NA" "3.4" "37.5" "52.3" "12.4" "NA" "76.2" "68.6" "NA" "93.2" NA
"1933" "14.9" "8.7" "16.9" "40.1" "22.4" "10.0" "0.0" "31.3" "17.4" "43.6" "23.6" "24.2" "253.2" "36.1" "79.5" "41.4" "84.6" NA
"1934" "5.0" "NA" "NA" "2.0" "8.3" "61.4" "NA" "NA" "52.3" "16.9" "7.8" "6.3" "NA" "NA" "NA" "NA" "77.0" NA
"1935" "38.8" "10.0" "41.0" "25.7" "NA" "0.5" "34.6" "0.0" "NA" "33.6" "NA" "10.0" "NA" "55.1" "NA" "35.1" "NA" NA
