"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1905" "NA" "2.5" "1.7" "NA" "17.3" "27.5" "32.0" "36.4" "37.2" "31.1" "NA" "NA" "NA" "NA" "NA" "96.0" "NA" NA
"1906" "7.2" "22.8" "23.5" "14.2" "39.1" "136.8" "14.5" "88.3" "38.7" "13.4" "62.2" "46.3" "506.9" "NA" "76.8" "239.5" "114.3" NA
"1907" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1908" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1909" "31.9" "15.9" "14.6" "49.0" "27.7" "22.3" "92.0" "48.6" "33.0" "25.3" "27.8" "104.1" "492.2" "NA" "91.2" "162.9" "86.2" NA
"1910" "NA" "5.8" "116.9" "47.8" "53.9" "61.4" "40.5" "58.2" "64.9" "8.1" "75.2" "39.0" "NA" "NA" "218.6" "160.1" "148.2" NA
"1911" "11.5" "29.1" "11.5" "36.4" "95.8" "21.6" "130.5" "33.2" "66.6" "68.7" "35.1" "83.9" "623.9" "79.5" "143.7" "185.3" "170.4" NA
"1912" "23.1" "11.5" "46.3" "18.1" "31.0" "30.0" "NA" "NA" "NA" "61.4" "11.5" "26.0" "NA" "118.5" "95.4" "NA" "NA" NA
"1913" "40.5" "8.7" "0.0" "1.8" "77.5" "36.3" "41.4" "NA" "NA" "62.6" "27.5" "0.0" "NA" "75.1" "79.4" "NA" "NA" NA
"1914" "34.8" "NA" "12.3" "17.1" "7.2" "NA" "NA" "NA" "NA" "33.1" "58.0" "11.5" "NA" "NA" "36.6" "NA" "NA" NA
"1915" "10.1" "NA" "NA" "49.4" "9.1" "86.1" "122.2" "22.4" "57.7" "2.8" "83.2" "20.3" "NA" "NA" "NA" "230.8" "143.8" NA
"1916" "49.1" "NA" "26.0" "NA" "80.4" "61.7" "40.7" "31.6" "65.4" "46.5" "113.5" "17.3" "NA" "NA" "NA" "134.0" "225.4" NA
"1917" "31.9" "NA" "20.3" "5.7" "2.8" "96.2" "35.5" "115.7" "60.9" "13.2" "5.8" "104.2" "NA" "NA" "28.8" "247.4" "79.9" NA
"1918" "57.9" "68.0" "37.6" "25.4" "82.6" "99.8" "43.5" "84.7" "78.1" "26.3" "28.7" "8.7" "641.4" "230.1" "145.6" "228.1" "133.1" NA
"1919" "8.6" "NA" "8.5" "16.5" "12.3" "47.4" "54.8" "23.4" "21.6" "1.5" "151.5" "17.3" "NA" "NA" "37.2" "125.6" "174.6" NA
"1920" "13.3" "17.3" "NA" "NA" "14.1" "47.9" "NA" "NA" "102.0" "62.7" "14.5" "55.1" "NA" "48.0" "NA" "NA" "179.2" NA
"1921" "49.2" "108.6" "NA" "23.1" "39.2" "0.0" "61.4" "99.4" "138.5" "139.4" "37.6" "17.3" "NA" "212.9" "NA" "160.7" "315.5" NA
"1922" "17.4" "43.4" "28.9" "42.1" "68.8" "39.2" "53.2" "NA" "63.1" "24.5" "28.9" "61.8" "NA" "78.2" "139.9" "NA" "116.5" NA
"1923" "5.8" "NA" "NA" "20.0" "14.4" "105.8" "85.3" "42.1" "NA" "89.7" "30.1" "11.5" "NA" "NA" "NA" "233.3" "NA" NA
"1924" "14.6" "29.0" "17.4" "124.1" "NA" "69.5" "25.8" "198.1" "109.1" "129.9" "78.1" "NA" "NA" "55.0" "NA" "293.5" "317.0" NA
"1925" "34.6" "17.3" "68.9" "4.3" "NA" "175.6" "69.8" "33.6" "79.5" "53.9" "35.1" "21.7" "NA" "NA" "NA" "279.1" "168.5" NA
"1926" "21.7" "53.6" "11.7" "25.4" "16.4" "64.6" "16.3" "51.1" "102.6" "77.9" "36.1" "62.4" "539.9" "96.9" "53.6" "132.1" "216.7" NA
"1927" "NA" "36.2" "43.4" "65.7" "87.5" "41.8" "67.3" "62.3" "141.4" "26.4" "20.7" "22.6" "NA" "NA" "196.6" "171.4" "188.5" NA
"1928" "8.4" "8.7" "19.0" "22.8" "22.1" "30.0" "55.8" "54.4" "58.4" "8.7" "32.4" "23.1" "343.6" "39.6" "63.8" "140.2" "99.4" NA
"1929" "14.5" "10.2" "42.1" "24.6" "11.3" "16.5" "32.0" "10.6" "50.9" "13.4" "28.5" "26.0" "280.7" "47.9" "78.0" "59.1" "92.9" NA
"1930" "15.8" "33.4" "59.3" "25.8" "53.1" "43.0" "50.7" "20.2" "253.2" "130.0" "65.9" "16.0" "766.4" "75.2" "138.2" "113.9" "449.1" NA
"1931" "10.1" "4.3" "14.5" "12.3" "9.6" "60.8" "NA" "152.1" "101.1" "28.6" "11.7" "NA" "NA" "30.4" "36.4" "NA" "141.5" NA
"1932" "69.4" "43.7" "NA" "18.8" "17.1" "146.0" "13.5" "31.7" "76.9" "68.5" "56.5" "14.5" "NA" "NA" "NA" "191.2" "201.9" NA
"1933" "23.2" "34.8" "45.7" "22.1" "26.1" "54.6" "84.4" "49.7" "56.4" "79.2" "120.5" "43.4" "640.1" "72.5" "93.8" "188.7" "256.1" NA
"1934" "30.4" "28.2" "20.2" "14.1" "63.2" "55.7" "54.5" "109.3" "125.3" "66.8" "28.7" "35.7" "632.0" "102.1" "97.5" "219.5" "220.8" NA
"1935" "23.3" "4.3" "66.2" "19.4" "19.4" "127.2" "53.7" "107.1" "112.7" "49.5" "26.1" "15.5" "624.3" "63.3" "105.0" "288.0" "188.3" NA
"1936" "4.3" "24.6" "32.6" "15.2" "41.6" "88.0" "33.3" "3.9" "129.2" "32.2" "16.8" "39.1" "460.8" "44.5" "89.4" "125.2" "178.2" NA
"1937" "2.4" "37.0" "17.4" "51.1" "49.5" "97.9" "25.9" "40.2" "92.9" "58.9" "67.0" "52.0" "592.3" "78.5" "118.1" "164.0" "218.8" NA
"1938" "27.6" "12.5" "19.1" "43.7" "NA" "47.7" "59.2" "87.5" "21.7" "10.2" "40.8" "25.0" "NA" "92.1" "NA" "194.4" "72.7" NA
"1939" "25.6" "7.9" "38.9" "10.1" "72.9" "79.7" "NA" "30.9" "74.5" "25.0" "23.0" "16.2" "NA" "58.5" "121.9" "NA" "122.5" NA
"1940" "29.2" "22.6" "11.6" "7.9" "11.0" "47.7" "43.7" "58.7" "29.1" "49.3" "21.7" "34.6" "367.1" "67.9" "30.5" "150.2" "100.1" NA
