"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1945" "32.7" "20.2" "9.2" "10.2" "3.5" "34.0" "70.7" "12.0" "49.4" "43.1" "25.3" "25.5" "335.8" "NA" "22.9" "116.7" "117.8" NA
"1946" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1947" "56.4" "25.9" "3.4" "10.1" "11.2" "44.2" "77.7" "74.9" "49.9" "13.5" "29.7" "29.1" "426.1" "NA" "24.8" "196.8" "93.1" NA
"1948" "15.6" "26.2" "32.7" "11.0" "22.8" "12.8" "58.3" "87.3" "39.1" "41.2" "27.8" "36.7" "411.5" "70.9" "66.6" "158.4" "108.1" NA
"1949" "37.5" "28.8" "5.1" "14.8" "41.6" "33.8" "91.6" "92.9" "88.0" "39.3" "30.8" "37.3" "541.6" "103.0" "61.4" "218.4" "158.1" NA
"1950" "16.6" "23.6" "8.8" "16.1" "11.1" "27.8" "77.7" "47.9" "21.6" "21.4" "58.1" "37.6" "368.2" "77.5" "36.0" "153.3" "101.1" NA
"1951" "14.7" "20.1" "31.0" "8.1" "22.8" "22.0" "12.4" "56.1" "16.4" "28.1" "39.5" "43.6" "314.7" "72.4" "61.9" "90.5" "84.0" NA
"1952" "67.8" "21.4" "25.3" "7.9" "16.6" "62.2" "69.0" "84.4" "64.7" "38.4" "11.0" "9.2" "478.1" "132.8" "49.9" "215.6" "114.1" NA
"1953" "36.4" "7.5" "61.2" "3.7" "27.9" "63.3" "79.2" "64.1" "49.8" "44.1" "56.9" "45.6" "539.8" "53.2" "92.8" "206.7" "150.8" NA
"1954" "30.8" "26.5" "13.5" "17.7" "38.0" "31.2" "55.1" "44.1" "29.7" "20.0" "47.9" "64.1" "418.4" "102.8" "69.2" "130.4" "97.6" NA
"1955" "20.7" "28.8" "45.4" "6.4" "8.7" "22.0" "88.0" "61.1" "47.4" "28.4" "6.4" "14.0" "377.2" "113.6" "60.5" "171.0" "82.2" NA
"1956" "7.4" "53.1" "15.9" "6.0" "8.7" "58.7" "68.6" "50.3" "39.6" "27.0" "26.6" "46.4" "408.4" "74.4" "30.7" "177.6" "93.2" NA
"1957" "10.8" "15.1" "33.5" "12.1" "36.2" "52.8" "44.4" "63.4" "29.9" "6.8" "31.7" "23.5" "360.3" "72.3" "81.8" "160.7" "68.4" NA
"1958" "24.8" "14.9" "25.1" "8.9" "17.4" "29.2" "49.1" "45.1" "41.1" "46.9" "28.2" "33.1" "363.8" "63.2" "51.4" "123.4" "116.2" NA
"1959" "27.6" "19.7" "29.9" "28.5" "38.4" "87.0" "32.1" "81.7" "48.5" "58.0" "29.2" "40.8" "521.4" "80.4" "96.8" "200.8" "135.7" NA
"1960" "31.4" "23.4" "13.4" "14.5" "18.4" "60.8" "30.2" "29.3" "44.1" "76.0" "33.5" "34.3" "409.2" "95.5" "46.3" "120.3" "153.6" NA
"1961" "14.6" "18.1" "16.6" "41.5" "40.3" "53.3" "37.1" "35.3" "50.0" "128.0" "24.5" "35.9" "495.3" "67.1" "98.4" "125.7" "202.5" NA
"1962" "38.1" "15.6" "36.9" "18.3" "21.4" "100.7" "136.0" "117.4" "44.5" "29.6" "45.2" "31.3" "635.1" "89.6" "76.6" "354.1" "119.4" NA
"1963" "70.4" "50.9" "22.6" "17.2" "26.4" "53.3" "55.2" "18.9" "80.9" "17.4" "38.2" "60.4" "511.7" "152.6" "66.2" "127.3" "136.5" NA
"1964" "21.7" "33.1" "48.7" "39.1" "37.1" "40.1" "61.9" "63.8" "31.9" "23.1" "21.1" "30.1" "451.5" "115.1" "124.8" "165.8" "76.1" NA
"1965" "35.5" "83.7" "8.8" "8.2" "17.1" "33.0" "16.9" "65.9" "39.7" "41.1" "32.8" "10.3" "393.0" "149.2" "34.1" "115.8" "113.6" NA
"1966" "36.3" "43.9" "13.6" "7.5" "25.1" "39.4" "59.9" "54.1" "56.8" "30.2" "114.3" "73.5" "554.7" "90.5" "46.2" "153.4" "201.4" NA
"1967" "43.7" "86.6" "50.0" "4.9" "17.3" "18.0" "73.3" "40.6" "57.9" "28.3" "56.5" "40.3" "517.5" "203.9" "72.2" "132.0" "142.6" NA
"1968" "35.2" "12.5" "9.5" "15.1" "41.0" "31.7" "52.4" "72.9" "90.0" "25.6" "21.9" "23.3" "431.4" "88.0" "65.6" "157.1" "137.5" NA
"1969" "7.9" "8.8" "18.5" "24.4" "45.3" "28.4" "53.5" "93.6" "61.5" "18.2" "81.4" "14.0" "455.6" "40.1" "88.2" "175.6" "161.1" NA
"1970" "22.8" "19.0" "13.9" "10.6" "32.0" "45.7" "54.6" "48.7" "58.3" "45.3" "37.3" "18.6" "406.7" "55.7" "56.5" "149.0" "140.9" NA
"1971" "77.3" "29.7" "31.5" "25.0" "16.2" "57.6" "22.3" "54.8" "50.9" "54.1" "67.1" "52.6" "539.1" "125.6" "72.7" "134.7" "172.1" NA
"1972" "45.8" "86.1" "39.7" "24.5" "27.9" "34.9" "88.4" "51.2" "86.3" "73.2" "43.3" "37.0" "638.3" "184.6" "92.0" "174.5" "202.7" NA
"1973" "47.5" "26.1" "23.4" "9.8" "18.3" "29.2" "53.1" "56.3" "61.7" "22.9" "23.0" "26.1" "397.4" "110.7" "51.5" "138.6" "107.6" NA
"1974" "48.8" "36.6" "36.8" "23.1" "32.4" "70.7" "77.5" "45.0" "54.1" "80.5" "24.5" "37.4" "567.4" "111.5" "92.2" "193.2" "159.1" NA
"1975" "34.4" "6.3" "18.3" "9.7" "24.6" "50.8" "76.1" "53.6" "40.1" "28.8" "35.0" "40.9" "418.6" "78.1" "52.6" "180.6" "103.8" NA
"1976" "63.2" "19.8" "15.6" "22.1" "43.2" "60.5" "63.0" "57.4" "59.3" "30.5" "22.3" "84.2" "541.1" "123.9" "80.9" "181.0" "112.1" NA
"1977" "54.8" "12.0" "36.6" "20.5" "30.2" "67.7" "90.3" "52.9" "33.9" "22.4" "31.7" "42.5" "495.4" "151.0" "87.2" "210.9" "88.0" NA
"1978" "20.0" "12.5" "13.9" "18.8" "7.5" "29.9" "28.2" "70.4" "40.9" "43.0" "72.4" "61.6" "419.2" "74.9" "40.2" "128.5" "156.4" NA
"1979" "30.1" "65.7" "25.1" "5.2" "46.7" "87.4" "73.5" "20.6" "76.5" "22.4" "10.9" "69.5" "533.6" "157.5" "76.9" "181.5" "109.8" NA
"1980" "25.7" "28.6" "49.8" "13.8" "36.1" "47.6" "134.7" "95.0" "57.4" "34.8" "18.9" "107.3" "649.6" "123.7" "99.8" "277.2" "111.1" NA
"1981" "13.3" "36.9" "19.4" "41.0" "63.3" "73.5" "37.0" "56.9" "44.0" "43.0" "40.6" "31.6" "500.4" "157.4" "123.7" "167.4" "127.6" NA
"1982" "137.7" "25.8" "67.0" "20.2" "28.5" "5.9" "58.3" "91.5" "27.2" "33.0" "25.3" "16.1" "536.4" "195.1" "115.8" "155.7" "85.4" NA
"1983" "32.8" "30.9" "5.3" "19.4" "46.1" "80.7" "97.0" "61.7" "56.4" "21.0" "16.1" "18.8" "486.3" "79.8" "70.9" "239.4" "93.4" NA
"1984" "61.4" "15.8" "17.8" "11.7" "20.2" "57.4" "25.2" "63.7" "46.0" "45.4" "26.5" "53.9" "444.9" "96.0" "49.7" "146.3" "117.9" NA
"1985" "36.2" "34.5" "34.8" "18.7" "51.5" "28.6" "74.5" "46.4" "65.7" "34.5" "54.1" "51.6" "531.1" "124.6" "105.0" "149.5" "154.3" NA
"1986" "18.9" "12.1" "44.6" "20.8" "24.4" "18.5" "49.5" "45.8" "89.0" "92.0" "96.7" "26.9" "539.2" "82.6" "89.8" "113.8" "277.7" NA
"1987" "25.9" "23.4" "41.6" "15.7" "66.9" "61.0" "64.5" "50.0" "61.1" "28.1" "28.2" "36.5" "502.9" "76.2" "124.2" "175.5" "117.4" NA
"1988" "19.2" "50.7" "40.9" "17.2" "70.9" "60.5" "76.9" "69.1" "50.2" "45.0" "39.0" "48.4" "587.9" "106.4" "129.1" "206.4" "134.1" NA
"1989" "63.8" "1.7" "26.6" "16.7" "32.5" "35.1" "124.0" "36.4" "53.4" "50.2" "78.8" "70.5" "589.6" "113.8" "75.8" "195.5" "182.4" NA
"1990" "77.6" "45.4" "26.3" "15.1" "61.7" "35.6" "66.3" "52.1" "31.7" "32.9" "84.2" "86.0" "614.8" "193.5" "103.1" "154.1" "148.7" NA
"1991" "28.2" "7.2" "10.7" "4.1" "23.2" "50.6" "68.7" "85.7" "91.0" "66.2" "90.4" "86.8" "612.9" "121.4" "38.1" "205.0" "247.7" NA
"1992" "27.9" "16.2" "15.9" "41.4" "26.3" "14.3" "26.9" "26.6" "81.7" "25.6" "35.8" "48.0" "386.6" "130.9" "83.6" "67.8" "143.1" NA
"1993" "23.9" "23.5" "11.0" "5.9" "53.3" "76.5" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "95.5" "70.2" "NA" "NA" NA
"1994" "109.7" "21.2" "33.8" "9.8" "39.9" "75.0" "51.4" "83.1" "107.2" "21.0" "42.1" "21.2" "615.4" "NA" "83.5" "209.6" "170.3" NA
"1995" "5.1" "32.0" "23.2" "5.2" "28.3" "28.0" "81.6" "75.0" "20.8" "23.4" "46.3" "36.1" "405.1" "58.4" "56.7" "184.6" "90.5" NA
"1996" "40.0" "48.0" "47.9" "15.0" "26.3" "42.4" "42.7" "50.0" "34.4" "58.2" "22.9" "NA" "NA" "124.1" "89.2" "135.2" "115.5" NA
"1997" "24.4" "44.7" "20.2" "5.5" "9.4" "82.8" "60.9" "135.5" "44.2" "46.2" "12.5" "39.1" "525.4" "NA" "35.1" "279.1" "102.9" NA
"1998" "22.5" "1.6" "13.5" "11.5" "17.6" "33.1" "70.1" "51.7" "56.1" "33.5" "12.8" "33.0" "356.9" "63.2" "42.6" "154.8" "102.4" NA
"1999" "66.5" "18.6" "16.4" "14.4" "66.8" "57.1" "63.8" "77.7" "34.2" "39.4" "27.5" "46.8" "529.4" "118.2" "97.5" "198.7" "101.2" NA
"2000" "15.8" "6.7" "14.9" "15.0" "27.0" "NA" "66.9" "76.2" "72.4" "28.8" "29.1" "17.5" "NA" "69.3" "56.8" "NA" "130.4" NA
"2001" "16.1" "33.7" "30.9" "11.3" "25.6" "70.1" "90.2" "45.6" "38.1" "33.1" "32.1" "24.8" "451.5" "67.3" "67.8" "205.9" "103.2" NA
"2002" "42.8" "15.6" "19.4" "10.5" "24.3" "63.9" "133.8" "75.0" "35.0" "42.2" "20.5" "8.6" "491.7" "83.2" "54.3" "272.8" "97.7" NA
"2003" "73.6" "40.8" "43.2" "7.3" "21.3" "65.3" "81.3" "51.4" "89.6" "24.9" "48.5" "11.7" "558.8" "123.0" "71.7" "198.0" "163.0" NA
"2004" "36.8" "7.4" "42.0" "17.9" "28.8" "86.0" "88.2" "29.0" "60.3" "30.7" "41.2" "25.4" "493.8" "55.8" "88.7" "203.2" "132.3" NA
"2005" "64.0" "35.5" "11.4" "10.2" "40.6" "83.9" "90.8" "56.2" "48.5" "23.1" "24.8" "25.3" "514.3" "124.9" "62.1" "230.9" "96.3" NA
"2006" "82.4" "16.8" "26.4" "52.3" "54.8" "66.4" "88.1" "92.5" "75.1" "57.0" "55.2" "20.3" "687.5" "124.6" "133.5" "247.1" "187.3" NA
"2007" "37.8" "47.6" "50.2" "13.9" "13.8" "89.2" "115.5" "85.2" "83.5" "38.4" "12.1" "33.0" "620.0" "105.6" "77.9" "289.9" "133.9" NA
"2008" "46.9" "35.3" "NA" "NA" "11.2" "44.0" "82.1" "NA" "NA" "NA" "NA" "NA" "NA" "115.1" "NA" "NA" "NA" NA
"2009" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2010" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2011" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2012" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2013" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2014" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2015" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2016" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2017" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
