"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1962" "16.8" "4.7" "13.8" "48.8" "36.7" "34.1" "33.2" "130.8" "66.6" "24.7" "32.5" "22.8" "465.8" "NA" "99.3" "198.2" "123.8" NA
"1963" "32.5" "11.6" "14.5" "16.2" "31.5" "74.0" "30.7" "104.1" "58.5" "6.2" "21.5" "6.4" "407.6" "66.9" "62.2" "208.7" "86.2" NA
"1964" "18.9" "10.7" "32.2" "26.7" "72.4" "17.4" "48.8" "139.0" "73.4" "37.6" "46.1" "23.8" "547.0" "36.0" "131.3" "205.2" "157.1" NA
"1965" "10.6" "54.6" "11.8" "12.0" "111.1" "46.9" "85.7" "54.8" "106.4" "6.3" "NA" "NA" "NA" "89.0" "134.9" "187.4" "NA" NA
"1966" "NA" "11.3" "32.7" "46.2" "30.7" "85.0" "197.0" "103.5" "18.0" "46.0" "50.5" "39.3" "NA" "NA" "109.6" "385.5" "114.5" NA
"1967" "31.8" "15.2" "36.5" "28.8" "22.6" "62.1" "52.3" "26.8" "49.7" "75.2" "31.5" "16.6" "449.1" "86.3" "87.9" "141.2" "156.4" NA
"1968" "21.7" "4.1" "NA" "23.4" "59.7" "55.8" "96.4" "59.0" "68.3" "38.6" "35.5" "40.1" "NA" "42.4" "NA" "211.2" "142.5" NA
"1969" "15.8" "20.0" "9.0" "1.8" "50.1" "37.8" "53.9" "129.4" "88.1" "40.9" "10.2" "11.0" "468.1" "76.0" "61.0" "221.1" "139.2" NA
"1970" "18.5" "9.1" "7.3" "33.1" "35.5" "56.2" "83.2" "23.7" "64.2" "90.6" "49.5" "26.8" "497.8" "38.6" "75.9" "163.0" "204.3" NA
"1971" "13.3" "5.0" "23.9" "29.2" "12.0" "45.9" "53.6" "27.7" "113.4" "77.9" "11.5" "26.6" "440.0" "45.0" "65.1" "127.2" "202.9" NA
"1972" "16.2" "28.5" "14.9" "13.8" "32.2" "86.6" "40.0" "49.9" "53.9" "9.9" "24.4" "19.8" "390.3" "71.3" "61.0" "176.5" "88.3" NA
"1973" "7.0" "11.2" "40.9" "42.5" "24.0" "202.6" "66.2" "104.9" "100.4" "80.7" "35.7" "12.2" "728.3" "38.0" "107.4" "373.7" "216.8" NA
"1974" "32.4" "15.3" "40.1" "4.1" "68.6" "55.9" "34.4" "93.7" "83.0" "24.2" "28.0" "10.2" "490.1" "59.9" "112.8" "184.0" "135.2" NA
