"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1967" "55.9" "71.9" "38.1" "33.7" "54.6" "13.7" "54.7" "26.2" "39.6" "30.7" "46.5" "34.6" "500.4" "NA" "126.4" "94.7" "116.8" NA
"1968" "57.8" "46.7" "21.5" "33.6" "7.7" "82.3" "128.4" "71.6" "72.8" "73.0" "58.1" "32.5" "685.9" "139.1" "62.8" "282.3" "203.8" NA
"1969" "17.3" "33.4" "50.7" "39.6" "11.8" "23.7" "53.3" "91.5" "64.2" "22.0" "93.9" "40.8" "542.3" "83.2" "102.1" "168.5" "180.1" NA
"1970" "44.6" "51.3" "19.0" "27.3" "19.6" "42.7" "73.7" "53.7" "66.1" "58.2" "35.1" "68.6" "559.9" "136.7" "65.9" "170.1" "159.3" NA
"1971" "53.2" "46.6" "30.8" "66.8" "74.8" "42.2" "17.3" "35.8" "71.8" "57.7" "75.0" "52.4" "624.4" "168.4" "172.3" "95.3" "204.6" NA
"1972" "73.9" "53.8" "60.8" "53.5" "67.3" "68.5" "55.8" "36.0" "29.3" "53.8" "41.7" "33.2" "627.5" "180.0" "181.5" "160.4" "124.8" NA
"1973" "75.0" "37.4" "19.4" "17.4" "46.6" "86.8" "55.7" "72.8" "38.4" "44.7" "53.1" "51.5" "598.7" "145.6" "83.4" "215.3" "136.2" NA
"1974" "26.0" "35.5" "44.9" "7.5" "83.9" "75.7" "91.2" "38.5" "58.8" "95.7" "32.7" "83.0" "673.3" "112.9" "136.3" "205.4" "187.1" NA
"1975" "45.5" "35.6" "43.6" "18.0" "17.9" "59.8" "55.4" "50.2" "NA" "36.5" "19.8" "56.1" "NA" "164.0" "79.6" "165.3" "NA" NA
"1976" "NA" "46.2" "24.7" "35.5" "50.1" "79.7" "82.7" "42.8" "34.4" "20.7" "20.8" "52.1" "NA" "NA" "110.2" "205.3" "75.8" NA
"1977" "28.8" "24.4" "9.8" "7.9" "70.0" "44.7" "63.0" "18.9" "56.6" "30.0" "49.9" "13.5" "417.6" "105.3" "87.8" "126.6" "136.5" NA
"1978" "14.1" "13.8" "12.0" "12.1" "15.4" "21.6" "43.1" "59.7" "26.5" "56.1" "48.4" "60.9" "383.7" "41.4" "39.5" "124.5" "131.1" NA
"1979" "30.7" "23.3" "35.4" "10.4" "26.0" "54.4" "108.2" "NA" "20.2" "16.7" "23.9" "45.0" "NA" "114.9" "71.9" "NA" "60.8" NA
"1980" "24.8" "15.9" "23.5" "6.0" "29.0" "70.8" "109.6" "36.7" "102.2" "43.2" "30.4" "40.7" "532.9" "85.8" "58.5" "217.1" "175.8" NA
"1981" "16.8" "40.1" "0.8" "32.6" "28.1" "96.7" "40.9" "55.6" "69.8" "24.9" "54.3" "16.8" "477.3" "97.6" "61.4" "193.2" "149.0" NA
"1982" "16.8" "8.0" "4.6" "NA" "50.0" "39.7" "40.8" "102.0" "31.9" "28.2" "32.1" "21.6" "NA" "41.6" "NA" "182.5" "92.2" NA
"1983" "55.6" "18.0" "6.9" "23.7" "30.0" "58.2" "92.5" "64.8" "56.3" "15.3" "19.3" "0.2" "440.9" "95.2" "60.6" "215.6" "90.9" NA
"1984" "50.3" "14.8" "4.1" "21.7" "30.0" "82.8" "53.4" "67.2" "26.6" "37.8" "35.4" "35.9" "459.9" "65.3" "55.7" "203.3" "99.9" NA
"1985" "42.2" "50.5" "8.4" "1.5" "42.1" "40.1" "45.5" "52.6" "77.0" "34.1" "12.1" "29.8" "435.8" "128.5" "52.0" "138.2" "123.2" NA
"1986" "43.7" "10.5" "67.8" "11.9" "82.6" "25.0" "111.9" "57.2" "59.6" "37.3" "23.2" "36.2" "566.9" "83.9" "162.3" "194.1" "120.1" NA
"1987" "27.8" "44.0" "25.7" "NA" "50.9" "38.6" "88.6" "88.8" "45.5" "23.1" "38.2" "40.4" "NA" "108.0" "NA" "216.1" "106.8" NA
"1988" "30.9" "26.9" "14.0" "NA" "63.3" "71.8" "119.5" "46.3" "55.5" "43.7" "42.7" "25.0" "NA" "98.2" "NA" "237.5" "141.9" NA
"1989" "26.9" "2.8" "20.9" "0.0" "27.2" "54.6" "73.8" "19.7" "49.3" "46.1" "46.5" "24.3" "392.3" "54.8" "48.2" "148.1" "142.0" NA
"1990" "47.5" "30.9" "3.8" "25.3" "75.5" "82.4" "50.1" "49.4" "44.9" "48.6" "46.0" "55.0" "559.3" "102.6" "104.6" "181.9" "139.5" NA
"1991" "36.1" "26.5" "22.5" "7.0" "41.3" "62.0" "142.1" "48.6" "64.0" "58.6" "83.3" "89.4" "681.4" "117.6" "70.8" "252.7" "205.9" NA
"1992" "41.8" "30.8" "10.0" "19.1" "49.1" "32.9" "112.7" "76.6" "49.9" "21.4" "33.2" "28.5" "505.9" "161.9" "78.2" "222.1" "104.5" NA
"1993" "23.7" "NA" "12.7" "2.3" "28.1" "69.1" "91.0" "55.4" "48.6" "49.2" "44.3" "51.1" "NA" "NA" "43.1" "215.5" "142.1" NA
"1994" "46.9" "28.9" "11.9" "10.1" "67.2" "38.0" "70.9" "66.0" "90.8" "52.8" "NA" "NA" "NA" "127.0" "89.2" "174.9" "NA" NA
"1995" "NA" "NA" "NA" "2.9" "16.8" "56.3" "100.5" "54.8" "28.8" "33.4" "12.5" "NA" "NA" "NA" "NA" "211.7" "74.7" NA
"1996" "NA" "NA" "NA" "NA" "21.6" "50.7" "46.4" "73.3" "62.6" "35.6" "NA" "NA" "NA" "NA" "NA" "170.5" "NA" NA
"1997" "NA" "NA" "NA" "12.4" "28.2" "101.3" "156.8" "60.8" "23.4" "54.5" "NA" "NA" "NA" "NA" "NA" "318.9" "NA" NA
"1998" "NA" "NA" "NA" "16.6" "17.0" "59.8" "56.3" "18.5" "26.6" "38.5" "NA" "NA" "NA" "NA" "NA" "134.7" "NA" NA
"1999" "NA" "NA" "NA" "4.9" "63.2" "50.0" "30.9" "42.0" "56.8" "NA" "NA" "NA" "NA" "NA" "NA" "122.8" "NA" NA
"2000" "NA" "NA" "NA" "10.0" "26.6" "NA" "84.6" "75.0" "65.9" "54.8" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2001" "NA" "NA" "NA" "3.1" "28.0" "74.7" "NA" "29.1" "91.6" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2002" "NA" "18.2" "NA" "NA" "24.6" "6.4" "80.1" "63.6" "NA" "10.8" "27.8" "NA" "NA" "NA" "NA" "150.2" "NA" NA
"2003" "NA" "11.3" "21.3" "NA" "5.0" "109.0" "30.7" "31.8" "57.1" "37.8" "25.8" "40.2" "NA" "NA" "NA" "171.5" "120.7" NA
"2004" "NA" "5.0" "24.5" "28.9" "31.0" "36.1" "63.4" "41.3" "31.5" "31.9" "NA" "43.4" "NA" "NA" "84.4" "140.9" "NA" NA
"2005" "38.3" "NA" "4.3" "7.8" "44.1" "28.3" "140.7" "40.4" "42.9" "26.4" "NA" "29.0" "NA" "NA" "56.1" "209.4" "NA" NA
"2006" "26.3" "3.6" "17.7" "18.9" "45.9" "32.2" "21.8" "53.1" "52.1" "29.0" "32.4" "33.8" "366.8" "58.9" "82.5" "107.1" "113.5" NA
"2007" "28.1" "39.4" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "101.3" "NA" "NA" "NA" NA
"2008" "NA" "NA" "11.2" "13.5" "20.9" "102.8" "58.0" "NA" "NA" "52.7" "36.3" "30.7" "NA" "NA" "45.6" "NA" "NA" NA
"2009" "42.8" "18.6" "37.2" "7.0" "9.6" "42.4" "40.5" "NA" "46.9" "NA" "17.7" "35.3" "NA" "92.1" "53.8" "NA" "NA" NA
"2010" "35.3" "8.0" "23.2" "14.2" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "78.7" "NA" "NA" "NA" NA
"2011" "NA" "54.6" "0.0" "5.6" "21.9" "NA" "NA" "NA" "NA" "NA" "NA" "59.8" "NA" "NA" "27.5" "NA" "NA" NA
"2012" "53.9" "23.5" "31.6" "26.6" "NA" "NA" "45.3" "27.6" "20.8" "8.4" "83.7" "32.5" "NA" "137.2" "NA" "NA" "112.9" NA
"2013" "57.7" "15.8" "0.9" "40.0" "2.2" "43.4" "NA" "54.3" "NA" "30.5" "50.2" "72.5" "NA" "106.0" "43.1" "NA" "NA" NA
"2014" "NA" "3.7" "NA" "NA" "NA" "NA" "NA" "28.1" "44.0" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2015" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2016" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2017" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
