"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1915" "NA" "NA" "NA" "26.6" "28.5" "56.8" "112.5" "5.4" "49.6" "12.4" "14.9" "21.9" "NA" "NA" "NA" "174.7" "76.9" NA
"1916" "23.9" "1.6" "31.5" "46.5" "39.3" "20.3" "147.8" "7.0" "94.4" "27.8" "3.3" "16.0" "459.5" "47.5" "117.3" "175.1" "125.4" NA
"1917" "36.3" "22.4" "20.8" "1.3" "56.4" "47.8" "90.6" "23.9" "6.3" "15.5" "5.6" "67.3" "394.1" "74.7" "78.5" "162.2" "27.4" NA
"1918" "31.9" "9.7" "NA" "17.6" "25.5" "92.8" "77.8" "91.6" "13.6" "17.5" "13.5" "20.8" "NA" "108.9" "NA" "262.1" "44.7" NA
"1919" "NA" "NA" "32.0" "5.1" "60.8" "68.6" "88.9" "106.6" "31.3" "7.9" "51.3" "NA" "NA" "NA" "98.0" "264.1" "90.5" NA
"1920" "67.2" "NA" "19.0" "10.6" "60.8" "101.9" "28.1" "67.5" "90.1" "10.7" "9.6" "15.9" "NA" "NA" "90.4" "197.5" "110.3" NA
"1921" "28.9" "41.2" "41.2" "15.8" "107.6" "75.0" "109.5" "55.8" "38.7" "13.3" "22.2" "1.6" "550.8" "85.9" "164.7" "240.3" "74.2" NA
"1922" "54.8" "33.0" "17.0" "12.1" "94.2" "27.1" "21.3" "93.2" "41.4" "51.5" "32.0" "25.7" "503.5" "89.5" "123.3" "141.6" "125.0" NA
"1923" "17.4" "21.8" "20.8" "4.6" "75.5" "105.5" "61.2" "74.0" "46.8" "5.1" "18.8" "9.6" "461.0" "64.9" "100.9" "240.7" "70.6" NA
"1924" "17.0" "14.5" "23.5" "28.0" "60.2" "28.9" "60.6" "97.0" "16.1" "33.3" "27.0" "19.5" "425.4" "41.1" "111.6" "186.4" "76.4" NA
"1925" "26.7" "31.3" "9.8" "27.5" "49.7" "33.6" "57.0" "47.0" "32.0" "13.3" "12.7" "12.7" "353.2" "77.5" "87.0" "137.5" "58.0" NA
"1926" "16.5" "8.1" "NA" "5.7" "68.1" "46.1" "96.8" "80.7" "17.4" "68.0" "15.9" "16.4" "NA" "37.3" "NA" "223.6" "101.3" NA
"1927" "3.1" "9.6" "21.5" "19.9" "21.5" "41.1" "103.3" "32.5" "59.9" "9.2" "9.8" "25.5" "356.8" "29.2" "62.9" "176.9" "78.9" NA
"1928" "NA" "NA" "13.0" "33.9" "74.2" "80.1" "56.8" "40.4" "34.1" "17.1" "NA" "30.6" "NA" "NA" "121.2" "177.2" "NA" NA
"1929" "NA" "19.4" "NA" "13.6" "18.1" "74.8" "132.1" "37.2" "83.8" "NA" "NA" "51.7" "NA" "NA" "NA" "244.0" "NA" NA
"1930" "54.3" "NA" "NA" "49.7" "88.4" "277.6" "105.2" "74.8" "77.0" "NA" "NA" "NA" "NA" "NA" "NA" "457.7" "NA" NA
"1931" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1932" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1933" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1934" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "66.5" "6.0" "45.4" "57.7" "NA" "NA" "NA" "NA" "118.0" NA
"1935" "22.6" "0.4" "139.0" "6.0" "64.7" "155.5" "92.2" "125.4" "25.7" "13.6" "22.3" "19.0" "686.4" "80.7" "209.6" "373.2" "61.6" NA
