"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1958" "NA" "NA" "NA" "7.2" "NA" "NA" "39.9" "21.8" "NA" "NA" "NA" "8.5" "NA" "NA" "NA" "NA" "NA" NA
"1959" "0.0" "2.9" "1.3" "0.1" "NA" "0.7" "0.7" "4.4" "2.4" "1.6" "0.1" "18.7" "NA" "11.4" "NA" "5.8" "4.1" NA
"1960" "NA" "1.5" "6.2" "3.5" "5.7" "NA" "23.9" "57.5" "44.6" "23.0" "NA" "0.1" "NA" "NA" "15.4" "NA" "NA" NA
"1961" "4.3" "0.1" "2.8" "0.0" "0.0" "3.1" "32.5" "32.0" "5.8" "NA" "3.0" "0.4" "NA" "4.5" "2.8" "67.7" "NA" NA
"1962" "0.1" "0.0" "NA" "2.8" "0.1" "8.5" "21.9" "19.5" "5.4" "3.8" "6.4" "7.6" "NA" "0.5" "NA" "49.9" "15.6" NA
"1963" "0.3" "3.0" "3.4" "3.2" "3.1" "NA" "52.0" "30.7" "4.5" "34.8" "11.4" "NA" "NA" "10.9" "9.7" "NA" "50.7" NA
"1964" "NA" "NA" "NA" "21.5" "7.4" "5.9" "19.7" "18.6" "10.6" "17.9" "28.5" "2.8" "NA" "NA" "NA" "44.2" "57.0" NA
"1965" "25.5" "0.0" "8.5" "20.6" "8.3" "11.9" "1.8" "24.7" "8.0" "20.8" "18.5" "4.8" "153.5" "28.3" "37.4" "38.3" "47.4" NA
"1966" "0.1" "11.4" "4.9" "0.4" "6.1" "14.6" "52.8" "52.5" "19.8" "15.6" "0.0" "5.7" "183.8" "16.3" "11.4" "119.9" "35.4" NA
"1967" "0.0" "3.0" "0.0" "0.6" "3.4" "11.5" "23.0" "32.7" "10.3" "54.3" "7.3" "1.5" "147.6" "8.7" "4.0" "67.1" "72.0" NA
"1968" "3.3" "7.2" "7.4" "1.6" "4.4" "2.4" "13.3" "27.4" "24.5" "29.9" "10.9" "6.0" "138.2" "12.0" "13.4" "43.1" "65.3" NA
"1969" "3.5" "4.6" "1.5" "3.3" "3.3" "17.7" "11.0" "35.6" "4.3" "11.8" "3.6" "4.5" "104.7" "14.1" "8.1" "64.4" "19.7" NA
"1970" "2.0" "8.6" "0.0" "0.6" "1.8" "11.3" "4.3" "25.1" "35.3" "15.9" "3.5" "5.4" "113.8" "15.1" "2.4" "40.7" "54.6" NA
"1971" "11.7" "2.1" "NA" "1.6" "0.1" "14.8" "44.7" "13.5" "15.3" "17.9" "19.4" "7.8" "NA" "19.1" "NA" "73.1" "52.5" NA
"1972" "3.3" "2.0" "6.5" "0.2" "1.0" "4.5" "2.1" "42.1" "13.1" "9.7" "0.8" "4.2" "89.6" "13.1" "7.7" "48.7" "23.6" NA
"1973" "1.6" "2.2" "0.2" "0.3" "8.5" "21.2" "5.9" "22.8" "17.8" "17.1" "14.9" "8.2" "120.8" "8.0" "9.0" "50.0" "49.9" NA
"1974" "4.3" "2.6" "2.6" "3.8" "7.6" "34.2" "11.9" "14.3" "7.9" "17.3" "8.0" "6.5" "121.1" "15.1" "14.0" "60.4" "33.2" NA
"1975" "1.5" "1.8" "2.4" "2.7" "6.6" "2.9" "5.7" "5.5" "14.1" "6.2" "6.2" "3.6" "59.2" "9.8" "11.7" "14.1" "26.5" NA
"1976" "3.5" "2.7" "3.1" "3.0" "5.2" "8.0" "24.0" "14.2" "50.3" "26.1" "4.1" "5.9" "150.0" "9.9" "11.3" "46.2" "80.4" NA
"1977" "8.5" "15.3" "3.8" "2.8" "10.3" "28.2" "14.5" "27.4" "1.5" "11.5" "2.2" "1.5" "127.5" "29.7" "16.8" "70.1" "15.2" NA
"1978" "2.9" "0.6" "1.2" "3.9" "3.1" "12.6" "18.9" "39.7" "13.3" "6.7" "0.4" "1.3" "104.6" "5.0" "8.2" "71.3" "20.4" NA
"1979" "1.6" "0.8" "1.7" "15.2" "23.4" "14.6" "4.7" "21.4" "16.8" "23.6" "8.1" "2.5" "134.5" "3.8" "40.4" "40.7" "48.5" NA
"1980" "14.2" "4.0" "1.5" "2.9" "2.9" "3.6" "38.6" "27.6" "19.3" "6.1" "20.6" "2.0" "143.2" "20.7" "7.3" "69.8" "46.0" NA
"1981" "4.1" "8.6" "17.2" "0.4" "6.6" "23.5" "33.3" "24.4" "18.9" "16.2" "3.8" "3.0" "160.0" "14.6" "24.3" "81.2" "38.9" NA
"1982" "2.5" "3.6" "2.0" "3.3" "3.1" "14.5" "32.6" "22.5" "16.4" "21.1" "3.1" "7.2" "132.0" "9.2" "8.4" "69.6" "40.6" NA
"1983" "18.5" "9.9" "1.5" "6.4" "2.0" "3.0" "49.0" "42.1" "61.5" "53.8" "1.4" "6.5" "255.7" "35.6" "9.9" "94.1" "116.7" NA
"1984" "1.5" "14.7" "19.1" "4.7" "0.6" "19.3" "23.2" "17.0" "12.1" "23.6" "22.9" "1.6" "160.1" "22.7" "24.4" "59.4" "58.6" NA
