"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1887" "66.1" "110.6" "52.5" "67.7" "45.7" "68.4" "90.0" "37.1" "39.7" "54.7" "79.0" "127.0" "838.6" "NA" "165.9" "195.5" "173.4" NA
"1888" "72.2" "41.5" "65.8" "49.7" "56.0" "64.9" "78.2" "105.3" "48.7" "114.3" "138.4" "32.4" "867.5" "240.8" "171.6" "248.3" "301.4" NA
"1889" "86.6" "48.1" "12.8" "47.1" "166.6" "169.3" "61.6" "31.9" "72.4" "95.6" "103.8" "130.4" "1026.1" "167.1" "226.4" "262.8" "271.7" NA
"1890" "154.7" "72.8" "66.7" "97.2" "88.9" "158.9" "113.6" "143.1" "42.9" "131.1" "91.1" "38.5" "1199.7" "357.9" "252.9" "415.6" "265.2" NA
"1891" "110.2" "106.1" "51.4" "51.5" "19.3" "68.2" "99.5" "178.2" "88.9" "52.1" "182.4" "73.9" "1081.8" "254.8" "122.2" "345.9" "323.5" NA
"1892" "54.6" "40.2" "21.0" "39.3" "97.7" "200.8" "98.6" "104.1" "114.8" "58.3" "107.5" "27.7" "964.5" "168.7" "157.9" "403.5" "280.6" NA
"1893" "85.8" "116.1" "79.4" "143.7" "75.2" "117.0" "55.8" "64.2" "68.9" "124.0" "108.8" "157.9" "1196.8" "229.6" "298.4" "236.9" "301.7" NA
"1894" "62.6" "78.3" "75.1" "46.4" "154.8" "54.5" "85.3" "14.6" "170.7" "96.0" "43.4" "65.1" "946.8" "298.8" "276.2" "154.5" "310.1" NA
"1895" "96.1" "23.6" "38.4" "66.3" "111.5" "41.4" "65.6" "143.2" "109.3" "59.9" "126.5" "104.9" "986.6" "184.8" "216.2" "250.2" "295.6" NA
"1896" "54.2" "76.1" "41.8" "59.6" "68.2" "55.5" "133.4" "52.8" "126.1" "70.3" "108.0" "34.2" "880.0" "235.2" "169.5" "241.8" "304.3" NA
