"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1883" "NA" "NA" "NA" "NA" "154.7" "115.3" "41.7" "44.7" "76.7" "63.6" "83.7" "174.7" "NA" "NA" "NA" "201.7" "224.1" NA
"1884" "74.6" "71.2" "162.6" "162.8" "59.6" "60.2" "152.8" "84.9" "133.5" "122.6" "147.0" "163.8" "1395.7" "320.5" "385.0" "298.0" "403.0" NA
"1885" "206.6" "102.4" "126.6" "139.3" "47.2" "89.1" "33.4" "57.0" "89.9" "96.9" "139.8" "125.5" "1253.7" "472.8" "313.2" "179.5" "326.6" NA
"1886" "170.6" "148.0" "202.3" "40.9" "81.6" "72.7" "144.7" "65.9" "100.4" "17.4" "83.4" "141.8" "1269.7" "444.1" "324.9" "283.3" "201.2" NA
"1887" "114.0" "119.1" "130.5" "87.1" "92.5" "43.1" "70.9" "107.0" "36.3" "72.7" "94.8" "61.9" "1029.8" "374.9" "310.1" "221.0" "203.8" NA
"1888" "221.3" "208.5" "72.7" "149.3" "44.1" "63.6" "56.7" "92.2" "27.2" "95.1" "120.1" "103.2" "1254.0" "491.8" "266.1" "212.5" "242.4" NA
"1889" "143.6" "192.2" "134.6" "100.7" "91.9" "115.6" "191.9" "37.2" "70.7" "59.7" "68.4" "144.2" "1350.6" "439.0" "327.1" "344.7" "198.8" NA
"1890" "53.0" "110.6" "196.3" "108.5" "72.4" "49.5" "53.2" "155.6" "94.1" "49.5" "123.1" "303.5" "1369.3" "307.7" "377.2" "258.3" "266.7" NA
"1891" "278.9" "160.3" "148.7" "NA" "NA" "NA" "118.6" "133.1" "66.8" "54.0" "24.9" "NA" "NA" "742.7" "NA" "NA" "145.7" NA
"1892" "NA" "NA" "NA" "NA" "44.0" "82.0" "137.7" "63.9" "28.1" "116.3" "29.8" "NA" "NA" "NA" "NA" "283.5" "174.3" NA
"1893" "NA" "NA" "NA" "NA" "NA" "41.0" "61.3" "64.2" "79.1" "71.9" "43.1" "NA" "NA" "NA" "NA" "166.4" "194.0" NA
"1894" "NA" "NA" "NA" "NA" "NA" "104.4" "72.2" "115.2" "53.6" "NA" "62.6" "NA" "NA" "NA" "NA" "291.9" "NA" NA
"1895" "NA" "NA" "NA" "NA" "NA" "47.2" "59.4" "133.6" "58.9" "69.7" "56.5" "NA" "NA" "NA" "NA" "240.2" "185.1" NA
