"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1931" "32.4" "13.5" "41.2" "41.0" "9.6" "64.1" "21.5" "54.2" "62.5" "40.1" "61.7" "77.2" "519.2" "NA" "91.8" "139.8" "164.4" NA
"1932" "39.2" "13.0" "1.6" "42.9" "38.9" "84.5" "26.1" "7.1" "54.0" "84.0" "67.9" "7.7" "466.9" "129.4" "83.4" "117.7" "205.9" NA
"1933" "9.8" "20.3" "36.4" "21.0" "39.2" "11.2" "28.3" "23.6" "103.1" "20.2" "25.1" "4.7" "342.9" "37.8" "96.6" "63.1" "148.4" NA
"1934" "4.2" "4.3" "6.5" "10.3" "30.0" "13.5" "46.1" "49.4" "17.1" "8.0" "35.8" "18.7" "244.0" "13.2" "46.8" "109.1" "61.0" NA
"1935" "8.8" "15.3" "5.5" "3.4" "30.1" "25.8" "NA" "43.3" "28.6" "65.6" "63.1" "31.4" "NA" "42.8" "39.0" "NA" "157.3" NA
"1936" "20.4" "22.4" "18.5" "8.4" "5.2" "21.5" "63.0" "39.7" "49.8" "42.1" "45.5" "31.3" "367.9" "74.3" "32.0" "124.2" "137.4" NA
"1937" "36.6" "20.8" "7.3" "1.6" "37.9" "21.9" "57.2" "24.6" "NA" "15.2" "47.6" "16.9" "NA" "88.8" "46.9" "103.6" "NA" NA
"1938" "13.8" "0.9" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "31.6" "NA" "NA" "NA" NA
"1939" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1940" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1941" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1942" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1943" "NA" "NA" "11.7" "32.9" "3.8" "18.8" "41.8" "14.2" "18.3" "42.7" "64.2" "30.8" "NA" "NA" "48.5" "74.9" "125.1" NA
"1944" "11.7" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1945" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "2.6" "35.0" "70.1" "50.7" "31.8" "NA" "NA" "NA" "NA" "155.8" NA
"1946" "19.0" "17.2" "21.4" "12.3" "35.2" "25.3" "34.4" "7.4" "52.5" "54.3" "68.2" "36.8" "383.9" "67.9" "68.9" "67.1" "174.9" NA
"1947" "18.5" "13.6" "7.8" "12.7" "8.0" "28.7" "30.0" "29.3" "19.2" "39.0" "207.8" "12.9" "427.6" "69.0" "28.5" "88.0" "266.0" NA
"1948" "7.7" "7.6" "6.4" "2.5" "12.2" "68.5" "45.4" "107.8" "65.2" "12.9" "24.8" "10.4" "371.4" "28.2" "21.1" "221.7" "102.9" NA
"1949" "14.8" "7.0" "15.0" "10.8" "32.7" "28.7" "2.6" "29.8" "28.5" "56.7" "39.5" "13.7" "279.7" "32.2" "58.5" "61.1" "124.6" NA
"1950" "5.9" "42.3" "4.2" "6.4" "11.4" "10.4" "13.5" "32.9" "32.1" "21.7" "51.1" "29.1" "261.1" "61.9" "22.1" "56.8" "104.9" NA
"1951" "7.1" "11.2" "15.8" "36.7" "61.4" "33.8" "20.0" "38.7" "69.8" "78.7" "31.1" "12.0" "416.3" "47.4" "114.0" "92.4" "179.7" NA
