"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1967" "20.1" "18.5" "69.1" "51.6" "17.1" "28.3" "107.4" "10.9" "40.5" "9.7" "10.0" "12.3" "395.5" "NA" "137.8" "146.6" "60.2" NA
"1968" "58.3" "11.2" "4.5" "18.9" "37.6" "39.0" "96.8" "47.5" "31.8" "18.3" "33.2" "6.7" "403.9" "81.8" "61.1" "183.3" "83.3" NA
"1969" "23.8" "4.7" "5.0" "14.8" "8.7" "18.1" "104.2" "38.5" "34.6" "12.4" "23.2" "4.8" "292.8" "35.2" "28.5" "160.8" "70.2" NA
"1970" "24.9" "3.4" "3.7" "11.8" "43.5" "41.8" "45.9" "36.7" "22.4" "25.2" "26.3" "15.5" "301.1" "33.1" "58.9" "124.4" "73.9" NA
"1971" "12.0" "3.4" "17.4" "19.1" "2.1" "24.3" "13.5" "42.6" "46.1" "20.0" "16.8" "47.7" "265.1" "31.0" "38.6" "80.4" "83.0" NA
"1972" "18.6" "21.1" "3.9" "27.5" "45.3" "95.7" "55.7" "15.5" "32.5" "21.3" "13.5" "27.4" "377.7" "87.3" "76.7" "166.8" "67.2" NA
"1973" "23.1" "5.5" "5.4" "11.7" "9.9" "58.7" "102.9" "42.6" "24.4" "24.1" "29.7" "11.6" "349.6" "56.0" "27.0" "204.2" "78.2" NA
"1974" "8.9" "6.8" "21.8" "13.5" "33.3" "66.0" "103.9" "41.4" "28.5" "19.3" "13.7" "8.0" "365.2" "27.2" "68.6" "211.4" "61.5" NA
"1975" "37.1" "8.4" "5.7" "24.1" "40.7" "53.7" "96.8" "84.5" "38.6" "31.9" "18.2" "23.0" "462.7" "53.5" "70.6" "234.9" "88.7" NA
"1976" "11.9" "18.7" "5.7" "12.2" "45.4" "88.1" "81.1" "41.7" "16.4" "21.3" "2.0" "5.7" "350.2" "53.5" "63.4" "210.9" "39.8" NA
"1977" "13.4" "1.7" "31.1" "3.2" "40.4" "86.8" "58.9" "18.9" "21.5" "9.1" "6.0" "5.8" "297.0" "20.8" "74.7" "164.7" "36.6" NA
"1978" "5.6" "4.3" "7.6" "7.3" "43.4" "53.9" "36.9" "99.9" "10.0" "20.0" "18.1" "13.1" "320.1" "15.7" "58.3" "190.6" "48.2" NA
"1979" "9.1" "3.6" "16.8" "8.6" "35.2" "46.7" "58.8" "40.6" "28.0" "NA" "NA" "21.7" "NA" "25.8" "60.5" "146.0" "NA" NA
"1980" "15.7" "10.0" "7.9" "1.5" "9.8" "15.4" "57.7" "52.8" "25.5" "18.2" "20.6" "6.8" "241.9" "47.5" "19.2" "125.9" "64.2" NA
"1981" "7.1" "11.2" "5.9" "19.7" "12.1" "82.1" "37.2" "30.6" "32.1" "36.1" "7.6" "7.6" "289.2" "25.0" "37.7" "149.9" "75.8" NA
"1982" "6.9" "21.7" "16.9" "14.8" "35.9" "54.3" "35.1" "54.6" "34.7" "26.7" "9.4" "4.8" "315.8" "36.2" "67.6" "144.0" "70.8" NA
"1983" "13.2" "13.8" "1.7" "9.5" "18.8" "45.8" "126.1" "76.9" "27.7" "16.6" "6.5" "11.7" "368.2" "31.8" "30.0" "248.7" "50.8" NA
"1984" "8.8" "7.9" "3.7" "1.7" "37.7" "79.4" "47.8" "61.1" "23.9" "17.0" "6.4" "22.5" "317.8" "28.4" "43.0" "188.3" "47.3" NA
"1985" "17.2" "29.5" "9.8" "4.4" "10.2" "37.4" "98.6" "60.3" "44.3" "24.0" "11.7" "18.3" "365.5" "69.1" "24.4" "196.3" "79.9" NA
"1986" "25.7" "19.1" "19.8" "9.7" "33.9" "34.2" "106.0" "29.8" "38.4" "5.6" "21.6" "11.8" "355.5" "63.1" "63.4" "170.0" "65.6" NA
"1987" "8.4" "15.9" "7.7" "24.9" "58.0" "24.7" "36.1" "NA" "NA" "NA" "11.5" "11.0" "NA" "36.0" "90.6" "NA" "NA" NA
"1988" "15.5" "5.7" "4.4" "13.4" "71.9" "42.0" "137.7" "61.5" "24.9" "7.8" "18.5" "6.4" "409.6" "32.2" "89.7" "241.2" "51.1" NA
"1989" "18.4" "7.6" "28.6" "0.4" "11.9" "55.6" "10.8" "31.6" "14.2" "37.5" "22.6" "24.1" "263.3" "32.4" "40.9" "98.0" "74.3" NA
"1990" "16.6" "14.8" "12.1" "21.6" "32.4" "81.6" "30.1" "36.6" "33.0" "36.9" "36.9" "37.9" "390.4" "55.6" "66.1" "148.3" "106.8" NA
"1991" "9.2" "17.6" "18.9" "0.2" "9.7" "75.6" "89.6" "42.1" "30.5" "36.4" "47.5" "32.1" "409.5" "64.6" "28.8" "207.4" "114.5" NA
"1992" "16.5" "6.9" "4.3" "27.3" "37.2" "23.7" "117.1" "39.1" "57.1" "11.4" "9.2" "20.2" "369.9" "55.5" "68.8" "179.9" "77.7" NA
"1993" "28.6" "14.4" "2.5" "3.1" "16.3" "30.3" "70.0" "22.3" "25.6" "11.3" "32.3" "8.1" "264.9" "63.2" "21.9" "122.6" "69.2" NA
"1994" "26.1" "9.0" "13.9" "12.9" "10.8" "45.1" "30.7" "31.5" "40.8" "22.7" "23.1" "6.4" "273.2" "43.2" "37.6" "107.4" "86.6" NA
"1995" "4.1" "14.6" "13.2" "0.3" "23.2" "11.3" "104.1" "79.0" "6.5" "12.9" "30.9" "8.9" "309.0" "25.1" "36.7" "194.4" "50.2" NA
"1996" "10.8" "14.8" "8.9" "13.6" "31.0" "10.6" "106.2" "36.6" "12.8" "24.4" "7.9" "13.0" "290.6" "34.5" "53.6" "153.4" "45.0" NA
"1997" "12.3" "7.9" "19.3" "2.2" "44.7" "40.8" "112.8" "16.8" "23.1" "30.6" "19.8" "36.5" "366.9" "33.2" "66.2" "170.4" "73.5" NA
"1998" "16.6" "2.5" "12.0" "5.5" "4.3" "37.0" "16.6" "17.7" "11.7" "16.1" "13.8" "42.6" "196.2" "55.7" "21.7" "71.2" "41.5" NA
"1999" "12.7" "5.7" "3.1" "8.6" "38.3" "86.1" "64.3" "34.5" "16.6" "72.5" "25.9" "13.1" "381.3" "61.0" "50.0" "184.8" "114.9" NA
"2000" "23.1" "1.0" "6.1" "14.6" "34.8" "69.0" "65.9" "121.4" "40.5" "20.4" "22.8" "5.8" "425.5" "37.2" "55.5" "256.3" "83.8" NA
"2001" "8.8" "29.1" "4.4" "11.2" "16.0" "50.6" "71.5" "38.0" "NA" "37.9" "12.5" "6.2" "NA" "43.8" "31.6" "160.1" "NA" NA
"2002" "NA" "NA" "NA" "NA" "30.4" "NA" "86.8" "24.4" "NA" "8.2" "5.8" "11.7" "NA" "NA" "NA" "NA" "NA" NA
"2003" "10.2" "9.3" "23.8" "1.9" "4.8" "102.5" "87.0" "58.8" "24.9" "7.6" "17.4" "34.3" "382.4" "31.1" "30.4" "248.4" "49.9" NA
"2004" "17.5" "5.2" "29.1" "7.4" "28.5" "37.1" "66.2" "23.2" "8.4" "22.2" "20.7" "22.8" "288.5" "57.0" "65.0" "126.6" "51.3" NA
"2005" "28.8" "9.3" "5.8" "4.6" "26.0" "79.3" "74.7" "59.7" "36.6" "NA" "23.4" "2.3" "NA" "60.9" "36.4" "213.7" "NA" NA
"2006" "4.4" "10.5" "13.8" "6.2" "42.9" "71.8" "36.4" "32.8" "46.0" "24.7" "28.0" "35.2" "352.6" "17.1" "62.9" "140.9" "98.8" NA
"2007" "11.0" "19.5" "10.8" "13.4" "28.0" "69.8" "58.1" "41.4" "47.4" "20.6" "4.8" "19.3" "344.2" "65.8" "52.2" "169.3" "72.8" NA
"2008" "15.9" "9.8" "10.0" "13.4" "16.9" "81.0" "58.6" "104.9" "15.9" "20.1" "14.6" "16.1" "377.4" "45.1" "40.3" "244.5" "50.6" NA
"2009" "20.7" "43.0" "32.9" "2.6" "37.3" "69.1" "38.5" "73.8" "9.4" "NA" "29.3" "3.4" "NA" "79.8" "72.8" "181.3" "NA" NA
"2010" "NA" "8.9" "13.6" "6.4" "7.6" "56.2" "57.1" "88.1" "45.8" "14.2" "54.4" "28.3" "NA" "NA" "27.6" "201.3" "114.4" NA
"2011" "20.8" "17.0" "5.3" "22.2" "18.8" "78.0" "101.7" "51.4" "5.7" "22.0" "36.6" "NA" "NA" "66.1" "46.3" "231.1" "64.4" NA
"2012" "18.4" "NA" "13.3" "12.6" "34.5" "97.2" "84.4" "101.0" "34.7" "26.8" "22.5" "15.4" "NA" "NA" "60.4" "282.6" "84.0" NA
"2013" "13.5" "NA" "4.2" "25.2" "35.8" "58.6" "129.5" "39.4" "51.9" "16.1" "26.8" "15.8" "NA" "NA" "65.2" "227.5" "94.8" NA
"2014" "2.9" "13.4" "1.4" "10.6" "NA" "NA" "118.1" "14.9" "NA" "14.9" "NA" "9.4" "NA" "32.2" "NA" "NA" "NA" NA
"2015" "14.1" "3.0" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "26.4" "NA" "NA" "NA" NA
"2016" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2017" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
