"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1914" "96.2" "60.4" "61.2" "44.4" "24.1" "61.6" "59.1" "105.3" "61.5" "119.3" "108.3" "93.8" "895.1" "NA" "129.7" "226.0" "289.1" NA
"1915" "88.5" "89.4" "12.3" "57.6" "58.8" "86.0" "58.6" "119.5" "119.2" "45.4" "50.5" "97.1" "882.9" "271.7" "128.7" "264.1" "215.1" NA
"1916" "147.4" "121.4" "40.8" "NA" "NA" "114.3" "56.0" "70.8" "158.7" "175.4" "116.3" "93.8" "NA" "365.9" "NA" "241.1" "450.5" NA
"1917" "69.9" "48.5" "19.0" "58.6" "63.9" "160.6" "101.2" "49.2" "19.6" "129.9" "15.4" "66.4" "802.3" "212.3" "141.5" "311.0" "164.9" NA
"1918" "115.0" "38.9" "21.3" "55.8" "71.9" "100.8" "73.5" "78.8" "184.8" "99.0" "100.6" "95.6" "1036.1" "220.3" "149.1" "253.1" "384.3" NA
"1919" "93.8" "92.2" "63.4" "70.1" "84.5" "100.9" "107.1" "121.8" "111.1" "96.0" "95.7" "29.1" "1065.7" "281.6" "218.0" "329.8" "302.8" NA
"1920" "71.1" "46.2" "148.2" "123.1" "21.2" "34.8" "139.3" "82.6" "127.8" "112.0" "44.8" "51.6" "1002.5" "146.4" "292.5" "256.7" "284.6" NA
"1921" "62.2" "39.0" "NA" "64.6" "57.0" "NA" "115.0" "71.0" "101.6" "144.2" "116.2" "NA" "NA" "152.9" "NA" "NA" "361.9" NA
"1922" "NA" "75.8" "69.6" "100.0" "50.4" "131.0" "66.0" "40.2" "29.6" "115.3" "40.5" "45.3" "NA" "NA" "219.9" "237.1" "185.3" NA
"1923" "NA" "63.9" "83.1" "81.9" "54.5" "116.6" "64.2" "158.6" "55.3" "110.6" "73.6" "74.0" "NA" "NA" "219.5" "339.3" "239.5" NA
"1924" "122.3" "126.0" "42.4" "NA" "130.5" "NA" "139.2" "106.5" "204.4" "44.8" "126.6" "183.2" "NA" "322.3" "NA" "NA" "375.8" NA
"1925" "56.8" "135.6" "151.9" "48.8" "109.7" "116.3" "42.9" "69.2" "113.4" "84.2" "95.9" "122.4" "1147.1" "375.6" "310.4" "228.5" "293.4" NA
"1926" "95.4" "84.2" "78.2" "109.4" "40.1" "98.9" "106.4" "162.2" "139.4" "108.8" "153.3" "84.8" "1261.0" "302.1" "227.7" "367.5" "401.4" NA
"1927" "82.0" "160.3" "50.9" "39.4" "129.5" "127.9" "174.5" "103.3" "120.8" "85.7" "232.7" "146.7" "1453.6" "327.0" "219.8" "405.6" "439.3" NA
"1928" "166.1" "81.8" "131.2" "67.8" "93.5" "102.0" "97.2" "128.4" "137.6" "139.4" "119.5" "80.4" "1344.7" "394.6" "292.4" "327.5" "396.4" NA
"1929" "159.5" "64.6" "99.8" "108.2" "117.5" "87.4" "145.5" "114.4" "121.8" "102.5" "100.6" "162.5" "1384.3" "304.5" "325.4" "347.4" "324.9" NA
"1930" "152.8" "71.7" "84.3" "56.7" "104.1" "132.9" "134.4" "69.3" "95.6" "35.9" "59.0" "86.3" "1083.0" "387.0" "245.2" "336.5" "190.5" NA
"1931" "88.3" "45.6" "44.7" "73.0" "94.2" "90.4" "93.0" "19.3" "112.5" "53.9" "72.2" "67.0" "854.0" "220.1" "211.8" "202.7" "238.7" NA
"1932" "150.9" "113.1" "141.2" "53.5" "44.0" "50.9" "73.7" "102.1" "90.7" "140.2" "126.0" "66.8" "1153.1" "331.0" "238.7" "226.7" "356.9" NA
"1933" "42.5" "63.9" "55.2" "70.4" "105.4" "38.1" "177.8" "88.7" "47.7" "68.3" "143.3" "127.3" "1028.5" "173.2" "231.0" "304.5" "259.3" NA
"1934" "81.2" "59.6" "63.2" "105.9" "63.7" "132.7" "56.8" "141.2" "81.6" "59.2" "104.4" "58.9" "1008.4" "268.1" "232.9" "330.6" "245.1" NA
"1935" "111.3" "99.7" "70.8" "60.4" "68.2" "178.5" "77.9" "113.1" "122.9" "42.6" "96.6" "47.4" "1089.3" "269.9" "199.4" "369.4" "262.1" NA
