"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1913" "57.9" "45.2" "40.3" "24.8" "58.4" "108.3" "100.3" "105.6" "26.6" "44.1" "15.6" "6.2" "633.3" "NA" "123.5" "314.2" "86.3" NA
"1914" "22.8" "18.8" "34.1" "60.2" "39.9" "69.8" "27.9" "109.5" "24.2" "129.0" "44.4" "11.3" "591.8" "47.8" "134.1" "207.2" "197.7" NA
"1915" "22.6" "30.2" "12.7" "51.7" "80.3" "288.8" "137.6" "12.3" "97.4" "48.7" "10.1" "35.2" "827.6" "64.0" "144.7" "438.7" "156.3" NA
"1916" "40.3" "47.6" "49.1" "28.8" "128.4" "147.7" "43.3" "81.4" "53.5" "47.7" "38.4" "35.1" "741.3" "123.1" "206.3" "272.3" "139.7" NA
"1917" "32.7" "30.2" "22.7" "NA" "91.5" "84.8" "34.0" "64.0" "32.3" "49.9" "0.0" "78.0" "NA" "98.0" "NA" "182.9" "82.2" NA
"1918" "35.2" "15.1" "27.6" "45.1" "108.1" "10.7" "59.6" "69.7" "92.0" "42.0" "17.6" "23.9" "546.6" "128.4" "180.8" "140.0" "151.6" NA
"1919" "30.0" "28.9" "25.1" "31.8" "59.5" "10.7" "2.8" "12.4" "29.1" "47.7" "29.0" "25.1" "332.3" "82.7" "116.5" "25.9" "105.9" NA
"1920" "75.4" "46.5" "27.6" "99.2" "99.4" "26.2" "64.8" "32.1" "21.3" "48.9" "15.1" "5.8" "562.4" "147.1" "226.2" "123.1" "85.4" NA
"1921" "3.9" "41.0" "80.5" "31.9" "50.0" "42.6" "64.1" "10.3" "39.5" "1.3" "35.2" "77.7" "478.0" "50.7" "162.4" "117.0" "76.0" NA
"1922" "20.0" "9.9" "46.5" "146.4" "65.3" "23.0" "106.0" "6.3" "10.9" "24.4" "17.5" "49.5" "525.9" "107.5" "258.3" "135.3" "52.9" NA
"1923" "25.2" "52.8" "62.8" "61.8" "96.6" "192.1" "46.9" "83.2" "17.9" "53.1" "52.0" "47.6" "792.0" "127.5" "221.2" "322.1" "122.9" NA
"1924" "17.5" "21.9" "100.6" "71.2" "20.8" "181.1" "29.0" "135.1" "27.8" "12.0" "71.8" "93.5" "782.5" "87.1" "192.6" "345.3" "111.6" NA
"1925" "10.0" "15.6" "120.5" "38.4" "14.3" "65.7" "56.0" "65.6" "152.2" "87.6" "17.6" "5.0" "648.4" "119.2" "173.1" "187.2" "257.4" NA
"1926" "12.6" "31.1" "28.8" "24.2" "10.2" "145.3" "64.1" "68.7" "228.4" "13.4" "NA" "44.1" "NA" "48.7" "63.2" "278.1" "NA" NA
"1927" "28.2" "78.6" "20.5" "85.4" "368.6" "45.9" "121.0" "91.0" "143.3" "54.3" "75.5" "52.8" "1165.2" "150.9" "474.5" "258.0" "273.2" NA
"1928" "35.1" "22.7" "62.1" "29.0" "22.2" "203.9" "100.8" "88.1" "14.6" "35.0" "12.7" "27.5" "653.7" "110.6" "113.3" "392.8" "62.3" NA
"1929" "30.2" "45.2" "22.4" "77.3" "78.2" "66.7" "36.4" "13.6" "79.7" "90.0" "48.0" "120.7" "708.4" "102.9" "177.9" "116.8" "217.7" NA
"1930" "34.1" "19.7" "86.4" "46.8" "94.4" "55.6" "66.5" "18.4" "82.1" "40.3" "21.5" "0.8" "566.5" "174.4" "227.6" "140.5" "143.9" NA
"1931" "3.8" "3.8" "42.9" "34.9" "103.5" "21.6" "98.2" "20.3" "112.3" "7.6" "91.2" "30.2" "570.3" "8.3" "181.3" "140.1" "211.1" NA
"1932" "34.0" "32.8" "63.5" "77.0" "75.8" "77.1" "38.2" "36.7" "2.6" "72.5" "78.2" "30.2" "618.6" "96.9" "216.3" "152.0" "153.3" NA
"1933" "22.6" "37.6" "59.3" "122.8" "47.0" "37.5" "3.1" "39.2" "25.4" "49.1" "39.8" "83.2" "566.7" "90.4" "229.1" "79.9" "114.3" NA
"1934" "7.3" "15.0" "50.1" "11.9" "50.2" "187.5" "21.3" "15.2" "64.0" "108.0" "29.4" "32.8" "592.8" "105.6" "112.2" "224.1" "201.4" NA
"1935" "52.9" "20.2" "60.4" "70.9" "27.1" "28.8" "25.9" "12.5" "39.4" "103.9" "5.0" "10.1" "457.1" "105.8" "158.4" "67.1" "148.4" NA
"1936" "40.2" "52.9" "65.4" "25.2" "50.5" "50.1" "2.8" "77.9" "49.3" "50.5" "27.7" "64.2" "556.6" "103.1" "141.2" "130.8" "127.5" NA
"1937" "35.2" "20.0" "30.1" "22.1" "32.7" "156.1" "32.7" "31.9" "43.0" "27.7" "42.8" "35.6" "509.7" "119.4" "84.9" "220.6" "113.5" NA
"1938" "22.6" "30.2" "58.0" "30.5" "214.3" "52.8" "56.2" "26.0" "19.2" "27.9" "50.3" "22.7" "610.7" "88.3" "302.8" "135.0" "97.5" NA
"1939" "15.0" "42.6" "30.2" "33.6" "44.2" "129.9" "0.0" "36.4" "98.1" "48.2" "9.3" "7.5" "495.3" "80.4" "108.0" "166.4" "155.7" NA
"1940" "10.0" "43.3" "12.6" "156.2" "NA" "47.6" "100.1" "0.0" "127.5" "50.0" "25.1" "22.7" "NA" "60.8" "NA" "147.7" "202.6" NA
"1941" "12.6" "15.0" "47.7" "39.6" "73.3" "56.7" "40.2" "45.7" "14.2" "11.1" "14.9" "69.7" "440.7" "50.3" "160.6" "142.6" "40.1" NA
"1942" "7.2" "46.5" "27.6" "33.9" "178.5" "148.8" "69.1" "45.3" "23.0" "17.8" "12.6" "7.6" "617.9" "123.5" "240.0" "263.2" "53.3" NA
"1943" "105.6" "30.2" "38.3" "81.0" "41.0" "44.2" "22.7" "2.6" "33.0" "11.5" "20.1" "5.0" "435.4" "143.5" "160.4" "69.5" "64.6" NA
"1944" "5.0" "27.2" "30.1" "22.7" "17.5" "99.1" "45.8" "49.9" "33.0" "0.0" "12.6" "22.7" "365.5" "37.3" "70.2" "194.8" "45.5" NA
"1945" "10.0" "37.7" "40.3" "47.7" "74.5" "236.2" "8.1" "9.7" "71.1" "24.5" "2.5" "37.6" "599.9" "70.4" "162.5" "254.0" "98.0" NA
"1946" "25.2" "5.0" "27.6" "20.2" "95.6" "84.3" "53.5" "38.9" "71.4" "160.7" "123.1" "45.3" "750.8" "67.8" "143.4" "176.7" "355.2" NA
"1947" "57.9" "27.6" "32.6" "38.1" "26.7" "103.5" "4.2" "82.8" "104.2" "19.0" "47.8" "30.2" "574.7" "130.9" "97.4" "190.5" "171.1" NA
"1948" "47.7" "105.7" "64.2" "108.5" "173.2" "181.8" "29.9" "8.3" "0.0" "2.5" "18.9" "25.1" "765.9" "183.6" "345.9" "220.0" "21.4" NA
"1949" "98.2" "35.2" "23.2" "17.7" "NA" "12.4" "46.9" "13.4" "34.4" "75.5" "21.4" "90.4" "NA" "158.6" "NA" "72.8" "131.3" NA
"1950" "130.8" "NA" "67.8" "53.0" "27.8" "135.0" "53.8" "18.4" "20.9" "55.3" "68.0" "67.9" "NA" "NA" "148.6" "207.3" "144.3" NA
"1951" "40.7" "86.8" "54.0" "100.8" "116.7" "242.4" "90.8" "224.6" "116.1" "73.7" "17.6" "98.0" "1262.3" "195.4" "271.6" "557.7" "207.4" NA
"1952" "17.6" "61.7" "21.4" "39.0" "35.1" "115.4" "63.1" "18.1" "20.3" "11.3" "21.8" "2.0" "426.7" "177.3" "95.5" "196.6" "53.3" NA
"1953" "62.7" "62.8" "54.1" "155.1" "100.9" "NA" "19.3" "31.1" "38.7" "0.3" "4.1" "47.0" "NA" "127.4" "310.1" "NA" "43.1" NA
"1954" "101.7" "20.1" "59.0" "77.9" "31.7" "58.6" "5.7" "142.8" "79.2" "5.6" "10.1" "8.0" "600.3" "168.8" "168.6" "207.1" "94.8" NA
"1955" "10.6" "77.9" "38.9" "42.2" "95.7" "54.2" "53.3" "3.9" "36.2" "26.0" "30.1" "20.1" "488.9" "96.5" "176.8" "111.4" "92.2" NA
"1956" "20.3" "37.8" "25.4" "60.3" "63.0" "121.2" "50.2" "48.1" "26.5" "12.6" "7.5" "52.9" "525.8" "78.2" "148.7" "219.5" "46.6" NA
"1957" "60.5" "27.6" "16.2" "63.7" "111.3" "64.9" "6.8" "38.5" "70.3" "92.0" "27.6" "2.1" "581.4" "141.0" "191.3" "110.1" "189.9" NA
