"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1912" "58.8" "41.9" "NA" "95.9" "152.6" "97.5" "79.3" "168.9" "61.6" "NA" "124.8" "39.6" "NA" "NA" "NA" "345.8" "NA" NA
"1913" "105.9" "20.1" "84.1" "24.6" "44.0" "57.0" "75.0" "74.2" "107.3" "87.3" "35.4" "32.2" "747.1" "165.7" "152.7" "206.2" "229.9" NA
"1914" "47.7" "30.4" "60.1" "40.2" "21.8" "90.2" "84.5" "72.2" "85.7" "88.9" "105.8" "79.7" "807.3" "110.3" "122.2" "246.9" "280.4" NA
"1915" "62.4" "78.7" "5.2" "43.9" "79.7" "42.7" "45.2" "85.0" "114.4" "40.0" "67.6" "103.2" "768.0" "220.8" "128.8" "172.9" "222.0" NA
"1916" "107.0" "100.9" "40.0" "31.3" "121.6" "83.1" "49.2" "43.2" "157.1" "120.0" "36.8" "55.0" "945.2" "311.1" "192.9" "175.5" "313.9" NA
"1917" "69.9" "90.3" "58.6" "68.2" "31.3" "135.5" "143.3" "113.6" "24.0" "145.8" "43.3" "90.9" "1014.9" "215.3" "158.1" "392.5" "213.1" NA
"1918" "69.8" "132.7" "43.7" "31.3" "96.0" "130.8" "150.9" "71.0" "146.4" "49.8" "93.1" "101.4" "1117.1" "293.5" "171.0" "352.8" "289.3" NA
"1919" "108.4" "27.1" "134.1" "110.2" "63.7" "49.7" "125.0" "65.0" "91.8" "77.9" "71.1" "37.2" "961.3" "236.9" "308.0" "239.7" "240.9" NA
"1920" "63.3" "49.3" "109.6" "93.5" "63.8" "71.8" "110.2" "59.2" "86.6" "78.3" "55.3" "82.1" "922.9" "149.8" "266.9" "241.2" "220.1" NA
"1921" "NA" "NA" "NA" "NA" "NA" "NA" "122.8" "77.4" "64.5" "136.9" "59.8" "84.3" "NA" "NA" "NA" "NA" "261.3" NA
