"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1945" "22.0" "12.4" "13.1" "3.9" "10.8" "35.4" "82.2" "118.7" "41.8" "5.6" "23.5" "4.4" "373.8" "NA" "27.8" "236.3" "71.0" NA
"1946" "7.3" "3.1" "14.2" "4.9" "16.3" "17.3" "37.8" "15.3" "55.3" "42.4" "22.7" "12.0" "248.6" "14.7" "35.5" "70.3" "120.4" NA
"1947" "11.7" "3.1" "12.4" "3.2" "0.9" "50.0" "23.8" "58.6" "40.0" "23.9" "13.0" "20.3" "260.9" "26.8" "16.5" "132.4" "76.9" NA
"1948" "41.5" "19.0" "4.4" "12.4" "26.6" "46.1" "48.5" "42.5" "24.9" "54.7" "53.3" "9.1" "382.9" "80.7" "43.4" "137.1" "132.9" NA
"1949" "14.9" "8.4" "9.7" "11.1" "3.8" "30.4" "10.7" "155.4" "29.9" "28.7" "18.8" "9.6" "331.4" "32.4" "24.6" "196.5" "77.4" NA
"1950" "45.4" "10.0" "1.2" "2.0" "7.4" "23.0" "9.1" "10.4" "8.2" "NA" "17.3" "20.3" "NA" "65.0" "10.7" "42.5" "NA" NA
"1951" "6.9" "7.7" "0.7" "33.0" "21.8" "36.3" "30.9" "62.4" "53.5" "43.8" "42.3" "28.3" "367.7" "35.0" "55.5" "129.6" "139.6" NA
"1952" "5.7" "12.5" "26.2" "21.9" "51.0" "12.9" "76.3" "40.1" "43.9" "15.4" "17.2" "18.3" "341.5" "46.5" "99.0" "129.4" "76.6" NA
"1953" "3.6" "9.8" "21.3" "7.6" "15.8" "52.6" "7.8" "16.3" "6.2" "52.4" "22.5" "23.3" "239.4" "31.7" "44.8" "76.7" "81.2" NA
"1954" "15.6" "9.5" "6.4" "2.0" "3.7" "NA" "2.5" "NA" "NA" "19.0" "12.8" "19.6" "NA" "48.5" "12.1" "NA" "NA" NA
"1955" "NA" "17.4" "15.6" "1.4" "NA" "NA" "63.3" "NA" "NA" "4.2" "16.8" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1956" "0.0" "NA" "NA" "0.2" "12.5" "23.0" "102.2" "60.5" "18.3" "31.1" "57.1" "22.3" "NA" "NA" "NA" "185.6" "106.5" NA
"1957" "31.2" "18.9" "4.7" "26.6" "27.8" "24.5" "11.1" "42.1" "51.3" "41.4" "40.6" "16.3" "336.5" "72.5" "59.1" "77.7" "133.3" NA
"1958" "16.9" "10.7" "33.5" "16.8" "8.6" "33.2" "39.9" "28.1" "15.7" "44.6" "27.1" "16.6" "291.5" "43.8" "58.8" "101.1" "87.4" NA
"1959" "23.0" "21.9" "9.7" "6.2" "9.3" "2.1" "86.0" "43.7" "73.9" "21.1" "3.1" "12.6" "312.6" "61.5" "25.2" "131.8" "98.1" NA
"1960" "8.8" "3.1" "0.7" "8.3" "NA" "NA" "NA" "NA" "NA" "NA" "43.1" "17.1" "NA" "24.5" "NA" "NA" "NA" NA
"1961" "NA" "8.1" "15.1" "29.4" "15.1" "51.6" "41.4" "60.9" "48.7" "23.8" "19.6" "39.6" "NA" "NA" "59.6" "153.9" "92.1" NA
"1962" "33.7" "34.6" "18.1" "10.9" "5.2" "57.1" "48.7" "33.0" "35.9" "12.5" "22.1" "58.5" "370.4" "107.9" "34.2" "138.9" "70.5" NA
"1963" "16.3" "4.2" "22.9" "9.0" "5.3" "59.2" "27.1" "52.9" "13.2" "47.0" "14.7" "23.1" "294.8" "79.0" "37.1" "139.1" "74.9" NA
"1964" "7.9" "42.1" "7.7" "19.0" "NA" "21.7" "33.5" "55.9" "16.5" "15.8" "25.7" "35.1" "NA" "73.1" "NA" "111.0" "57.9" NA
"1965" "17.4" "4.3" "4.4" "27.1" "26.1" "80.1" "41.3" "71.9" "13.5" "46.9" "7.0" "26.2" "366.2" "56.9" "57.7" "193.2" "67.4" NA
"1966" "1.5" "15.1" "7.2" "4.7" "39.1" "57.9" "38.5" "3.4" "38.7" "33.5" "12.0" "11.2" "262.9" "42.8" "51.0" "99.9" "84.2" NA
"1967" "16.9" "4.5" "33.7" "18.9" "26.6" "34.8" "52.4" "66.2" "45.4" "62.4" "28.1" "29.8" "419.6" "32.6" "79.3" "153.4" "135.8" NA
"1968" "54.3" "9.0" "10.7" "17.6" "16.1" "15.0" "19.6" "6.4" "11.0" "6.6" "23.6" "20.0" "209.8" "93.0" "44.4" "41.0" "41.2" NA
"1969" "14.8" "6.3" "10.8" "12.8" "9.0" "2.6" "137.0" "133.9" "21.6" "9.7" "28.2" "12.0" "398.6" "41.1" "32.6" "273.4" "59.4" NA
"1970" "9.0" "29.8" "11.3" "0.5" "9.4" "61.5" "47.6" "39.9" "52.8" "37.9" "NA" "24.3" "NA" "50.7" "21.2" "148.9" "NA" NA
"1971" "4.2" "NA" "NA" "31.6" "10.6" "8.4" "75.3" "100.1" "17.1" "25.6" "11.8" "27.7" "NA" "NA" "NA" "183.8" "54.6" NA
"1972" "19.2" "9.5" "NA" "27.5" "30.7" "2.5" "NA" "NA" "18.6" "25.0" "13.3" "5.6" "NA" "56.4" "NA" "NA" "56.9" NA
"1973" "11.7" "4.5" "16.2" "10.5" "16.1" "12.4" "19.6" "4.0" "18.9" "50.0" "18.7" "1.6" "184.2" "21.8" "42.9" "36.0" "87.6" NA
"1974" "4.2" "34.7" "6.0" "33.7" "5.6" "69.2" "54.5" "99.3" "24.5" "81.1" "35.4" "32.4" "480.9" "40.6" "45.4" "223.1" "141.1" NA
"1975" "25.2" "15.7" "15.1" "23.1" "7.6" "27.0" "21.3" "16.6" "34.1" "31.0" "14.2" "10.3" "241.1" "73.3" "45.8" "64.9" "79.3" NA
"1976" "31.3" "9.5" "11.6" "4.6" "53.6" "13.2" "8.1" "42.6" "23.8" "43.0" "28.1" "22.5" "292.0" "51.1" "69.9" "63.9" "94.9" NA
"1977" "41.1" "19.8" "3.1" "23.1" "21.8" "58.9" "44.4" "17.4" "32.3" "23.1" "17.9" "6.6" "309.7" "83.4" "48.1" "120.7" "73.3" NA
"1978" "9.8" "7.6" "3.2" "2.3" "26.2" "58.4" "NA" "NA" "NA" "NA" "NA" "26.2" "NA" "24.0" "31.7" "NA" "NA" NA
"1979" "14.0" "0.2" "27.1" "10.6" "13.3" "12.3" "45.7" "35.9" "NA" "NA" "NA" "NA" "NA" "40.3" "51.0" "93.9" "NA" NA
"1980" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1981" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "43.4" "41.0" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1982" "7.1" "10.6" "11.4" "10.9" "NA" "43.9" "22.7" "15.8" "7.2" "NA" "14.5" "28.8" "NA" "NA" "NA" "82.3" "NA" NA
"1983" "22.6" "15.6" "17.0" "27.2" "4.0" "44.1" "55.1" "48.1" "36.5" "NA" "12.3" "14.9" "NA" "66.9" "48.2" "147.3" "NA" NA
"1984" "36.9" "26.8" "11.3" "9.2" "NA" "12.6" "46.9" "NA" "3.8" "19.8" "21.6" "NA" "NA" "78.7" "NA" "NA" "45.3" NA
"1985" "17.1" "9.9" "9.2" "39.3" "NA" "23.0" "82.4" "NA" "24.5" "16.4" "21.4" "9.9" "NA" "NA" "NA" "NA" "62.3" NA
"1986" "16.1" "15.4" "15.4" "NA" "3.7" "NA" "NA" "52.1" "11.5" "33.2" "22.6" "NA" "NA" "41.3" "NA" "NA" "67.3" NA
"1987" "NA" "32.5" "9.0" "NA" "11.5" "2.4" "NA" "25.1" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1988" "NA" "22.0" "15.8" "4.7" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1989" "NA" "NA" "NA" "1.1" "14.5" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1990" "NA" "NA" "NA" "0.0" "NA" "NA" "NA" "81.5" "65.6" "50.4" "25.3" "NA" "NA" "NA" "NA" "NA" "141.3" NA
"1991" "64.9" "31.9" "34.1" "NA" "18.2" "NA" "NA" "NA" "NA" "NA" "NA" "5.5" "NA" "NA" "NA" "NA" "NA" NA
"1992" "35.3" "54.0" "19.9" "NA" "3.9" "17.5" "NA" "18.8" "42.4" "31.8" "29.4" "NA" "NA" "94.8" "NA" "NA" "103.7" NA
"1993" "39.3" "46.5" "16.6" "10.1" "35.6" "17.6" "17.6" "43.1" "27.4" "21.9" "33.2" "37.8" "346.5" "NA" "62.2" "78.2" "82.5" NA
"1994" "3.6" "21.4" "42.7" "9.4" "30.5" "58.2" "21.7" "31.5" "42.0" "15.5" "47.6" "17.8" "341.8" "62.7" "82.5" "111.4" "105.1" NA
"1995" "20.2" "43.3" "43.1" "0.0" "15.8" "56.3" "16.4" "29.7" "47.2" "45.4" "44.8" "25.4" "387.5" "81.3" "58.8" "102.5" "137.4" NA
"1996" "42.8" "21.9" "13.7" "8.5" "13.2" "33.0" "82.3" "55.5" "37.5" "75.5" "32.5" "42.9" "459.4" "90.1" "35.4" "170.8" "145.6" NA
"1997" "16.5" "33.6" "27.1" "9.9" "8.3" "29.9" "27.8" "30.1" "47.6" "42.2" "7.8" "28.8" "309.6" "93.0" "45.2" "87.8" "97.6" NA
"1998" "14.1" "37.7" "14.2" "5.2" "18.3" "37.2" "14.0" "47.4" "39.2" "27.4" "23.5" "42.5" "320.8" "80.6" "37.8" "98.6" "90.2" NA
"1999" "15.4" "10.2" "12.0" "18.9" "17.2" "0.1" "28.7" "60.6" "17.4" "26.6" "32.5" "68.6" "308.3" "68.1" "48.1" "89.4" "76.5" NA
"2000" "17.9" "22.8" "10.1" "2.6" "2.9" "13.4" "86.3" "83.9" "40.5" "40.4" "12.4" "15.8" "349.1" "109.3" "15.7" "183.6" "93.4" NA
"2001" "20.2" "13.2" "32.6" "8.1" "4.0" "16.9" "87.9" "24.0" "28.2" "31.2" "27.8" "4.3" "298.5" "49.2" "44.8" "128.8" "87.1" NA
"2002" "10.9" "18.9" "12.7" "21.9" "2.7" "70.9" "44.8" "75.6" "84.2" "19.6" "9.4" "25.1" "396.6" "34.2" "37.2" "191.2" "113.2" NA
"2003" "3.1" "24.1" "12.9" "9.8" "45.4" "14.7" "37.2" "40.8" "32.1" "23.7" "28.8" "17.9" "290.5" "52.3" "68.1" "92.7" "84.6" NA
"2004" "20.6" "8.7" "29.9" "6.4" "7.1" "21.1" "49.1" "13.1" "52.1" "42.0" "12.9" "28.3" "291.4" "47.2" "43.4" "83.3" "107.1" NA
"2005" "33.8" "20.5" "13.6" "10.2" "5.2" "54.0" "10.6" "56.5" "25.8" "42.4" "53.4" "18.4" "344.3" "82.6" "28.9" "121.1" "121.6" NA
"2006" "9.2" "2.0" "12.0" "NA" "21.2" "42.5" "28.2" "15.3" "23.7" "11.1" "38.6" "NA" "NA" "29.6" "NA" "86.0" "73.4" NA
"2007" "19.6" "6.3" "3.6" "0.0" "4.9" "0.1" "0.0" "38.1" "24.4" "NA" "NA" "NA" "NA" "NA" "8.5" "38.2" "NA" NA
"2008" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2009" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2010" "NA" "NA" "NA" "NA" "2.6" "13.7" "18.5" "20.7" "9.3" "10.0" "11.5" "26.9" "NA" "NA" "NA" "52.9" "30.8" NA
"2011" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2012" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2013" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2014" "NA" "NA" "13.9" "NA" "NA" "NA" "55.7" "36.6" "NA" "NA" "18.8" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2015" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2016" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2017" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
