"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1914" "50.9" "72.6" "88.2" "42.4" "67.2" "68.7" "31.4" "63.1" "65.7" "105.5" "82.5" "68.9" "807.1" "NA" "197.8" "163.2" "253.7" NA
"1915" "44.1" "70.7" "22.8" "53.8" "150.6" "72.8" "45.1" "42.8" "113.9" "91.9" "100.5" "117.6" "926.5" "183.7" "227.2" "160.6" "306.3" NA
"1916" "121.7" "76.4" "35.6" "14.9" "91.5" "59.2" "11.9" "32.0" "61.0" "73.9" "NA" "66.9" "NA" "315.7" "142.0" "103.1" "NA" NA
"1917" "NA" "NA" "NA" "NA" "74.7" "111.0" "58.0" "96.0" "NA" "109.6" "NA" "NA" "NA" "NA" "NA" "264.9" "NA" NA
"1918" "NA" "NA" "NA" "NA" "NA" "98.1" "67.7" "17.4" "78.4" "NA" "53.5" "NA" "NA" "NA" "NA" "183.2" "NA" NA
"1919" "NA" "20.8" "NA" "NA" "NA" "NA" "103.3" "34.1" "36.5" "59.1" "32.3" "NA" "NA" "NA" "NA" "NA" "128.0" NA
"1920" "49.0" "63.9" "29.7" "NA" "26.9" "53.5" "93.4" "25.5" "22.2" "12.7" "17.8" "121.8" "NA" "NA" "NA" "172.4" "52.7" NA
"1921" "49.1" "7.5" "NA" "50.5" "16.4" "16.2" "22.9" "25.9" "106.8" "33.5" "25.3" "39.0" "NA" "178.4" "NA" "65.0" "165.5" NA
"1922" "101.7" "46.1" "27.6" "20.8" "19.2" "272.1" "17.3" "26.0" "21.0" "14.1" "56.5" "17.8" "640.2" "186.7" "67.6" "315.4" "91.6" NA
"1923" "26.8" "23.8" "136.8" "75.5" "68.8" "27.9" "20.2" "83.1" "32.5" "103.7" "44.1" "59.4" "702.6" "68.3" "281.1" "131.2" "180.4" NA
"1924" "83.2" "62.4" "35.7" "38.7" "45.7" "52.0" "59.8" "83.3" "91.3" "13.4" "NA" "17.8" "NA" "205.0" "120.1" "195.0" "NA" NA
"1925" "22.2" "NA" "74.6" "62.5" "41.2" "19.8" "75.0" "11.0" "40.2" "NA" "54.9" "NA" "NA" "NA" "178.3" "105.8" "NA" NA
"1926" "30.0" "46.1" "89.2" "34.6" "56.1" "56.0" "51.9" "39.0" "36.3" "46.9" "26.8" "32.8" "545.5" "NA" "179.9" "146.8" "110.0" NA
"1927" "40.2" "71.2" "5.8" "41.0" "104.6" "51.5" "70.0" "41.6" "53.7" "117.0" "48.9" "96.6" "742.3" "144.2" "151.5" "163.2" "219.5" NA
"1928" "141.2" "38.6" "39.5" "17.9" "79.3" "93.7" "28.1" "36.8" "31.2" "13.9" "26.7" "35.6" "582.6" "276.5" "136.8" "158.6" "71.8" NA
"1929" "89.2" "52.8" "46.0" "81.9" "30.9" "79.9" "116.6" "68.9" "31.2" "70.2" "80.4" "78.7" "826.6" "177.5" "158.8" "265.4" "181.8" NA
"1930" "41.6" "35.7" "115.9" "71.5" "36.5" "137.5" "69.6" "107.3" "96.5" "22.8" "NA" "52.2" "NA" "156.1" "223.9" "314.4" "NA" NA
"1931" "72.8" "31.2" "54.2" "36.4" "48.1" "56.2" "61.3" "48.2" "163.5" "29.5" "30.7" "26.7" "658.8" "156.2" "138.7" "165.7" "223.6" NA
"1932" "32.9" "17.8" "35.7" "34.9" "23.6" "76.9" "64.9" "98.9" "98.9" "72.6" "26.8" "32.6" "616.6" "77.4" "94.2" "240.8" "198.3" NA
"1933" "53.5" "68.3" "74.3" "86.2" "69.3" "68.4" "54.0" "67.1" "81.1" "37.6" "76.6" "68.3" "804.8" "154.4" "229.8" "189.6" "195.3" NA
"1934" "71.4" "14.9" "26.8" "NA" "NA" "NA" "NA" "66.6" "64.1" "44.5" "59.0" "70.9" "NA" "154.6" "NA" "NA" "167.6" NA
"1935" "68.2" "41.5" "47.6" "41.4" "12.8" "105.4" "152.1" "51.8" "58.5" "69.8" "31.0" "29.7" "709.7" "180.6" "101.8" "309.2" "159.3" NA
"1936" "130.8" "59.3" "60.5" "76.1" "103.5" "76.2" "63.1" "27.0" "54.1" "82.3" "57.2" "33.9" "824.0" "219.8" "240.1" "166.3" "193.6" NA
"1937" "38.5" "59.4" "59.3" "10.1" "77.4" "85.6" "113.3" "102.0" "69.5" "114.4" "84.2" "52.2" "865.9" "131.8" "146.8" "300.9" "268.1" NA
"1938" "67.9" "50.5" "37.3" "110.8" "71.8" "49.9" "109.8" "110.7" "113.3" "22.9" "40.5" "113.9" "899.3" "170.6" "219.9" "270.4" "176.7" NA
"1939" "16.4" "145.5" "35.7" "59.0" "67.3" "100.3" "105.8" "85.5" "72.7" "39.5" "17.9" "72.0" "817.6" "275.8" "162.1" "291.6" "130.0" NA
"1940" "151.5" "43.1" "118.9" "68.9" "76.6" "129.0" "51.1" "29.5" "60.2" "36.5" "135.4" "76.0" "976.7" "266.6" "264.4" "209.6" "232.1" NA
"1941" "44.6" "11.9" "77.2" "68.6" "20.8" "64.5" "48.5" "102.0" "121.9" "100.6" "72.5" "72.0" "805.1" "132.5" "166.6" "215.0" "295.0" NA
"1942" "44.6" "139.7" "174.1" "70.1" "16.8" "83.1" "67.0" "25.9" "80.4" "68.6" "33.8" "110.0" "914.2" "256.3" "261.1" "176.1" "182.8" NA
"1943" "26.7" "106.9" "68.4" "70.0" "73.3" "89.7" "95.4" "140.9" "17.3" "121.7" "57.2" "25.1" "892.8" "243.6" "211.8" "326.1" "196.2" NA
"1944" "17.9" "43.2" "56.2" "33.0" "17.3" "63.8" "105.0" "72.9" "87.0" "56.2" "26.6" "81.8" "661.0" "86.2" "106.6" "241.7" "169.8" NA
