"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1924" "32.2" "13.9" "3.4" "9.0" "5.1" "47.7" "5.7" "71.5" "14.6" "44.1" "7.7" "81.3" "336.4" "NA" "17.5" "125.0" "66.5" NA
"1925" "NA" "24.7" "15.4" "11.5" "27.6" "32.9" "44.6" "36.7" "34.5" "13.1" "6.6" "25.7" "NA" "NA" "54.5" "114.1" "54.2" NA
"1926" "19.8" "45.5" "25.7" "6.6" "35.1" "39.5" "25.3" "56.2" "101.7" "22.4" "19.9" "26.0" "423.8" "91.0" "67.4" "121.1" "144.0" NA
"1927" "14.6" "31.2" "12.3" "20.0" "39.7" "52.0" "40.3" "46.0" "83.1" "37.9" "60.4" "55.4" "493.0" "71.8" "72.0" "138.3" "181.4" NA
"1928" "6.0" "11.2" "11.8" "7.1" "13.3" "68.5" "27.5" "35.3" "1.6" "54.9" "21.8" "32.7" "291.6" "72.6" "32.2" "131.3" "78.3" NA
"1929" "28.2" "34.2" "9.5" "6.8" "53.1" "51.8" "0.0" "3.6" "33.2" "6.0" "5.2" "98.9" "330.6" "95.1" "69.4" "55.4" "44.4" NA
"1930" "19.6" "24.5" "7.1" "28.8" "54.4" "105.1" "20.8" "21.4" "63.4" "41.8" "10.0" "4.7" "401.6" "143.0" "90.2" "147.3" "115.3" NA
"1931" "28.3" "4.4" "16.4" "1.0" "16.0" "14.8" "0.7" "NA" "9.1" "21.8" "37.4" "75.5" "NA" "37.4" "33.4" "NA" "68.3" NA
"1932" "39.3" "11.5" "12.5" "29.6" "22.0" "62.2" "16.5" "33.4" "3.0" "60.3" "70.2" "56.4" "416.9" "126.3" "64.0" "112.1" "133.6" NA
"1933" "51.5" "50.0" "59.1" "15.2" "14.9" "22.8" "15.2" "95.3" "61.0" "94.2" "22.1" "138.4" "639.7" "158.0" "89.2" "133.3" "177.3" NA
"1934" "51.7" "8.8" "47.2" "12.1" "12.3" "39.2" "3.9" "0.0" "11.5" "18.9" "27.3" "56.9" "289.6" "198.8" "71.5" "43.0" "57.7" NA
"1935" "132.1" "8.8" "5.5" "11.9" "14.2" "32.9" "60.2" "18.5" "1.6" "78.7" "11.1" "11.3" "386.6" "197.8" "31.5" "111.6" "91.4" NA
"1936" "27.8" "37.9" "38.2" "22.7" "7.2" "47.3" "8.6" "6.5" "13.4" "6.3" "0.0" "57.6" "273.5" "77.0" "68.1" "62.4" "19.7" NA
"1937" "37.0" "46.8" "38.0" "45.8" "49.4" "31.9" "26.3" "44.4" "34.1" "35.7" "63.0" "49.1" "501.5" "141.3" "133.2" "102.6" "132.8" NA
"1938" "44.7" "33.5" "16.3" "13.7" "49.5" "35.5" "29.9" "12.2" "22.0" "42.7" "28.8" "22.6" "351.4" "127.2" "79.5" "77.7" "93.5" NA
"1939" "13.4" "11.2" "15.6" "16.6" "24.4" "109.7" "0.5" "0.0" "84.1" "35.6" "37.4" "46.7" "395.1" "47.1" "56.6" "110.2" "157.0" NA
"1940" "6.0" "33.8" "22.0" "35.7" "28.6" "18.9" "30.9" "27.6" "73.8" "40.3" "35.8" "18.2" "371.5" "86.5" "86.3" "77.4" "149.9" NA
"1941" "12.3" "12.3" "4.5" "3.4" "44.9" "35.2" "11.7" "30.1" "66.8" "21.8" "28.2" "24.4" "295.6" "42.8" "52.8" "77.0" "116.7" NA
"1942" "9.6" "12.9" "2.9" "30.0" "110.1" "70.9" "46.2" "34.8" "30.5" "24.3" "33.1" "14.6" "419.8" "46.9" "143.0" "151.9" "87.9" NA
"1943" "37.6" "20.3" "42.7" "26.6" "41.2" "46.5" "42.2" "13.3" "1.3" "54.0" "4.0" "0.7" "330.4" "72.5" "110.5" "102.0" "59.2" NA
"1944" "2.2" "8.4" "4.0" "30.9" "24.6" "58.7" "9.2" "44.8" "12.3" "6.0" "10.4" "12.3" "223.9" "11.3" "59.6" "112.6" "28.7" NA
"1945" "10.7" "19.6" "17.6" "23.6" "32.8" "96.6" "14.3" "13.7" "50.5" "33.4" "31.5" "30.2" "374.5" "42.7" "74.0" "124.6" "115.4" NA
"1946" "16.3" "4.5" "25.1" "5.5" "65.0" "84.1" "15.2" "8.6" "40.9" "35.5" "47.2" "15.6" "363.6" "51.0" "95.7" "108.0" "123.6" NA
"1947" "13.4" "NA" "NA" "1.6" "16.4" "54.9" "9.2" "77.0" "20.0" "81.0" "35.7" "10.7" "NA" "NA" "NA" "141.1" "136.8" NA
"1948" "12.2" "50.3" "22.5" "42.9" "92.2" "57.7" "46.2" "17.1" "5.5" "8.9" "4.8" "11.8" "372.3" "73.3" "157.6" "121.0" "19.3" NA
"1949" "10.0" "13.9" "4.9" "17.3" "40.4" "38.0" "33.9" "27.3" "25.9" "37.5" "23.8" "85.0" "358.0" "35.7" "62.6" "99.2" "87.2" NA
"1950" "55.3" "6.8" "53.3" "14.8" "6.0" "23.2" "31.2" "21.6" "6.6" "71.5" "20.7" "43.5" "354.3" "147.0" "74.1" "76.0" "98.7" NA
"1951" "35.6" "30.3" "25.7" "18.4" "101.0" "34.4" "26.1" "68.6" "39.5" "67.4" "10.1" "57.8" "514.9" "109.4" "145.0" "129.1" "117.0" NA
"1952" "22.4" "7.1" "4.9" "24.6" "25.4" "71.7" "12.5" "35.6" "31.2" "3.1" "3.8" "12.8" "255.3" "87.4" "54.9" "119.9" "38.1" NA
"1953" "NA" "36.1" "12.0" "34.9" "15.6" "100.7" "10.9" "17.0" "14.4" "6.9" "28.6" "10.1" "NA" "NA" "62.5" "128.6" "49.8" NA
"1954" "90.2" "NA" "27.4" "26.2" "50.6" "57.0" "29.9" "83.7" "8.3" "24.1" "20.6" "8.4" "NA" "NA" "104.2" "170.6" "53.0" NA
"1955" "23.9" "42.4" "21.2" "36.2" "48.2" "33.5" "106.5" "9.7" "20.7" "36.8" "31.5" "30.2" "440.8" "74.8" "105.6" "149.7" "89.0" NA
"1956" "21.2" "26.9" "29.2" "24.7" "12.0" "60.4" "31.1" "33.1" "16.7" "31.2" "1.1" "36.9" "324.7" "78.3" "65.9" "124.7" "49.0" NA
"1957" "29.2" "20.8" "4.2" "23.1" "38.7" "107.6" "14.7" "18.6" "5.2" "37.9" "13.8" "14.2" "328.2" "86.8" "66.1" "140.9" "56.9" NA
"1958" "19.6" "40.1" "28.9" "43.7" "5.2" "75.9" "44.2" "11.2" "45.3" "20.0" "42.7" "27.3" "404.0" "73.9" "77.8" "131.3" "108.0" NA
"1959" "55.7" "22.8" "37.0" "25.0" "141.1" "75.8" "17.0" "88.2" "92.9" "50.5" "40.7" "22.7" "669.4" "105.8" "203.1" "181.0" "184.0" NA
"1960" "9.5" "21.2" "13.5" "18.9" "40.3" "12.8" "15.4" "43.0" "25.1" "22.1" "44.1" "7.5" "273.5" "53.4" "72.7" "71.3" "91.3" NA
"1961" "26.5" "45.5" "26.1" "29.6" "62.0" "46.2" "52.8" "46.9" "62.2" "41.3" "25.6" "36.7" "501.4" "79.5" "117.7" "145.9" "129.2" NA
"1962" "26.7" "22.4" "24.0" "22.4" "42.7" "20.9" "20.4" "59.5" "29.5" "25.9" "44.4" "NA" "NA" "85.7" "89.2" "100.8" "99.8" NA
"1963" "27.7" "15.3" "NA" "24.7" "26.6" "188.6" "72.7" "25.1" "25.2" "11.3" "NA" "NA" "NA" "NA" "NA" "286.4" "NA" NA
"1964" "6.9" "12.0" "NA" "54.7" "29.1" "44.2" "23.4" "31.7" "58.9" "NA" "18.2" "60.6" "NA" "NA" "NA" "99.3" "NA" NA
"1965" "10.4" "11.8" "9.0" "19.3" "47.3" "59.8" "11.6" "62.6" "72.0" "5.0" "43.1" "29.8" "381.5" "82.7" "75.5" "134.0" "120.0" NA
"1966" "NA" "4.4" "5.0" "27.3" "50.7" "35.5" "32.4" "NA" "6.0" "22.4" "76.2" "12.6" "NA" "NA" "83.0" "NA" "104.6" NA
"1967" "27.0" "18.9" "27.2" "1.9" "57.2" "53.3" "11.9" "0.1" "9.0" "38.9" "6.0" "23.3" "274.7" "58.4" "86.3" "65.3" "53.9" NA
"1968" "25.8" "2.1" "13.1" "28.6" "100.2" "61.4" "42.5" "44.6" "46.7" "35.9" "42.6" "65.7" "509.1" "51.2" "141.8" "148.5" "125.1" NA
"1969" "53.7" "11.4" "5.3" "66.3" "87.0" "163.4" "8.9" "4.5" "45.7" "11.2" "5.7" "15.9" "479.0" "130.8" "158.6" "176.8" "62.6" NA
"1970" "36.9" "13.1" "10.9" "33.3" "36.5" "84.9" "33.1" "26.0" "52.8" "36.3" "37.6" "29.0" "430.4" "65.9" "80.7" "144.0" "126.7" NA
