"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1914" "NA" "18.4" "30.2" "NA" "96.5" "112.5" "115.5" "42.5" "139.7" "49.1" "43.0" "35.5" "NA" "NA" "NA" "270.5" "231.8" NA
"1915" "17.8" "69.8" "14.9" "57.2" "31.5" "88.0" "47.6" "40.4" "177.9" "29.3" "133.5" "67.8" "775.7" "123.2" "103.6" "176.0" "340.7" NA
"1916" "98.4" "NA" "33.2" "90.5" "140.4" "89.7" "122.3" "79.4" "109.5" "59.3" "13.8" "51.1" "NA" "NA" "264.2" "291.4" "182.6" NA
"1917" "48.5" "21.6" "36.9" "16.6" "0.3" "39.8" "107.4" "86.4" "88.4" "89.5" "30.5" "32.8" "598.7" "121.2" "53.8" "233.6" "208.4" NA
"1918" "15.8" "31.0" "57.2" "92.8" "99.7" "119.0" "86.8" "50.5" "67.9" "131.0" "63.7" "41.7" "857.0" "79.6" "249.6" "256.3" "262.6" NA
"1919" "44.2" "42.0" "77.6" "75.2" "44.5" "110.8" "160.2" "110.2" "86.2" "37.4" "25.3" "7.3" "821.1" "127.9" "197.4" "381.2" "148.9" NA
"1920" "29.2" "43.9" "34.9" "19.9" "45.2" "53.2" "66.5" "87.0" "107.9" "35.4" "35.4" "35.0" "593.5" "80.5" "100.0" "206.8" "178.7" NA
"1921" "16.4" "49.2" "47.6" "81.9" "76.2" "12.2" "144.4" "112.8" "157.8" "38.9" "28.0" "28.1" "793.5" "100.6" "205.7" "269.4" "224.7" NA
"1922" "28.3" "29.4" "58.6" "35.1" "28.4" "63.5" "94.6" "36.0" "57.0" "20.6" "48.0" "65.6" "565.1" "85.8" "122.1" "194.1" "125.5" NA
"1923" "16.4" "7.3" "42.0" "31.3" "69.3" "80.4" "190.4" "112.3" "49.8" "35.4" "18.3" "7.2" "660.2" "89.4" "142.7" "383.1" "103.4" NA
"1924" "34.1" "36.6" "7.3" "43.8" "11.0" "29.5" "83.6" "63.9" "80.5" "25.6" "28.4" "36.6" "480.9" "77.9" "62.1" "177.0" "134.6" NA
"1925" "63.8" "43.8" "38.3" "77.9" "33.5" "143.6" "94.4" "70.4" "131.0" "68.7" "55.6" "25.9" "846.9" "144.1" "149.7" "308.4" "255.3" NA
"1926" "45.6" "20.0" "71.1" "61.2" "23.9" "109.9" "42.8" "74.1" "146.8" "98.9" "95.5" "21.0" "810.8" "91.6" "156.2" "226.8" "341.2" NA
"1927" "14.7" "39.0" "61.1" "34.4" "102.2" "193.3" "89.9" "71.2" "47.7" "60.3" "37.2" "33.3" "784.4" "74.6" "197.7" "354.5" "145.3" NA
"1928" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1929" "20.4" "23.5" "64.2" "22.6" "34.7" "69.0" "22.6" "49.0" "61.1" "26.9" "18.9" "70.2" "483.2" "NA" "121.5" "140.7" "106.9" NA
"1930" "10.1" "38.2" "49.4" "33.2" "50.2" "159.0" "71.4" "57.4" "64.5" "36.1" "50.9" "38.6" "658.9" "118.5" "132.8" "287.8" "151.5" NA
"1931" "206.6" "19.5" "52.4" "56.9" "89.4" "63.0" "186.0" "79.6" "84.3" "86.8" "46.4" "16.4" "987.4" "264.6" "198.8" "328.7" "217.4" NA
