4019040,YELLOW GRASS             ,SK,station not joined, Monthly total of daily adjusted snowfall, mm, Updated to December 2017
4019040,YELLOW GRASS             ,SK,station pas jointe, Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1912,     0.3, , -9999.9,M,     6.1, , -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.4, ,     6.1, ,    39.7, , -9999.9,M,   -10.0, , -9999.9,M,     0.0, ,     9.5, ,
1913, -9999.9,M, -9999.9,M,    13.8, ,     0.0, ,     9.1, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    21.5, ,    27.4, , -9999.9,M, -9999.9,M, -9999.9,M,    22.9, ,     0.0, , -9999.9,M,
1914,    24.4, ,     0.1, ,    15.2, ,    18.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,     0.0, ,     9.1, , -9999.9,M, -9999.9,M, -9999.9,M,    33.5, ,     0.0, , -9999.9,M,
1915, -9999.9,M, -9999.9,M,    12.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    24.5, ,    24.2, , -9999.9,M, -9999.9,M,    12.2, ,     0.0, ,    24.5, ,
1916,    45.7, ,    19.8, ,    61.0, ,    12.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    56.4, ,     7.7, , -9999.9,M, -9999.9,M,    89.8, ,    73.1, ,     0.0, ,    64.1, ,
1917, -9999.9,M, -9999.9,M, -9999.9,M,    12.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.2, ,     3.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,    24.2, ,
1918,     6.1, , -9999.9,M, -9999.9,M,     9.1, ,    12.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    12.1, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1919,     6.1, ,    10.7, ,     3.0, ,    21.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.2, ,    15.2, ,    12.2, , -9999.9,M, -9999.9,M,    28.9, ,    24.4, ,     0.0, ,    32.6, ,
1920, -9999.9,M,    24.4, ,    24.4, ,     3.0, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     6.1, ,     6.1, , -9999.9,M, -9999.9,M,    27.6, ,     0.0, ,     6.2, ,
1921, -9999.9,M,    18.5, ,    13.8, ,    16.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    15.0, ,     3.0, , -9999.9,M, -9999.9,M,    30.6, ,     0.0, ,    15.0, ,
