1996,    12.1, ,    19.5, ,    14.3, ,    34.0, ,     9.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    16.3, , -9999.9,M,    30.1, , -9999.9,M,    56.7, ,    57.8, ,     0.0, , -9999.9,M,
1997,    34.9, ,    11.0, ,    27.4, ,    17.8, ,    16.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.6, ,     7.7, ,    10.8, ,   148.8, ,    76.0, ,    61.7, ,     0.0, ,    30.3, ,
1998,    37.9, ,    19.3, ,    11.8, ,     1.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.4, ,    20.8, ,    21.6, ,   134.3, ,    68.0, ,    13.3, ,     0.0, ,    42.2, ,
1999,    11.2, ,    16.3, ,    18.9, ,    18.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.1, ,     7.8, ,    30.4, ,   107.8, ,    49.1, ,    36.9, ,     0.0, ,    13.0, ,
2000,    18.6, ,     6.7, ,     4.0, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    45.7, ,    18.5, ,    94.9, ,    55.8, ,     5.1, ,     0.0, ,    45.9, ,
2001,    12.1, ,    11.3, ,    15.7, ,    19.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.1, ,    17.0, ,    23.6, ,   104.4, ,    41.9, ,    35.3, ,     0.0, ,    22.2, ,
2002,    11.0, ,     3.9, ,    15.0, ,    25.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     5.9, ,     3.5, ,    50.6, ,   115.9, ,    38.5, ,    40.5, ,     0.0, ,     9.8, ,
2003,    10.8, ,    11.6, ,     8.2, ,     2.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.2, ,    29.9, ,    12.2, ,    89.4, ,    73.0, ,    10.7, ,     0.0, ,    44.1, ,
2004,    26.3, ,    14.7, ,    35.8, ,     1.2, ,     4.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     7.3, ,    17.5, ,    51.5, ,   158.4, ,    53.2, ,    41.1, ,     0.0, ,    24.8, ,
2005,    30.2, ,    18.2, ,    23.4, ,     3.3, ,    32.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.7, ,    53.7, ,   165.8, ,    99.9, ,    59.0, ,     0.0, ,     4.7, ,
2006,    35.0, ,     9.9, ,     9.9, ,     0.0, ,     1.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    12.1, ,    55.1, ,    15.1, ,   139.0, ,    98.6, ,    11.8, ,     0.0, ,    67.2, ,
2007,    15.2, ,    23.3, ,     5.9, ,     0.0, ,     9.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.6, ,    38.8, ,    16.0, ,   109.0, ,    53.7, ,    15.0, ,     0.0, ,    39.4, ,
2008,    12.1, ,    13.2, ,    32.9, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    22.9, ,    10.4, ,    91.7, ,    41.3, ,    33.0, ,     0.0, ,    23.0, ,
2009,    26.1, ,    17.0, ,     9.6, ,     9.9, ,     5.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,     3.8, ,    11.1, , -9999.9,M,    53.5, ,    25.5, ,     0.0, , -9999.9,M,
2010,    18.7, ,    10.8, ,     5.6, ,     0.1, ,     4.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    52.3, ,    12.3, ,   104.5, ,    40.6, ,    10.2, ,     0.0, ,    52.4, ,
2011,    37.1, ,    15.8, ,    22.7, ,    46.8, ,     1.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    92.6, ,    16.2, ,   232.7, ,    65.3, ,    71.0, ,     0.0, ,    92.6, ,
2012,    29.8, ,     8.7, ,     8.2, ,     1.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.4, ,    45.2, ,    17.8, ,   116.1, ,    54.6, ,     9.3, ,     0.0, ,    50.5, ,
2013,    33.0, ,    12.9, ,    18.0, ,     5.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    31.9, ,    22.4, ,   124.1, ,    63.7, ,    23.5, ,     0.0, ,    32.3, ,
2014,    37.1, ,     4.6, ,     8.3, ,    12.0, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.0, ,    30.9, ,    25.1, ,   124.4, ,    64.2, ,    20.6, ,     0.0, ,    36.9, ,
2015,    14.7, ,    23.1, ,    11.3, ,    11.8, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    32.0, ,    18.7, ,   112.0, ,    62.9, ,    23.2, ,     0.0, ,    32.2, ,
2016,    22.8, ,    21.4, ,    31.7, ,    30.4, ,    11.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    25.0, , -9999.9,M,    63.0, ,    73.1, , -9999.9,M, -9999.9,M,
2017,    10.4, ,    10.0, ,    43.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    45.3, , -9999.9,M, -9999.9,M, -9999.9,M,
