5031111,GRAND RAPIDS HYDRO       ,MB,station joined    , Monthly total of daily adjusted snowfall, mm, Updated to December 2017
5031111,GRAND RAPIDS HYDRO       ,MB,station jointe    , Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1962,    16.8, ,     4.7, ,    13.6, ,    35.3, ,     0.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    25.5, ,    22.8, ,   119.4, ,   -10.0, ,    49.3, ,     0.0, ,    25.7, ,
1963,    32.5, ,    11.6, ,    13.0, ,     2.8, ,     5.8, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     0.1, ,    20.8, ,     6.2, ,    92.8, ,    66.9, ,    21.5, ,     0.0, ,    21.0, ,
1964,    16.1, ,    10.7, ,    32.2, ,     3.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.0, ,    10.2, ,    33.2, ,    23.8, ,   132.5, ,    33.0, ,    35.5, ,     0.0, ,    46.4, ,
1965,    10.6, ,    54.6, ,    11.8, ,     4.3, ,    21.5, ,     0.0, ,     0.0, ,     0.0, ,    15.7, ,     0.1, , -9999.9,M, -9999.9,M, -9999.9,M,    89.0, ,    37.6, ,     0.0, , -9999.9,M,
1966, -9999.9,M,    11.3, ,    31.2, ,    39.4, ,     1.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.6, ,    50.2, ,    39.0, , -9999.9,M, -9999.9,M,    71.9, ,     0.0, ,    59.8, ,
1967,    31.3, ,    15.2, ,    34.2, ,    27.9, ,     3.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.6, ,    22.6, ,    16.6, ,   160.9, ,    85.5, ,    65.6, ,     0.0, ,    32.2, ,
1968,    21.7, ,     4.1, , -9999.9,M,     0.1, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    35.5, ,    40.1, , -9999.9,M,    42.4, , -9999.9,M,     0.0, ,    35.5, ,
1969,    15.8, ,    20.0, ,     9.0, ,     1.0, ,     0.1, ,    12.4, ,     0.0, ,     0.0, ,     0.0, ,     5.0, ,     7.4, ,    11.0, ,    81.8, ,    76.0, ,    10.1, ,    12.4, ,    12.4, ,
1970,    18.5, ,     9.1, ,     7.3, ,    31.1, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    16.1, ,    49.4, ,    26.8, ,   160.6, ,    38.6, ,    40.6, ,     0.0, ,    65.5, ,
1971,    13.3, ,     4.8, ,    23.9, ,     5.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.5, ,    11.4, ,    26.6, ,    89.4, ,    44.9, ,    29.8, ,     0.0, ,    14.9, ,
1972,    16.2, ,    28.5, ,    14.8, ,     8.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.3, ,     3.0, ,    24.2, ,    19.8, ,   115.2, ,    71.3, ,    23.2, ,     0.0, ,    27.6, ,
1973,     6.9, ,    11.2, ,    34.0, ,     4.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,    35.7, ,    12.0, ,   105.4, ,    37.9, ,    38.6, ,     0.0, ,    36.8, ,
1974,    32.4, ,    15.3, ,    39.9, ,     2.4, ,     7.5, ,     0.0, ,     0.0, ,     0.0, ,     2.7, ,    16.9, ,    21.8, ,    10.2, ,   149.2, ,    59.8, ,    49.8, ,     0.0, ,    41.4, ,
1975,    31.5, ,    10.6, ,    12.3, ,    11.9, ,     3.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    12.1, , -9999.9,M,    52.3, ,    27.2, ,     0.0, , -9999.9,M,
1976,    16.2, ,     6.2, ,     7.5, ,    24.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.7, ,     7.4, ,    27.2, ,    90.6, ,    34.5, ,    31.9, ,     0.0, ,     9.1, ,
1977,     5.2, ,     9.0, ,    18.3, , -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M,    41.3, , -9999.9,M,     0.0, , -9999.9,M,
1978,     8.6, ,     9.1, ,    23.3, ,    16.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     4.5, ,    10.6, ,    72.3, , -9999.9,M,    39.5, ,     0.0, ,     4.6, ,
1979,    11.6, ,    13.8, ,    27.4, ,    24.2, ,    28.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    29.0, ,    29.0, ,    20.8, ,   184.5, ,    36.0, ,    80.4, ,     0.0, ,    58.0, ,
1980,    23.7, ,    16.1, ,    24.5, ,     2.1, ,     0.3, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     3.0, ,    18.7, ,    26.4, ,   115.0, ,    60.5, ,    27.0, ,     0.0, ,    21.8, ,
1981,     5.5, ,    15.2, ,    12.7, ,    25.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.9, ,     0.6, ,    38.1, ,   109.7, ,    47.1, ,    38.3, ,     0.0, ,    12.5, ,
1982,    12.3, ,    13.4, ,     8.8, ,    20.6, ,     1.2, ,     0.0, , -9999.9,M,     0.0, ,     0.1, ,     0.2, ,    10.2, ,    39.1, , -9999.9,M,    63.8, ,    30.5, , -9999.9,M,    10.5, ,
1983,    15.3, ,    26.4, ,    59.0, ,    12.2, ,    32.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    48.8, ,    15.4, ,   209.8, ,    80.8, ,   103.7, ,     0.0, ,    48.9, ,
1984,    29.3, ,     6.5, ,     0.3, ,    30.5, ,     5.1, ,     0.0, ,     0.0, ,     0.0, ,     7.9, ,    20.1, ,    46.8, ,     7.7, ,   154.4, ,    51.3, ,    36.0, ,     0.0, ,    74.8, ,
1985,    33.5, ,    28.2, ,     4.2, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     3.6, ,    25.5, ,    22.5, ,   117.7, ,    69.4, ,     4.3, ,     0.0, ,    29.2, ,
1986,     8.8, ,     9.2, ,    37.9, ,    11.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.6, ,    12.5, ,    22.8, ,   112.1, ,    40.5, ,    49.1, ,     0.0, ,    22.2, ,
1987,     4.3, ,    24.3, ,    12.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.1, ,     3.8, ,     9.8, ,    63.3, ,    51.4, ,    12.0, ,     0.0, ,    13.0, ,
1988,    14.3, ,     6.9, ,    46.2, ,     6.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    35.0, ,    34.4, ,   142.8, ,    30.9, ,    52.2, ,     0.0, ,    35.1, ,
1989,    12.9, ,    18.5, ,    10.6, ,     1.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.5, ,    37.8, ,    10.0, ,    94.6, ,    65.8, ,    11.9, ,     0.0, ,    41.3, ,
1990,    43.1, ,    18.8, ,    56.9, ,    32.0, ,     4.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.1, ,    37.5, ,    11.5, ,   217.0, ,    72.0, ,    93.0, ,     0.0, ,    50.5, ,
1991,    21.1, ,     2.4, ,     8.6, ,     2.9, ,     3.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    20.2, ,     8.9, ,     9.2, ,    77.1, ,    34.9, ,    15.3, ,     0.0, ,    29.1, ,
1992,    24.9, ,    14.3, ,    13.6, ,    17.8, ,     0.2, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,    27.6, ,     9.5, ,    17.9, ,   126.0, ,    48.5, ,    31.6, ,     0.1, ,    37.1, ,
1993,     4.7, ,     6.5, ,     3.0, ,    30.2, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.3, ,    17.1, ,    21.4, ,    88.4, ,    29.1, ,    33.4, ,     0.0, ,    22.4, ,
1994,     8.7, ,    15.0, ,    12.1, ,    19.4, ,    15.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.2, ,    11.6, ,    30.0, ,   116.6, ,    45.1, ,    47.2, ,     0.0, ,    15.8, ,
1995,    24.9, ,    12.3, ,    38.7, ,    16.8, ,     2.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     3.0, ,    22.0, ,    25.2, ,   145.1, ,    67.2, ,    57.6, ,     0.0, ,    25.1, ,
