1937,    19.4, ,     9.3, ,     9.0, ,    29.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.3, ,    48.4, ,    20.3, ,   139.2, ,    48.9, ,    38.6, ,     0.0, ,    51.7, ,
1938,    11.0, ,    26.2, ,    28.2, ,     5.8, ,    11.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    16.1, ,    31.5, ,   130.7, ,    57.4, ,    45.9, ,     0.0, ,    16.1, ,
1939,    19.4, ,    16.9, ,    20.9, ,    14.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    27.9, ,    26.6, ,    18.3, ,   144.0, ,    67.8, ,    35.0, ,     0.0, ,    54.4, ,
1940,     1.7, ,    16.7, ,    37.9, ,    21.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    24.2, ,    47.5, ,    23.3, ,   172.7, ,    36.8, ,    59.2, ,     0.0, ,    71.7, ,
1941,    20.0, ,    29.9, ,     5.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    16.6, ,    18.2, ,    14.9, ,   104.9, ,    73.2, ,     5.2, ,     0.0, ,    34.8, ,
1942,     3.3, ,    15.0, ,     0.0, ,    14.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    16.6, ,    37.5, ,    65.5, ,   152.9, ,    33.2, ,    14.9, ,     0.0, ,    54.1, ,
1943,     1.7, ,    33.1, ,    44.9, ,     0.0, ,    13.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.9, ,    15.0, ,    12.7, ,   130.5, ,   100.3, ,    58.1, ,     0.0, ,    25.0, ,
1944,     1.7, ,    23.4, ,     3.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.4, ,     0.0, ,    48.8, ,    20.0, ,    99.7, ,    37.8, ,     3.4, ,     0.0, ,    51.1, ,
1945,    33.1, ,    15.0, ,     1.7, ,    39.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    12.3, , -9999.9,M,    16.7, , -9999.9,M,    68.1, ,    41.1, ,     0.0, , -9999.9,M,
1946,    26.9, ,    22.5, ,    30.7, ,     4.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.0, ,    43.0, ,   141.5, ,    66.2, ,    35.1, ,     0.0, ,    14.0, ,
1947,    23.1, ,    20.7, ,     6.7, ,    19.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    20.0, , -9999.9,M,    86.8, ,    26.5, ,     0.0, , -9999.9,M,
1948,    14.9, ,    29.0, ,    23.1, ,    32.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.9, ,     9.9, ,   124.5, ,    64.0, ,    55.7, ,     0.0, ,    14.9, ,
1949,     4.0, ,     9.0, ,     6.7, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.6, ,     6.7, ,    20.5, ,    65.2, ,    23.0, ,    13.3, ,     0.0, ,    18.3, ,
1950,     5.0, ,     9.9, ,     8.2, ,     8.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.9, ,     5.0, ,    34.8, ,    27.6, ,   113.8, ,    35.4, ,    16.6, ,     0.0, ,    54.7, ,
1951,     7.7, ,     1.3, ,    45.9, ,     5.8, ,     0.0, ,     0.0, , -9999.9,M,     0.0, ,     5.0, ,    19.0, ,    33.2, ,    24.6, , -9999.9,M,    36.6, ,    51.7, , -9999.9,M,    57.1, ,
1952,     9.9, ,    19.5, ,     7.3, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.9, , -9999.9,M,     2.8, , -9999.9,M,    54.0, ,    14.0, ,     0.0, , -9999.9,M,
1953,    48.0, ,    10.3, ,    34.1, ,     3.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.9, ,    83.1, ,    42.1, ,   230.9, ,    61.1, ,    37.5, ,     0.0, ,    93.0, ,
1954,    32.7, ,    13.1, ,    26.6, ,    33.7, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     3.1, ,     2.2, ,    16.9, ,   128.8, ,    87.9, ,    60.4, ,     0.0, ,     5.8, ,
1955,    36.0, ,    10.3, ,    36.5, ,    72.9, ,     9.3, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    15.9, ,    35.0, ,    48.9, ,   265.1, ,    63.2, ,   118.7, ,     0.0, ,    51.3, ,
1956,    37.2, ,    21.1, ,    37.0, ,     3.9, ,     1.6, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     9.5, ,    17.9, ,    28.7, ,   157.2, ,   107.2, ,    42.4, ,     0.0, ,    27.8, ,
1957,    19.8, ,    12.9, ,    19.8, ,     0.7, ,     0.2, ,     0.2, ,     0.0, ,     0.4, ,     0.0, ,    23.1, ,    46.4, ,    48.6, ,   172.1, ,    61.3, ,    20.8, ,     0.6, ,    69.5, ,
1958,    43.9, ,    33.2, ,    30.2, ,    12.5, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     0.4, ,    17.2, ,    43.3, ,   181.3, ,   125.7, ,    43.1, ,     0.0, ,    17.8, ,
1959,    19.1, ,    11.7, ,     7.4, ,     8.7, ,    16.4, ,     0.0, ,     0.0, ,     0.0, ,     2.4, ,    29.3, ,    18.3, ,    10.6, ,   123.8, ,    74.1, ,    32.5, ,     0.0, ,    49.9, ,
1960,    24.4, ,    31.1, ,    36.8, ,     3.0, ,     7.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     5.8, ,    34.1, ,    13.0, ,   156.0, ,    66.2, ,    47.5, ,     0.2, ,    39.8, ,
1961,    13.0, ,    33.4, ,    27.1, ,    20.5, ,     3.5, ,     0.0, ,     0.0, ,     0.0, ,    13.5, ,    12.6, ,    25.3, ,    19.6, ,   168.5, ,    59.4, ,    51.2, ,     0.0, ,    51.4, ,
1962,    30.5, ,    14.4, ,    25.0, ,     9.0, ,     4.3, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,     7.1, ,    18.8, ,    33.2, ,   143.4, ,    64.4, ,    38.3, ,     0.0, ,    27.0, ,
1963,    33.1, ,    31.9, ,    19.7, ,    27.7, ,     0.5, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,     0.0, ,     9.9, ,    23.5, ,   147.4, ,    98.2, ,    48.0, ,     0.0, ,    11.0, ,
1964,    30.2, ,    16.4, ,    14.2, ,    22.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,     0.4, ,    26.1, ,    35.2, ,   147.4, ,    70.0, ,    37.0, ,     0.0, ,    28.6, ,
1965,    21.1, ,    45.6, ,     5.0, ,     5.9, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     2.5, ,     0.2, ,    40.3, ,    22.9, ,   143.6, ,   101.9, ,    11.1, ,     0.0, ,    43.0, ,
1966,    29.1, ,     5.5, ,    11.0, ,    12.7, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.9, ,    22.2, ,    23.8, ,   106.5, ,    57.5, ,    24.0, ,     0.0, ,    24.0, ,
1967,    33.8, ,    38.1, ,    34.6, ,    13.8, ,     0.6, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,    31.0, ,    17.2, ,    37.2, ,   206.6, ,    95.7, ,    49.0, ,     0.2, ,    48.2, ,
1968,    20.9, ,     9.2, ,    11.5, ,    16.3, ,     2.5, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     7.3, ,     6.4, ,    47.8, ,   122.1, ,    67.3, ,    30.3, ,     0.0, ,    13.9, ,
1969,    45.5, ,    35.3, ,    12.1, ,     2.6, ,     5.7, ,     0.0, ,     0.0, ,     0.0, ,     9.7, ,    17.0, ,    11.0, ,    22.4, ,   161.3, ,   128.6, ,    20.4, ,     0.0, ,    37.7, ,
1970,    24.2, ,    22.8, ,    67.5, ,     4.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     6.8, ,    13.0, ,    34.1, ,    38.4, ,   211.7, ,    69.4, ,    72.5, ,     0.0, ,    53.9, ,
1971,    31.6, ,    11.5, ,    16.6, ,     9.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.1, ,     7.5, ,    25.7, ,    45.1, ,   150.5, ,    81.4, ,    26.0, ,     0.0, ,    36.4, ,
1972,    33.4, ,    24.9, ,    36.0, ,    10.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    17.7, ,     4.6, ,    34.4, ,    18.7, ,   179.9, ,   103.3, ,    46.4, ,     0.0, ,    56.6, ,
1973,    25.5, ,    20.4, ,    10.7, ,    29.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.3, ,     7.7, ,    71.8, ,    21.0, ,   189.6, ,    64.6, ,    39.8, ,     0.0, ,    82.9, ,
1974,    50.8, ,    26.4, ,    48.6, ,     7.3, ,    32.3, ,     0.0, ,     0.0, ,     0.0, ,    17.6, ,     0.2, ,    23.6, ,     7.5, ,   214.2, ,    98.1, ,    88.2, ,     0.0, ,    41.4, ,
1975,    36.9, ,    25.9, ,    36.3, ,    21.0, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.0, ,    12.6, ,    43.7, ,   190.5, ,    70.3, ,    57.5, ,     0.0, ,    26.6, ,
1976,    16.8, ,     9.7, ,    15.1, ,     1.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.2, ,     3.9, ,    30.1, ,    83.3, ,    70.2, ,    16.6, ,     0.0, ,    10.2, ,
1977,    11.8, ,     9.2, ,    22.6, ,     5.5, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.1, ,    18.4, ,    51.7, ,   125.7, ,    51.1, ,    28.3, ,     0.0, ,    24.6, ,
1978,    18.6, ,     6.3, ,    12.2, ,    14.2, ,     1.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    36.8, ,    17.6, ,   108.0, ,    76.7, ,    28.3, ,     0.0, ,    37.2, ,
1979,    18.7, ,    52.6, ,    14.1, ,    18.6, ,     4.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.7, ,    25.4, ,    34.6, ,   171.7, ,    88.9, ,    37.7, ,     0.0, ,    28.1, ,
1980,    21.7, ,    15.4, ,    31.5, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.7, ,     1.1, ,     5.6, ,    34.8, ,   112.0, ,    71.7, ,    31.7, ,     0.0, ,     8.4, ,
1981,    18.2, ,    10.0, ,    11.8, ,    10.5, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     9.4, ,    28.2, ,    28.2, ,   116.7, ,    63.0, ,    22.5, ,     0.0, ,    37.8, ,
1982,    31.6, ,    17.7, ,    32.8, ,    14.3, ,     1.9, ,     0.0, ,     0.0, ,     0.0, ,     4.1, ,     2.1, ,    32.7, ,    15.1, ,   152.5, ,    77.6, ,    49.0, ,     0.0, ,    39.0, ,
1983,    18.7, ,    18.0, ,    36.6, ,     3.6, ,     1.3, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     0.4, ,    44.2, ,    18.3, ,   141.4, ,    51.8, ,    41.5, ,     0.0, ,    45.1, ,
1984,    26.3, ,    13.5, ,    10.8, ,     0.6, ,     1.3, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    40.6, ,    42.5, ,    21.2, ,   157.5, ,    58.0, ,    12.7, ,     0.0, ,    83.9, ,
1985,    18.7, ,    25.1, ,     4.7, ,    59.2, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     4.3, ,    20.4, ,    25.5, ,    31.9, ,   190.0, ,    65.1, ,    64.0, ,     0.0, ,    50.2, ,
1986,    45.1, ,     8.8, ,    24.5, ,    37.2, ,    35.3, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    10.5, ,    37.8, ,    13.1, ,   212.4, ,    85.8, ,    97.0, ,     0.0, ,    48.4, ,
1987,    17.2, ,    16.5, ,    30.8, ,    12.1, ,    16.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.4, ,     4.1, ,    22.3, ,   123.3, ,    46.8, ,    59.8, ,     0.0, ,     7.5, ,
1988,    25.2, ,    21.2, ,    33.5, ,     1.3, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     9.5, ,     8.6, ,    19.0, ,   118.7, ,    68.7, ,    35.0, ,     0.0, ,    18.3, ,
1989,    20.3, ,    13.1, ,    14.9, ,     7.8, ,     1.9, ,     0.0, ,     0.0, ,     0.0, ,     1.5, ,     6.2, ,    28.8, ,    62.4, ,   157.0, ,    52.4, ,    24.6, ,     0.0, ,    36.6, ,
1990,    30.5, ,    29.8, ,    23.6, ,    16.6, ,     8.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.6, ,    35.2, ,    40.0, ,   197.3, ,   122.7, ,    48.2, ,     0.0, ,    48.7, ,
1991,    23.9, ,    23.1, ,    12.5, ,    14.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    22.4, ,    23.5, ,    31.2, ,   151.7, ,    87.0, ,    27.4, ,     0.0, ,    46.1, ,
1992,    33.4, ,    15.1, ,     7.3, ,     5.0, ,    17.5, ,     0.0, ,     0.0, ,     4.3, ,     0.6, ,    10.3, ,    30.2, ,    32.4, ,   156.0, ,    79.7, ,    29.8, ,     4.3, ,    41.1, ,
1993,    18.2, ,     6.2, ,     2.1, ,    11.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     1.3, ,    34.5, ,    31.0, ,   104.9, ,    56.7, ,    13.5, ,     0.0, ,    36.0, ,
1994,    51.1, ,    39.2, ,    12.5, ,     1.3, ,     0.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.0, ,    29.8, ,    44.0, ,   183.5, ,   121.3, ,    14.4, ,     0.0, ,    34.7, ,
1995,    14.1, ,    19.7, ,    14.4, ,    33.4, ,     2.8, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     3.2, ,    60.0, ,    19.4, ,   167.5, ,    77.8, ,    50.7, ,     0.0, ,    63.6, ,
1996,    14.7, ,    37.8, ,    16.0, ,    19.9, ,     0.8, ,     0.0, ,     0.0, ,     0.0, ,     3.0, ,     7.1, ,    71.7, ,    46.2, ,   217.2, ,    71.9, ,    36.7, ,     0.0, ,    81.8, ,
1997,    35.1, ,    30.9, ,    18.7, ,     2.6, ,     3.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    15.5, ,     7.3, ,    14.9, ,   128.4, ,   112.2, ,    24.8, ,     0.0, ,    22.8, ,
1998,    43.8, ,     8.8, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    12.5, ,    15.7, ,    23.7, ,   111.2, ,    67.5, ,     6.7, ,     0.0, ,    28.3, ,
1999,    43.0, ,    26.5, ,     7.3, ,    32.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    11.0, ,    29.1, ,   150.6, ,    93.3, ,    40.1, ,     0.0, ,    11.8, ,
2000,    16.8, ,     7.3, ,    28.1, ,     4.5, ,     9.7, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,     1.1, ,    17.6, ,    20.2, ,   106.4, ,    53.2, ,    42.3, ,     0.0, ,    19.7, ,
2001,     4.9, ,    10.3, ,    10.7, ,     5.4, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.0, ,    23.0, ,    14.8, ,    72.3, ,    35.5, ,    16.2, ,     0.0, ,    26.0, ,
2002,    20.7, ,     9.5, ,    26.3, ,    46.5, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    18.9, ,    11.7, ,    16.4, ,   150.5, ,    45.0, ,    73.0, ,     0.0, ,    31.0, ,
2003,    12.6, ,    24.3, ,    37.7, ,    19.8, ,     1.5, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     6.9, ,    16.8, ,     8.3, ,   128.3, ,    53.3, ,    59.0, ,     0.0, ,    24.1, ,
2004,    39.0, ,    13.8, ,    32.1, ,    14.2, ,     3.9, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    15.3, ,     8.4, ,    46.4, ,   173.5, ,    61.1, ,    50.2, ,     0.0, ,    24.1, ,
2005,    13.1, ,     5.1, ,    19.8, ,    15.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    10.6, ,     6.2, ,     6.5, ,    77.3, ,    64.6, ,    35.8, ,     0.0, ,    16.8, ,
2006,    20.4, ,    26.9, ,    44.0, ,     0.0, ,     4.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.2, ,    71.9, ,    33.0, ,   204.2, ,    53.9, ,    48.8, ,     0.0, ,    75.1, ,
2007,    35.2, ,    20.1, ,    17.0, ,     5.0, ,     2.4, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    39.5, ,    37.1, ,   156.6, ,    88.3, ,    24.4, ,     0.2, ,    39.7, ,
2008,    52.7, ,    24.4, ,    20.0, ,    44.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    18.2, ,    48.3, ,   208.9, ,   114.2, ,    64.9, ,     0.0, ,    18.6, ,
2009,    34.3, ,    17.3, ,    51.8, ,     6.0, ,     5.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.8, ,     2.1, ,    24.6, ,   150.6, ,    99.9, ,    63.4, ,     0.0, ,    10.9, ,
2010,    14.2, ,    10.1, ,    10.7, ,    33.7, ,     0.6, ,     0.0, ,     0.2, ,     0.0, ,     0.2, ,     9.4, ,    19.8, ,    43.0, ,   141.8, ,    48.9, ,    45.0, ,     0.2, ,    29.3, ,
2011,    41.3, ,    25.4, ,    18.6, ,     6.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.3, ,    13.8, ,    14.2, ,   124.4, ,   109.7, ,    25.5, ,     0.0, ,    18.1, ,
2012,    12.6, ,     6.2, ,    33.2, ,    19.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.5, ,    32.4, ,    25.2, ,   150.5, ,    33.0, ,    52.7, ,     0.0, ,    53.8, ,
2013,    44.9, ,    27.4, ,    27.8, ,    16.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.3, ,    41.5, ,    41.5, ,   200.5, ,    97.5, ,    43.9, ,     0.0, ,    42.8, ,
2014,    23.9, ,    26.5, ,     6.4, ,    23.5, ,    13.4, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     4.3, ,    52.6, ,    10.8, ,   161.8, ,    91.9, ,    43.3, ,     0.0, ,    57.4, ,
2015,    20.6, ,    39.1, ,     7.1, ,    17.3, ,     3.6, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     0.6, ,    14.1, ,    24.4, ,   127.1, ,    70.5, ,    27.9, ,     0.0, ,    15.1, ,
2016,    40.2, ,    22.9, ,    25.3, ,    14.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     0.0, ,    38.9, ,     5.1, ,    16.5, ,   163.5, ,    87.5, ,    39.6, ,     0.2, ,    44.1, ,
2017,     7.3, ,    20.2, ,    49.5, ,    41.7, ,     0.0, ,     0.0, ,     0.2, ,     0.0, ,     0.0, ,    17.7, ,    34.1, ,     8.5, ,   179.2, ,    44.0, ,    91.2, ,     0.2, ,    51.8, ,
