2401200,EUREKA                                    ,  NU,Homogenized monthly mean of the hourly wind speeds, km/h, updated to December 2014
2401200,EUREKA                                    ,  NU,    Moyenne mensuelle homogénéisée des vitesses horaires du vent,/h, Mise à jour jusqu à décembre 2014
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,   Annual, ,   Winter, ,   Spring, ,   Summer, ,   Autumn
Year,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,   Annuel, ,    Hiver, , Printemp, ,      Ete, ,  Automne
1953,    11.3,a,     7.5,a,    21.7,a,    12.1,a,    13.8,a,    14.6,a,    16.2,a,    15.5,a,    11.3,a,     2.5,a,     8.9,a,     4.7,a,     11.7,a,      9.4,a,     15.9,a,     15.4,a,      7.6,a 
1954,     7.8,a,     7.7,a,     5.8,a,     5.3,a,    13.9,a,    16.6,a,    18.1,a,    15.7,a,    15.9,a,    12.7,a,    11.7,a,    11.9,a,     11.9,a,      6.7,a,      8.3,a,     16.8,a,     13.4,a 
1955,    12.9,a,     9.7,a,     6.4,a,    10.4,a,     7.9,a,    17.0,a,    20.9,a,    14.4,a,    13.1,a,    10.0,a,    10.5,a,     4.2,a,     11.4,a,     11.5,a,      8.2,a,     17.4,a,     11.2,a 
1956,    11.2,a,    11.1,a,    14.2,a,    10.8,a,     9.1,a,    19.0,a,    17.1,a,    11.7,a,     7.7,a,     7.1,a,     3.6,a,     5.2,a,     10.7,a,      8.8,a,     11.4,a,     15.9,a,      6.1,a 
1957,     7.7,a,     5.3,a,     5.8,a,     5.0,a,    13.5,a,    17.8,a,    18.2,a,    20.1,a,    14.8,a,    14.4,a,     6.0,a,     3.3,a,     11.0,a,      6.1,a,      8.1,a,     18.7,a,     11.7,a 
1958,    19.6,a,     7.1,a,     6.8,a,     9.2,a,    11.3,a,    18.6,a,    19.6,a,    14.0,a,    10.6,a,    11.5,a,    11.6,a,     9.1,a,     12.4,a,     10.0,a,      9.1,a,     17.4,a,     11.2,a 
1959,    12.3,a,    12.6,a,     9.6,a,     8.4,a,    11.5,a,    13.3,a,    17.2,a,    12.1,a,    10.0,a,     5.8,a,     4.6,a,     7.8,a,     10.4,a,     11.3,a,      9.8,a,     14.2,a,      6.8,a 
1960,     7.4,a,    13.0,a,     4.8,a,     6.2,a,    18.5,a,    15.3,a,    15.4,a,    10.8,a,     8.1,a,     8.0,a,     6.8,a,    10.4,a,     10.4,a,      9.4,a,      9.8,a,     13.8,a,      7.6,a 
1961,     8.5,a,     8.7,a,     6.2,a,    11.0, ,    12.3, ,    16.1, ,    17.9, ,    13.8, ,     5.8, ,     4.2, ,    10.8, ,    10.4, ,     10.5,a,      9.2,a,      9.9,a,     16.0, ,      6.9,  
1962,     8.4, ,     5.2, ,     2.2, ,     9.6, ,    13.6, ,    18.0, ,    13.0, ,    11.8, ,    11.7, ,     4.9, ,     6.6, ,     8.3, ,      9.4, ,      8.0, ,      8.4, ,     14.3, ,      7.7,  
