2400300,ALERT                                     ,  NU,Homogenized monthly mean of the hourly wind speeds, km/h, updated to December 2014
2400300,ALERT                                     ,  NU,    Moyenne mensuelle homogénéisée des vitesses horaires du vent,/h, Mise à jour jusqu à décembre 2014
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,   Annual, ,   Winter, ,   Spring, ,   Summer, ,   Autumn
Year,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,   Annuel, ,    Hiver, , Printemp, ,      Ete, ,  Automne
1953,     1.3,a,     1.8,a,    11.1,a,     9.9,a,     4.1,a,    12.5,a,    14.5,a,     9.4,a,     9.0,a,     7.0,a,    10.6,a,     7.0,a,      8.2,a,      1.5,a,      8.4,a,     12.1,a,      8.8,a 
1954,     4.7,a,     5.0,a,     0.6,a,     2.6,a,     6.7,a,     8.2,a,    11.6,a,     7.3,a,     8.3,a,     5.2,a,     5.6,a,     7.0,a,      6.1,a,      5.5,a,      3.3,a,      9.1,a,      6.3,a 
1955,     8.9,a,     4.3,a, -9999.9,M,     7.9,a,     1.3,a,     9.8,a,     6.4,a,     9.6,a,     7.6,a,    11.8,a,     7.7,a,     6.0,a,      7.4,a,      6.7,a,      4.6,a,      8.6,a,      9.1,a 
1956,    12.1,a,    19.2,a,    11.0,a,     6.7,a, -9999.9,M,    10.0,a,    11.2,a,     4.9,a,     1.6,a,     8.6,a,    12.3,a,     8.5,a,      9.7,a,     12.5,a,      8.8,a,      8.7,a,      7.5,a 
1957,     7.8,a,     4.7,a,     7.5,a,     0.4,a,     4.6,a,     9.5,a,    11.6,a,    11.5,a,     9.3,a,    12.1,a,     5.0,a,     3.1,a,      7.3,a,      7.0,a,      4.2,a,     10.8,a,      8.8,a 
1958,    19.6,a,     3.4,a,     7.8,a,     9.3,a,     7.6,a,     4.9,a,    12.1,a,     5.7,a,    15.5,a,    13.5,a,     5.9,a,     4.4,a,      9.1,a,      8.7,a,      8.3,a,      7.6,a,     11.6,a 
1959,     4.2,a,    12.7,a,     4.0,a,     6.9,a,     6.8,a,     4.5,a,     6.2,a,    10.4,a,    10.2,a,     1.2,a,    10.3,a,     9.6,a,      7.3,a,      7.1,a,      5.9,a,      7.0,a,      7.2,a 
1960,    10.9,a,     8.2,a,     2.2,a,     4.3,a,    18.1,a,    12.0,a,    14.1,a,     4.8,a,     9.2,a,     9.4,a,     6.8,a,     5.6,a,      8.8,a,      9.6,a,      8.2,a,     10.3,a,      8.5,a 
1961,    10.1,a,     9.2,a,     2.7,a,     1.3,a,     4.0,a,     9.7,a,    24.3,a,     6.9,a,     5.8,a,    13.7,a,    14.7,a,    10.4,a,      9.4,a,      8.3,a,      2.7,a,     13.6,a,     11.4,a 
1962,     5.5,a,     8.7,a,     4.3,a,     7.5,a,     4.2,a,    11.0,a,     9.3,a,    13.5,a,    16.7,a,    12.7,a,    11.7,a,    15.4,a,     10.0,a,      8.2,a,      5.3,a,     11.2,a,     13.7,a 
1963,     9.4,a,    11.7,a,     5.7,a,    10.9,a,     7.0,a,     4.6,a,     8.1,a,    14.1,a,     9.1,a,     8.9,a,     6.2,a,     9.5,a,      8.8,a,     12.2,a,      7.9,a,      8.9,a,      8.1,a 
1964,     8.8,a,     7.6,a,     9.0,a,     9.3,a,    13.2,a,    16.0,a,    16.8,a,     8.5,a,     5.1,a,    13.6,a,     4.1,a,    13.0,a,     10.4,a,      8.6,a,     10.5,a,     13.7,a,      7.6,a 
