"","city","df_n","id","prov","intercept","slope","CI_lower","CI_upper","variance","r.squared"
"1","ATIKOKAN",31,"5","ON",211.978385426042,-0.115711129622224,-0.219178084561715,-0.0122441746827325,0.00373781388705748,0.954298705176268
"2","BEATRICE",38,"33","ON",41.4008097166001,0.0873710486505636,-0.0507830147353881,0.225525112036515,0.00665208146727676,0.954298705176268
"3","BELLEVILLE",36,"42","ON",58.5566932402723,0.0813001490367394,-0.0585116188880661,0.221111916961545,0.00684752792662101,0.954298705176268
"4","BIG TROUT LAKE",35,"1","ON",34.759596902449,0.0850985319592179,-0.0558610714162732,0.226058135334709,0.00696042399404258,0.954298705176268
"5","BROCKVILLE",38,"28","ON",-34.5246525878088,0.127769341680435,-0.0108119572085735,0.266350640569444,0.00665208146727673,0.954298705176268
"6","CAMERON FALLS",37,"11","ON",18.9113390353868,0.0969617950585711,-0.0408419265809668,0.234765516698109,0.00665224522697447,0.954298705176268
"7","CHAPLEAU",36,"17","ON",107.688931788933,0.0516699455810391,-0.0914660451359916,0.19480593629807,0.00716554765998206,0.954298705176268
"8","CORNWALL",38,"29","ON",-20.1503446766598,0.120449065939107,-0.0172489910513603,0.258147122929575,0.00665208146727677,0.954298705176268
"9","DRYDEN",38,"8","ON",23.1606412080103,0.0948335719025606,-0.0428644850879069,0.232531628893028,0.00665208146727677,0.954298705176268
"10","EARLTON",38,"19","ON",-52.2652587810479,0.132058651232903,-0.00574337422482601,0.269860676690633,0.00665208146727678,0.954298705176268
"11","FORT FRANCES",37,"6","ON",168.597496083777,0.0221281858554948,-0.116957129752875,0.161213501463864,0.00677655422717716,0.954298705176268
"12","GERALDTON",35,"12","ON",3.04442577030716,0.102657908333709,-0.0435917410090168,0.248907557676435,0.00746799475759307,0.954298705176268
"13","GORE BAY",37,"27","ON",1.51322018428035,0.10847074133019,-0.0305096375979362,0.247451120258316,0.00677655422717717,0.954298705176268
"14","HALIBURTON",37,"46","ON",54.4801017279351,0.0809288346112199,-0.0674295672039711,0.229287236426411,0.00670018652386137,0.954298705176268
"15","HAMILTON",38,"43","ON",-16.5491738702255,0.119726886269559,-0.0179711707209084,0.257424943260027,0.00665208146727676,0.954298705176268
"16","HARROW",37,"35","ON",50.6310553451833,0.0870215535611429,-0.0521750417784204,0.226218148900706,0.00677655422717717,0.954298705176268
"17","HORNEPAYNE",12,"14","ON",622.727380952413,-0.208778666296159,-0.583206218761945,0.165648886169626,0.0490328673149897,0.954298705176268
"18","IROQUOIS FALLS",19,"20","ON",332.50052631594,-0.0627099230094309,-0.340641498848077,0.215221652829215,0.0271005256551489,0.954298705176268
"19","KAPUSKASING",38,"21","ON",-42.5993981836074,0.126653245827497,-0.01104481116297,0.264351302817965,0.00665208146727675,0.954298705176268
"20","KENORA",38,"9","ON",68.5418317102535,0.0729383973758071,-0.068944437686488,0.214821232438102,0.00665208146727677,0.954298705176268
"21","KINGSTON",37,"30","ON",53.1704404679976,0.0839033755501889,-0.0544177682210436,0.222224519321421,0.00671241930832166,0.954298705176268
"22","LANSDOWNE HOUSE",34,"2","ON",93.7481662344627,0.0560048015314298,-0.0834223189138038,0.195431921976663,0.00678748454388303,0.954298705176268
"23","LONDON",38,"40","ON",32.4189955137337,0.0955338673396979,-0.0468609176229619,0.237928652302358,0.00665208146727677,0.954298705176268
"24","MADAWASKA",30,"25","ON",114.553043019574,0.049619061913739,-0.0966014432102821,0.19583956703776,0.00750098841663385,0.954298705176268
"25","MINE CENTRE",36,"7","ON",229.090824130279,-0.00844856233167658,-0.150191008130464,0.133293883467111,0.00694263543344644,0.954298705176268
"26","MOOSONEE",35,"22","ON",-91.2577815527871,0.149466005676081,0.0112479273791825,0.287684083972979,0.00667027959596288,0.954298705176268
"27","MORRISBURG",29,"31","ON",152.898029556646,0.0327062035138519,-0.138748252485291,0.204160659512995,0.0102977871421373,0.954298705176268
"28","NORTH BAY",35,"26","ON",-1.48756302520789,0.109156507773483,-0.0367420620276374,0.255055077574604,0.00746799475759307,0.954298705176268
"29","ORANGEVILLE",35,"44","ON",137.572661044639,0.0410455814744023,-0.101888446712597,0.183979609661402,0.00716759077031517,0.954298705176268
"30","OTTAWA",38,"32","ON",-21.9801072327369,0.120460008055312,-0.0173420174024172,0.258262033513041,0.00665208146727677,0.954298705176268
"31","OWEN SOUND",28,"34","ON",39.7145320197019,0.0912995259002767,-0.0875593303985838,0.270158382199137,0.0110266730593684,0.954298705176268
"32","PETERBOROUGH",38,"47","ON",-9.25177809388252,0.114004159494201,-0.0236938974962667,0.251702216484668,0.00665208146727677,0.954298705176268
"33","PICKLE LAKE",37,"3","ON",59.3621621621629,0.0751705890816831,-0.0650184912616711,0.215359669425037,0.0068949370989617,0.954298705176268
"34","RED LAKE",37,"4","ON",38.3681365576112,0.0857917365449357,-0.0558355402018554,0.227419013291727,0.0068949370989617,0.954298705176268
"35","RIDGETOWN",38,"36","ON",125.646700951965,0.049029873467283,-0.0887721519904461,0.186831898925012,0.00665208146727677,0.954298705176268
"36","SAULT STE MARIE",38,"15","ON",-47.5785862785858,0.132802715134862,-0.00489534185560581,0.27050077212533,0.00665208146727678,0.954298705176268
"37","SIOUX LOOKOUT",37,"10","ON",66.1752684968131,0.0730980505693079,-0.0660880033795022,0.212284104518118,0.00679662611430165,0.954298705176268
"38","SMOKY FALLS",18,"23","ON",485.714241486117,-0.140016424557367,-0.438566111208964,0.158533262094229,0.0312233571436356,0.954298705176268
"39","SUDBURY",38,"18","ON",-28.6258124521274,0.121991904324051,-0.0157061526664167,0.259689961314518,0.00665208146727676,0.954298705176268
"40","THUNDER BAY",38,"13","ON",54.9386037859725,0.0797991042365142,-0.0578989527539535,0.217497161226982,0.00665208146727678,0.954298705176268
"41","TIMMINS",38,"24","ON",-24.0836196520398,0.11736338916922,-0.0204386362885091,0.255165414626949,0.00665208146727675,0.954298705176268
"42","TORONTO",38,"45","ON",37.7093226830077,0.0938268972116754,-0.044085381239217,0.231739175662568,0.00665208146727676,0.954298705176268
"43","VINELAND",38,"37","ON",16.7011270379701,0.104145312793249,-0.0335527441972188,0.241843369783716,0.00665208146727676,0.954298705176268
"44","WAWA",36,"16","ON",-25.2523123123114,0.119224643135737,-0.0240329089043279,0.262482195175802,0.00716554765998207,0.954298705176268
"45","WELLAND",37,"38","ON",17.9532307246473,0.102719559243079,-0.0369306132271998,0.242369731713357,0.00684202864197504,0.954298705176268
"46","WINDSOR",38,"39","ON",-0.270631360104381,0.112844295176442,-0.0249577302812873,0.250646320634171,0.00665208146727676,0.954298705176268
"47","WOODSTOCK",37,"41","ON",30.9600228203002,0.0955187871003993,-0.0428023566708335,0.233839930871632,0.00671241930832168,0.954298705176268
