"","city","df_n","id","prov","intercept","slope","CI_lower","CI_upper","variance","r.squared"
"34","QUEBEC",38,"4","QC",63.2487361855786,0.0290125415245515,-0.0931795451018706,0.151204628150974,0.00523037129282408,0.967737721362283
"35","ROBERVAL",38,"31","QC",4.1113688587375,0.0567836324535372,-0.0682695106188782,0.181836775525953,0.00523037129282409,0.967737721362283
"36","SCHEFFERVILLE",37,"46","QC",-27.3932739955561,0.0679812887011634,-0.0575717177273303,0.193534295129657,0.00524232794702974,0.967737721362283
"37","SEPT-ILES",38,"21","QC",-11.3339205602364,0.0639616606841971,-0.0582304259422251,0.186153747310619,0.00523037129282409,0.967737721362283
"38","SHEENBOROUGH",35,"16","QC",7.29419648346143,0.0557526438922147,-0.0752511478376156,0.186756435622045,0.00547221656063887,0.967737721362283
"39","ST JEROME",33,"15","QC",-49.3943596397459,0.0854495173988955,-0.0534740564412535,0.224373091239045,0.00637748928887482,0.967737721362283
"40","STEROSE DEGELIS",21,"28","QC",135.565629139074,-0.00976920963433497,-0.234700220563435,0.215161801294765,0.0177233179073827,0.967737721362283
"41","TADOUSSAC",30,"18","QC",-52.2201109397305,0.0864811806354941,-0.0449336937767571,0.217896055047745,0.00604972183040348,0.967737721362283
"42","TEMISCAMINGUE",37,"34","QC",21.3481394908451,0.0495085313878265,-0.0729006564195911,0.171917719195244,0.00523169443255567,0.967737721362283
"43","TETE BALEINE",34,"17","QC",-68.7905861381849,0.0933889144513663,-0.031631909991012,0.218409738893745,0.00546658882617243,0.967737721362283
"44","THETFORD MINES",36,"11","QC",6.10073099415193,0.0577520097377041,-0.0668656042477431,0.182369623723151,0.00544829730713192,0.967737721362283
"45","VAL D'OR",37,"40","QC",-6.57730008757353,0.0611142448404683,-0.110891777727401,0.233120267408337,0.00534206667442503,0.967737721362283
"46","VILLE MARIE",20,"36","QC",-85.4839346222856,0.100874605808173,-0.128896546856746,0.330645758473092,0.0184942772176752,0.967737721362283
