"","city","df_n","id","prov","intercept","slope","CI_lower","CI_upper","variance","r.squared"
"1","BATTLE HARBOUR",19,"17","NL",101.142858738967,-0.0599940411902724,-0.170777865145491,0.0507897827649458,0.00425109693178491,0.959226264189814
"2","BAY D'ESPOIR",31,"1","NL",-83.8678010841262,0.0961335651120196,-0.0608001303586724,0.253067260582712,0.00864040975063973,0.959226264189814
"3","CARTWRIGHT",36,"13","NL",-93.3299442299441,0.0974071686033997,-0.047621902870534,0.242436240077333,0.00734386137574228,0.959226264189814
"4","CHURCHILL FALLS",38,"14","NL",-82.0411861253974,0.0877104215382321,-0.0523325536805025,0.227753396756967,0.00688057277482564,0.959226264189814
"5","CORNER BROOK",38,"2","NL",-160.363311084364,0.135199205869121,-0.00590827492602383,0.276306686664266,0.0068805727748256,0.959226264189814
"6","DANIELS HARBOUR",35,"3","NL",-212.477706870878,0.160047221364703,0.0199877562688257,0.300106686460581,0.00688219322711072,0.959226264189814
"7","DEER LAKE",38,"4","NL",-208.195601269286,0.157674312554754,0.0174134678080886,0.29793515730142,0.0068805727748256,0.959226264189814
"8","EXPLOITS DAM",30,"5","NL",-207.914653318502,0.156879469443888,-0.00877252161640196,0.322531460504177,0.00959721033101714,0.959226264189814
"9","GANDER",38,"6","NL",-157.301302111829,0.133448467276278,-0.00765901351886764,0.274555948071423,0.0068805727748256,0.959226264189814
"10","GOOSE",38,"15","NL",-107.638625670205,0.103642142733111,-0.0364008324856235,0.243685117951845,0.00688057277482561,0.959226264189814
"11","GRAND FALLS",32,"12","NL",-151.538673020528,0.129587149694671,-0.0274841193042879,0.28665841869363,0.00865556535728873,0.959226264189814
"12","HOPEDALE",27,"16","NL",-12.6979362562262,0.0564640119315675,-0.0941432853976442,0.207071309260779,0.00787398937085433,0.959226264189814
"13","NAIN",31,"18","NL",-271.716129032262,0.184873073448339,0.0236045272360448,0.346141619660633,0.00909601219983913,0.959226264189814
"14","PLUM POINT",36,"7","NL",-204.227478485197,0.155150943058584,0.0123220530377493,0.297979833079418,0.00715705010060393,0.959226264189814
"15","PORT AUXBASQUES",36,"8","NL",-147.730384765734,0.129553431372883,-0.0110428556002056,0.270149718345971,0.00693505066267774,0.959226264189814
"16","ST ANTHONY",30,"9","NL",-54.1362252728153,0.0796921815571232,-0.0737200995771315,0.233104462691378,0.00806627348520024,0.959226264189814
"17","ST JOHN'S",38,"10","NL",-156.006105700842,0.134148762713415,-0.0101502549260879,0.278447780352918,0.0068805727748256,0.959226264189814
"18","STEPHENVILLE",38,"11","NL",-175.587646350804,0.142979050491071,0.00203779227537237,0.28392030870677,0.00688057277482561,0.959226264189814
"19","WABUSH LAKE",36,"19","NL",-9.02075394886661,0.0511274070915906,-0.0922124601311956,0.194467274314377,0.00718597476880847,0.959226264189814
