"","city","df_n","id","prov","intercept","slope","CI_lower","CI_upper","variance","r.squared"
"1","ALERT",38,"9","NU",-209.044129554636,0.0866396761133503,0.00680465566881311,0.166474696557888,0.00223608761801042,0.991502579276647
"2","ARCTIC BAY",30,"10","NU",39.1040723498796,-0.12262882790288,-0.249225048706079,0.00396739290031972,0.00550906608297753,0.991502579276647
"3","BAKER LAKE",38,"1","NU",-133.954798117956,-0.0365576102418109,-0.149733062196113,0.0766178417124909,0.0044721752360208,0.991502579276647
"4","BROUGHTON",35,"11","NU",-265.257418133929,0.0321629886097572,-0.0815505744954295,0.145876551714944,0.00452247555622215,0.991502579276647
"5","CAMBRIDGE BAY",35,"12","NU",-101.928319327734,-0.0532783315755336,-0.179726164849137,0.0731695016980698,0.00509821713355623,0.991502579276647
"6","CAPE DORSET",38,"13","NU",-192.419641098588,-0.00403764087973623,-0.117540815646752,0.109465533887279,0.00447217523602085,0.991502579276647
"7","CAPE DYER",27,"14","NU",-346.782098536338,0.072643337502665,-0.0519245985147996,0.19721127352013,0.00543574274087306,0.991502579276647
"8","CAPE HOOPER",35,"15","NU",-241.021698918429,0.0197796774925193,-0.0942533779782864,0.133812732963325,0.00451402870472361,0.991502579276647
"9","CHESTERFIELD",28,"2","NU",-193.438364584634,-0.00681849146166394,-0.144773753447587,0.131136770524259,0.00667695540600808,0.991502579276647
"10","CLYDE",38,"16","NU",-344.437706532444,0.068935332093237,-0.044826649496429,0.182697313682903,0.00447217523602085,0.991502579276647
"11","CORAL HARBOUR",36,"4","NU",-137.435092235092,-0.034284463758138,-0.152339818981991,0.0837708914657154,0.00486615257824172,0.991502579276647
"12","DEWAR LAKES",35,"17","NU",-214.898573738545,0.00533483913741955,-0.110777951297484,0.121447629572323,0.00470732801608836,0.991502579276647
"13","ENNADAI LAKE",15,"5","NU",65.8819819819793,-0.134130023603697,-0.410995131766151,0.142735084558757,0.0268929466201789,0.991502579276647
"14","EUREKA",37,"18","NU",-134.632432432432,-0.0397928292665035,-0.156379109499563,0.0767934509665556,0.00465851587085505,0.991502579276647
"15","HALL BEACH",38,"19","NU",-237.831961921436,0.014531130320614,-0.0986443216336883,0.127706582274916,0.00447217523602084,0.991502579276647
"16","IQALUIT",36,"20","NU",-231.607507507508,0.0139008644271904,-0.103871093057371,0.131672821911752,0.00486615257824174,0.991502579276647
"17","KUGLUKTUK",35,"3","NU",-148.833585434175,-0.0276200682702123,-0.14845764165387,0.0932175051134451,0.00509821713355625,0.991502579276647
"18","LONGSTAFF BLUFF",27,"21","NU",-187.179775080962,-0.00945543468127183,-0.152273495747537,0.133362626384994,0.00714517093064544,0.991502579276647
"19","LUPIN",32,"8","NU",-215.082644594812,0.00529281945616804,-0.120237942539403,0.130823581451739,0.00552843573159141,0.991502579276647
"20","PELLY BAY",32,"6","NU",-199.718816067653,-0.00493517049859577,-0.132706796136699,0.122836455139507,0.00570979522428658,0.991502579276647
"21","POND INLET",38,"22","NU",-178.536820221031,-0.0154283838494264,-0.129659142881476,0.0988023751826229,0.00447217523602084,0.991502579276647
"22","RESOLUTE",38,"23","NU",-122.335364919575,-0.0430353430353331,-0.155939111700331,0.0698684256296647,0.00447217523602084,0.991502579276647
"23","SHEPHERD BAY",37,"7","NU",-180.635277382646,-0.0158715395557401,-0.131103465916772,0.099360386805292,0.00465851587085504,0.991502579276647
