1141455,CASTLEGAR A                               ,  BC,Homogenized monthly mean of the hourly wind speeds, km/h, updated to December 2014
1141455,CASTLEGAR A                               ,  BC,    Moyenne mensuelle homogénéisée des vitesses horaires du vent,/h, Mise à jour jusqu à décembre 2014
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,   Annual, ,   Winter, ,   Spring, ,   Summer, ,   Autumn
Year,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,   Annuel, ,    Hiver, , Printemp, ,      Ete, ,  Automne
1953, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,  -9999.9,M,  -9999.9,M,  -9999.9,M,  -9999.9,M,  -9999.9,M 
1954, -9999.9,M, -9999.9,M, -9999.9,M,     6.9, , -9999.9,M,     6.9, ,     8.0, ,     6.2, ,     4.0, ,     6.5, ,     5.7, ,     5.5, ,      6.2, ,  -9999.9,M,  -9999.9,M,      7.0, ,      5.4,  
1955,     6.0, , -9999.9,M,    12.1, ,    10.1, ,    10.6, ,     9.2, ,     9.2, ,     8.8, ,     8.1, ,     9.8, ,    10.7, ,     9.4, ,      9.4, ,      5.7, ,     10.9, ,      9.0, ,      9.5,  
1956,     6.9, ,    10.4, ,     6.8, ,     9.3, ,    11.6, ,    12.1, ,     9.2, ,     7.5, ,     9.2, ,    10.0, ,    10.1, ,    16.1, ,     10.0, ,      8.9, ,      9.3, ,      9.6, ,      9.8,  
1957,    17.2, ,    12.9, ,    10.5, ,     9.5, ,    10.4, ,    10.3, ,    10.8, ,    10.0, ,    10.1, ,    12.4, ,    10.8, ,     9.7, ,     11.2, ,     15.4, ,     10.1, ,     10.4, ,     11.1,  
1958,     8.0, , -9999.9,M,     8.8, ,     9.5, ,     9.4, ,     8.9, ,    10.1, ,     9.2, ,    11.5, ,     7.6, ,    10.3, ,    10.1, ,      9.4, ,      8.8, ,      9.3, ,      9.4, ,      9.8,  
1959,     7.9, ,    12.5, ,     8.1, ,     9.4, ,     8.3, ,     7.7, ,     8.5, ,     8.9, ,     5.5, ,     6.6, ,     7.5, ,     8.4, ,      8.3, ,     10.2, ,      8.6, ,      8.3, ,      6.5,  
1960,     9.2, ,     7.3, ,     7.1, ,     9.5, ,     8.6, ,     9.1, ,     6.8, ,     8.2, ,     9.4, ,     7.4, ,     6.8, ,     7.2, ,      8.0, ,      8.3, ,      8.4, ,      8.0, ,      7.9,  
1961,     9.1, ,     6.0, ,     6.1, ,    11.0, ,     7.5, ,     6.5, ,     7.5, ,     5.7, ,     7.3, ,     8.2, ,     7.4, ,     5.4, ,      7.3, ,      7.4, ,      8.2, ,      6.6, ,      7.6,  
1962,    11.8, ,     8.0, ,     7.8, ,     9.3, ,     8.9, ,    10.4, ,     8.8, ,     9.7, ,    10.1, ,     8.5, ,     8.5, ,     7.2, ,      9.1, ,      8.4, ,      8.7, ,      9.6, ,      9.0,  
1963,     7.9, ,     8.6, ,     8.2, ,    10.8, ,     8.5, ,     9.7, ,     9.3, ,     9.4, ,     7.2, ,     7.0, ,     8.4, ,     7.8, ,      8.6, ,      7.9, ,      9.2, ,      9.5, ,      7.5,  
1964,     7.6, ,     9.5, ,     8.1, ,     9.2, ,     9.9, ,     9.3, ,     8.4, ,     7.5, ,     6.4, ,     6.9, ,     5.9, ,     8.6, ,      8.1, ,      8.3, ,      9.1, ,      8.4, ,      6.4,  
1965,     6.6, ,     8.9, ,     6.7, ,     8.6, ,     8.7, ,     8.6, ,     7.0, ,     6.9, ,     7.1, ,     7.2, ,     7.7, ,     6.2, ,      7.5, ,      8.1, ,      8.0, ,      7.5, ,      7.4,  
1966,     6.3, ,     5.8, ,     6.1, ,     9.1, ,     9.5, ,     7.7, ,     7.9, ,     7.7, ,     5.9, ,     5.7, ,     6.3, ,     5.7, ,      7.0, ,      6.1, ,      8.2, ,      7.7, ,      6.0,  
1967,     7.4, ,     6.6, ,     9.0, ,     9.1, ,     8.0, ,     8.7, ,     8.5, ,     7.2, ,     8.7, ,     7.4, ,     9.8, ,    10.3, ,      8.4, ,      6.5, ,      8.7, ,      8.1, ,      8.6,  
1968,     9.5, ,    11.1, ,     5.7, ,     8.3, ,     9.4, ,     8.3, ,     8.1, ,     6.9, ,     7.3, ,     6.8, ,     8.1, ,    10.4, ,      8.3, ,     10.3, ,      7.8, ,      7.8, ,      7.4,  
1969,    14.8, ,     9.1, ,     7.3, ,     9.8, ,     9.2, ,     7.0, ,     7.8, ,     9.1, ,     8.8, ,     7.4, ,     9.6, ,     8.9, ,      9.1, ,     11.4, ,      8.8, ,      8.0, ,      8.6,  
1970,    10.8, ,    11.4, ,    10.3, ,    10.3, ,    10.9, ,     9.4, ,     9.1, ,     8.8, ,    10.2, ,     6.8, ,     8.8, ,     8.0, ,      9.6, ,     10.4, ,     10.5, ,      9.1, ,      8.6,  
1971,    11.3, ,     7.7, ,     8.2, ,     7.9, ,    10.5, ,     8.3, ,     7.0, ,     6.4, ,     6.1, ,     7.6, ,     5.9, ,     9.6, ,      8.1, ,      9.0, ,      8.9, ,      7.2, ,      6.6,  
1972,    12.3, ,     9.9, ,     8.0, ,    10.1, ,     9.1, ,     9.5, ,     7.1, ,     6.0, ,     7.0, ,     8.7, ,     8.1, ,     8.9, ,      8.7, ,     10.6, ,      9.0, ,      7.5, ,      7.9,  
1973,    10.0, ,     7.6, ,     6.7, ,     9.8, ,     8.7, ,     8.7, ,     8.7, ,     8.3, ,     7.6, ,     7.8, ,     5.3, ,     5.8, ,      7.9, ,      8.8, ,      8.4, ,      8.6, ,      6.9,  
1974,    12.0, ,     7.6, ,     8.1, ,     8.5, ,     8.4, ,     9.8, ,     8.0, ,     8.2, ,     6.4, ,     7.0, ,     7.2, ,     7.5, ,      8.2, ,      8.5, ,      8.3, ,      8.7, ,      6.9,  
1975,     8.4, ,     9.8, ,     8.9, ,     8.8, ,     8.3, ,     7.8, ,     7.4, ,     7.4, ,     5.3, ,     6.0, ,     7.5, ,     9.2, ,      7.9, ,      8.6, ,      8.7, ,      7.5, ,      6.3,  
1976,     7.6, ,    10.2, ,     9.0, ,    10.8, ,     9.5, ,    10.7, ,     9.5, ,     7.8, ,     7.4, ,     6.1, ,    10.3, ,    10.8, ,      9.1, ,      9.0, ,      9.8, ,      9.3, ,      7.9,  
1977,    10.2, ,     6.7, ,    10.0, ,    10.7, ,     9.9, ,     8.7, ,     9.4, ,     9.4, ,     7.9, ,     6.9, ,     9.2, ,    10.5, ,      9.1, ,      9.2, ,     10.2, ,      9.2, ,      8.0,  
1978,    11.8, ,     8.1, ,     5.7, ,    10.7, ,     9.5, ,     8.0, ,     8.2, ,     8.5, ,     7.8, ,     5.8, ,    10.6, ,    12.4, ,      8.9, ,     10.1, ,      8.6, ,      8.2, ,      8.1,  
1979,    13.2, ,     8.8, ,     5.5, ,     6.3, ,     6.3, ,     8.4, ,     7.9, ,     7.0, ,     5.4, ,     6.5, ,     8.7, , -9999.9,M,      7.7, ,     11.5, ,      6.1, ,      7.8, ,      6.9,  
1980,     6.7, ,     6.7, ,     7.3, ,     6.6, ,     7.7, ,     7.7, ,     5.8, ,     8.0, ,     7.1, ,     6.1, ,     7.0, ,     9.6, ,      7.2, ,      6.7, ,      7.2, ,      7.2, ,      6.7,  
1981,     7.5, ,     7.2, ,     6.6, ,     7.0, ,     6.6, ,     7.2, ,     7.9, ,     5.9, ,     6.6, ,     6.5, ,     6.4, ,     7.4, ,      6.9, ,      8.1, ,      6.7, ,      7.0, ,      6.5,  
