"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1937" "NA" "NA" "89.7" "74.3" "123.5" "112.6" "58.1" "45.8" "92.1" "114.6" "99.1" "115.8" "NA" "NA" "287.6" "216.4" "305.8" NA
"1938" "75.2" "104.5" "161.0" "108.6" "64.3" "172.4" "144.2" "47.9" "128.7" "70.6" "84.4" "121.1" "1282.9" "295.6" "333.8" "364.5" "283.7" NA
"1939" "79.8" "152.6" "177.2" "121.0" "41.8" "127.3" "60.9" "0.7" "63.5" "152.0" "26.9" "98.6" "1102.4" "353.5" "340.1" "188.9" "242.4" NA
"1940" "71.0" "48.1" "148.9" "135.7" "25.8" "65.7" "156.2" "10.1" "136.7" "31.1" "209.2" "NA" "NA" "217.8" "310.4" "232.0" "377.1" NA
"1941" "84.7" "31.3" "68.5" "36.6" "127.3" "45.3" "62.4" "56.6" "48.8" "174.5" "112.1" "131.0" "979.2" "NA" "232.3" "164.3" "335.5" NA
"1942" "179.4" "85.2" "101.5" "92.8" "31.6" "82.5" "142.0" "58.1" "93.4" "199.9" "265.3" "134.1" "1465.8" "395.7" "225.9" "282.5" "558.6" NA
"1943" "81.3" "121.5" "104.4" "70.7" "169.4" "164.7" "296.4" "179.1" "46.8" "93.3" "244.9" "90.1" "1662.5" "336.9" "344.6" "640.2" "384.9" NA
"1944" "35.3" "74.4" "53.6" "70.3" "55.2" "85.8" "80.5" "6.0" "132.3" "139.6" "195.1" "35.1" "963.3" "199.8" "179.1" "172.4" "467.0" NA
"1945" "128.1" "139.4" "109.5" "90.6" "215.1" "219.6" "84.2" "70.3" "78.3" "203.8" "157.8" "128.1" "1624.8" "302.6" "415.2" "374.0" "440.0" NA
"1946" "45.4" "331.1" "97.1" "223.7" "111.3" "13.4" "23.3" "38.4" "34.7" "57.5" "55.3" "165.3" "1196.3" "504.5" "432.1" "75.0" "147.5" NA
"1947" "NA" "113.6" "130.2" "63.0" "211.1" "110.1" "60.5" "8.9" "139.5" "2.1" "110.9" "NA" "NA" "NA" "404.3" "179.5" "252.6" NA
"1948" "100.6" "118.0" "200.3" "158.9" "187.2" "150.5" "44.7" "60.6" "35.7" "142.2" "NA" "70.8" "NA" "NA" "546.4" "255.8" "NA" NA
"1949" "220.9" "115.1" "111.6" "197.5" "NA" "55.7" "32.1" "NA" "154.3" "21.7" "154.5" "119.2" "NA" "406.8" "NA" "NA" "330.5" NA
"1950" "84.5" "78.4" "51.7" "105.8" "16.6" "61.1" "91.0" "140.3" "43.0" "NA" "291.1" "4.1" "NA" "282.2" "174.1" "292.5" "NA" NA
"1951" "NA" "NA" "NA" "NA" "NA" "20.1" "102.6" "123.4" "68.4" "43.0" "NA" "NA" "NA" "NA" "NA" "246.1" "NA" NA
"1952" "NA" "142.6" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1953" "NA" "NA" "202.2" "NA" "56.0" "23.1" "NA" "NA" "NA" "NA" "94.7" "166.9" "NA" "NA" "NA" "NA" "NA" NA
"1954" "NA" "NA" "NA" "96.3" "NA" "NA" "NA" "NA" "58.1" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1955" "NA" "NA" "NA" "75.1" "27.6" "37.1" "NA" "NA" "13.8" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1956" "NA" "NA" "NA" "NA" "NA" "20.9" "60.2" "53.0" "132.5" "127.8" "77.4" "48.7" "NA" "NA" "NA" "134.1" "337.7" NA
"1957" "100.0" "NA" "44.3" "177.6" "37.7" "4.1" "NA" "19.4" "18.7" "NA" "278.6" "19.5" "NA" "NA" "259.6" "NA" "NA" NA
"1958" "NA" "NA" "48.5" "NA" "NA" "NA" "NA" "NA" "NA" "64.6" "129.2" "59.6" "NA" "NA" "NA" "NA" "NA" NA
