"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1906" "36.2" "18.7" "0.4" "9.5" "7.9" "49.4" "44.7" "22.3" "25.5" "41.0" "66.3" "22.2" "343.9" "NA" "17.8" "116.3" "132.7" NA
"1907" "24.5" "49.0" "24.9" "2.7" "9.5" "9.9" "13.3" "42.3" "19.1" "24.0" "NA" "NA" "NA" "95.7" "37.1" "65.5" "NA" NA
"1908" "26.7" "15.1" "43.6" "3.0" "4.9" "25.8" "6.7" "23.7" "53.6" "37.5" "37.1" "24.4" "301.9" "NA" "51.4" "56.2" "128.2" NA
"1909" "9.0" "13.7" "53.8" "NA" "14.5" "14.9" "53.6" "51.6" "68.4" "36.0" "18.8" "7.8" "NA" "47.1" "NA" "120.1" "123.2" NA
"1910" "18.4" "22.6" "33.8" "22.3" "28.7" "34.9" "58.1" "29.3" "17.2" "15.6" "19.3" "31.3" "331.4" "48.7" "84.8" "122.2" "52.1" NA
"1911" "20.5" "34.4" "30.3" "3.4" "5.4" "22.4" "13.7" "47.1" "53.5" "17.8" "29.0" "44.2" "321.8" "86.2" "39.2" "83.2" "100.3" NA
"1912" "20.7" "10.3" "2.4" "7.3" "5.1" "8.9" "15.3" "48.8" "15.5" "35.6" "16.1" "37.9" "223.8" "75.2" "14.8" "72.9" "67.2" NA
"1913" "42.6" "16.3" "7.2" "10.6" "8.6" "16.2" "32.9" "36.4" "34.7" "39.2" "23.3" "79.0" "346.8" "96.8" "26.3" "85.4" "97.1" NA
"1914" "19.6" "30.9" "23.3" "31.3" "16.6" "9.3" "21.5" "14.5" "58.6" "31.0" "24.6" "7.5" "288.8" "129.6" "71.2" "45.3" "114.2" NA
"1915" "13.2" "23.7" "10.1" "7.1" "27.5" "22.0" "31.6" "11.9" "5.2" "43.8" "11.3" "32.4" "239.6" "44.3" "44.6" "65.4" "60.3" NA
"1916" "21.6" "23.2" "20.2" "3.5" "6.2" "5.2" "33.1" "12.2" "15.4" "12.1" "19.0" "16.3" "187.9" "77.1" "29.9" "50.4" "46.5" NA
"1917" "35.0" "8.5" "2.6" "4.6" "4.4" "33.4" "36.5" "22.0" "18.7" "45.4" "96.0" "38.3" "345.5" "59.8" "11.7" "92.0" "160.0" NA
"1918" "42.1" "45.7" "17.3" "10.4" "8.4" "6.8" "11.9" "11.0" "39.5" "39.5" "55.4" "11.5" "299.5" "126.1" "36.1" "29.7" "134.5" NA
"1919" "41.8" "26.2" "8.6" "6.3" "6.4" "39.9" "59.0" "6.1" "41.7" "68.1" "24.5" "45.6" "374.3" "79.5" "21.3" "105.0" "134.3" NA
