"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1913" "NA" "7.1" "15.8" "29.9" "63.7" "98.7" "66.5" "70.5" "58.6" "58.1" "49.0" "8.4" "NA" "NA" "109.4" "235.7" "165.8" NA
"1914" "98.8" "36.0" "26.3" "65.2" "36.2" "43.4" "11.7" "13.4" "98.6" "64.0" "68.3" "21.6" "583.5" "143.3" "127.6" "68.5" "231.0" NA
"1915" "26.5" "28.3" "24.6" "83.1" "113.1" "75.9" "80.6" "13.8" "26.3" "58.5" "45.2" "53.3" "629.1" "76.3" "220.8" "170.3" "130.0" NA
"1916" "20.7" "45.1" "63.1" "39.4" "99.6" "46.3" "49.5" "33.1" "53.1" "4.4" "25.5" "24.3" "504.0" "119.1" "202.1" "128.9" "83.0" NA
"1917" "26.2" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1918" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1919" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1920" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1921" "NA" "NA" "NA" "NA" "NA" "68.6" "2.4" "48.6" "60.3" "46.3" "61.2" "43.2" "NA" "NA" "NA" "119.7" "167.9" NA
"1922" "30.6" "33.7" "38.6" "76.3" "32.4" "10.1" "2.0" "41.5" "51.0" "70.0" "NA" "NA" "NA" "107.6" "147.2" "53.5" "NA" NA
"1923" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1924" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1925" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1926" "NA" "NA" "15.7" "25.2" "88.2" "39.7" "8.1" "65.2" "56.4" "66.0" "58.7" "57.4" "NA" "NA" "129.1" "113.0" "181.1" NA
"1927" "42.1" "25.0" "21.8" "15.2" "50.3" "61.3" "35.9" "76.0" "165.4" "71.5" "56.9" "85.0" "706.3" "124.5" "87.3" "173.1" "293.7" NA
"1928" "40.2" "14.8" "31.0" "40.1" "39.3" "96.7" "29.6" "27.1" "5.0" "76.6" "23.6" "34.2" "458.3" "139.9" "110.4" "153.4" "105.3" NA
"1929" "28.8" "5.1" "18.6" "36.3" "16.0" "85.0" "6.0" "13.5" "10.9" "20.3" "10.4" "50.5" "301.4" "68.1" "70.9" "104.4" "41.7" NA
"1930" "21.6" "48.5" "13.5" "31.1" "73.2" "81.5" "21.5" "13.5" "21.0" "56.8" "27.9" "15.4" "425.4" "120.6" "117.8" "116.5" "105.6" NA
"1931" "25.6" "6.1" "27.1" "19.6" "25.9" "92.9" "19.7" "3.3" "79.7" "39.8" "45.9" "51.5" "437.2" "47.2" "72.6" "116.0" "165.4" NA
"1932" "30.8" "23.5" "66.6" "68.7" "28.6" "56.8" "31.2" "45.8" "25.5" "54.8" "85.9" "65.0" "583.1" "105.7" "163.9" "133.7" "166.2" NA
"1933" "25.9" "20.5" "38.1" "4.2" "60.7" "34.7" "32.1" "34.4" "72.0" "109.1" "35.1" "65.7" "532.4" "111.4" "103.0" "101.2" "216.1" NA
"1934" "72.4" "2.0" "53.3" "30.7" "71.0" "11.8" "26.9" "20.4" "66.6" "58.3" "77.2" "99.6" "590.3" "140.1" "155.1" "59.1" "202.2" NA
"1935" "67.6" "11.1" "20.4" "20.4" "19.0" "100.1" "89.6" "11.4" "33.6" "53.9" "37.0" "21.1" "485.2" "178.3" "59.8" "201.0" "124.6" NA
"1936" "14.3" "4.2" "7.7" "49.6" "34.2" "107.3" "68.6" "13.1" "41.5" "9.7" "10.3" "55.6" "416.2" "39.6" "91.5" "189.0" "61.5" NA
"1937" "63.8" "100.7" "7.5" "44.5" "30.2" "44.0" "46.3" "26.4" "22.6" "47.8" "71.1" "28.6" "533.4" "220.1" "82.2" "116.6" "141.5" NA
"1938" "30.2" "39.1" "29.8" "20.9" "34.7" "41.8" "19.9" "29.8" "61.1" "87.0" "26.5" "119.1" "540.0" "97.9" "85.3" "91.5" "174.7" NA
"1939" "53.6" "35.8" "10.3" "2.8" "42.2" "109.9" "49.6" "11.3" "30.1" "55.5" "27.0" "75.1" "503.1" "208.5" "55.3" "170.8" "112.5" NA
"1940" "45.3" "25.7" "72.1" "34.7" "59.3" "32.6" "42.3" "15.6" "43.0" "113.1" "40.7" "60.3" "584.7" "146.0" "166.1" "90.5" "196.9" NA
"1941" "38.4" "23.6" "31.4" "13.9" "63.0" "90.7" "40.6" "110.8" "138.7" "29.2" "51.6" "39.6" "671.5" "122.3" "108.2" "242.1" "219.5" NA
"1942" "19.4" "4.1" "7.8" "30.3" "100.1" "94.8" "69.8" "21.1" "7.8" "41.9" "40.5" "56.6" "494.1" "63.1" "138.3" "185.6" "90.2" NA
"1943" "30.9" "22.6" "28.8" "38.5" "23.0" "58.9" "59.2" "32.8" "4.0" "73.4" "17.4" "40.4" "429.9" "110.2" "90.4" "150.8" "94.8" NA
"1944" "21.9" "20.6" "6.1" "38.0" "75.4" "49.4" "32.3" "32.9" "69.9" "37.9" "50.6" "52.5" "487.5" "82.8" "119.5" "114.6" "158.4" NA
"1945" "45.8" "24.7" "19.2" "32.5" "39.2" "24.6" "14.9" "5.4" "36.0" "107.9" "37.4" "35.6" "423.2" "123.0" "90.9" "45.0" "181.2" NA
"1946" "46.4" "41.5" "25.8" "46.8" "27.4" "60.2" "16.6" "8.3" "40.9" "22.2" "51.5" "32.8" "420.4" "123.5" "100.1" "85.1" "114.6" NA
"1947" "50.0" "16.6" "16.9" "43.2" "20.6" "59.6" "68.9" "16.8" "32.2" "113.3" "59.2" "45.2" "542.7" "99.4" "80.7" "145.4" "204.8" NA
"1948" "18.6" "49.3" "6.9" "94.7" "81.3" "53.9" "52.5" "114.5" "27.7" "26.7" "63.7" "63.6" "653.4" "113.0" "182.9" "220.9" "118.1" NA
