"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1957" "NA" "NA" "NA" "5.7" "6.1" "8.7" "48.0" "63.0" "33.6" "12.0" "3.8" "0.6" "NA" "NA" "NA" "119.6" "49.4" NA
"1958" "9.3" "0.1" "16.2" "23.7" "NA" "NA" "19.2" "NA" "29.0" "16.7" "NA" "0.0" "NA" "9.9" "NA" "NA" "NA" NA
"1959" "NA" "0.0" "0.1" "0.4" "NA" "4.7" "8.5" "55.4" "37.4" "8.6" "15.4" "20.3" "NA" "NA" "NA" "68.6" "61.3" NA
"1960" "3.8" "2.0" "NA" "3.6" "11.0" "7.7" "30.0" "75.5" "20.9" "23.1" "4.7" "22.2" "NA" "26.1" "NA" "113.2" "48.7" NA
"1961" "25.1" "18.4" "0.0" "16.6" "NA" "2.8" "29.2" "90.1" "15.5" "28.6" "5.5" "1.9" "NA" "65.7" "NA" "122.1" "49.6" NA
"1962" "NA" "0.0" "0.1" "0.0" "2.7" "3.6" "44.9" "27.6" "33.3" "31.8" "20.6" "3.7" "NA" "NA" "2.8" "76.2" "85.6" NA
"1963" "3.9" "4.3" "0.0" "9.1" "0.2" "8.9" "20.3" "36.2" "10.7" "22.6" "18.9" "3.8" "139.1" "11.9" "9.4" "65.5" "52.3" NA
"1964" "0.1" "0.1" "0.7" "5.8" "6.5" "6.4" "29.6" "7.5" "28.6" "8.6" "6.5" "1.9" "102.3" "4.0" "13.0" "43.5" "43.6" NA
"1965" "7.6" "25.7" "13.1" "5.0" "9.0" "37.4" "5.0" "48.2" "2.3" "14.7" "3.8" "NA" "NA" "35.2" "27.0" "90.6" "20.8" NA
"1966" "0.0" "38.7" "12.9" "11.1" "0.1" "0.0" "9.4" "32.3" "43.9" "20.6" "0.0" "NA" "NA" "NA" "24.1" "41.6" "64.5" NA
"1967" "0.0" "0.0" "NA" "6.2" "6.8" "33.5" "40.3" "77.7" "28.5" "11.5" "0.5" "14.4" "NA" "NA" "NA" "151.4" "40.5" NA
"1968" "0.2" "0.2" "0.5" "1.4" "5.1" "0.5" "23.0" "19.1" "16.2" "19.0" "9.0" "3.7" "97.9" "14.8" "7.1" "42.5" "44.2" NA
"1969" "3.7" "11.8" "0.7" "20.3" "23.4" "12.5" "26.2" "33.2" "29.2" "37.5" "27.6" "22.0" "248.1" "19.1" "44.5" "71.9" "94.3" NA
"1970" "0.1" "0.1" "0.4" "18.4" "7.6" "17.0" "18.6" "16.3" "17.2" "25.8" "3.9" "0.1" "125.4" "22.1" "26.4" "51.9" "46.8" NA
"1971" "3.9" "4.0" "13.1" "4.7" "11.7" "8.6" "4.9" "47.7" "43.8" "41.8" "6.1" "3.9" "194.3" "8.0" "29.5" "61.2" "91.7" NA
"1972" "4.5" "3.4" "3.4" "48.7" "17.4" "10.7" "7.7" "28.2" "23.1" "26.6" "14.0" "4.3" "192.1" "11.8" "69.5" "46.6" "63.7" NA
"1973" "4.6" "7.1" "10.3" "7.8" "24.3" "11.5" "22.7" "61.5" "31.2" "39.7" "10.1" "2.9" "233.8" "16.1" "42.4" "95.7" "81.0" NA
"1974" "3.3" "3.3" "0.5" "4.9" "5.7" "41.1" "25.2" "38.0" "38.5" "21.9" "30.7" "0.6" "213.7" "9.5" "11.1" "104.2" "91.1" NA
"1975" "0.5" "1.8" "1.2" "9.6" "6.4" "16.1" "19.4" "5.8" "74.9" "11.0" "5.3" "3.1" "155.0" "2.9" "17.2" "41.2" "91.2" NA
"1976" "3.2" "1.9" "3.1" "5.1" "13.1" "19.6" "11.2" "NA" "19.6" "31.4" "6.1" "11.4" "NA" "8.2" "21.3" "NA" "57.0" NA
"1977" "21.0" "8.4" "23.8" "22.8" "9.8" "7.9" "26.1" "36.1" "27.7" "27.0" "17.5" "10.3" "238.2" "40.7" "56.3" "70.0" "72.2" NA
"1978" "4.0" "6.0" "0.4" "1.0" "27.5" "25.6" "24.5" "40.5" "18.0" "56.2" "24.0" "9.5" "237.2" "20.4" "28.8" "90.6" "98.2" NA
"1979" "6.9" "1.0" "1.7" "3.7" "11.6" "6.6" "54.0" "15.1" "11.8" "32.5" "11.9" "17.0" "173.8" "17.4" "17.0" "75.7" "56.2" NA
"1980" "13.0" "12.9" "11.5" "14.7" "8.0" "3.6" "69.6" "45.8" "40.5" "6.6" "10.5" "14.6" "251.4" "43.0" "34.1" "119.0" "57.7" NA
"1981" "20.1" "2.7" "14.7" "4.4" "16.7" "16.9" "14.3" "40.4" "74.3" "104.7" "23.8" "18.4" "351.3" "37.4" "35.8" "71.6" "202.8" NA
"1982" "6.0" "0.4" "13.2" "13.4" "22.2" "64.7" "45.3" "17.6" "53.3" "62.3" "9.4" "5.6" "313.6" "24.7" "48.9" "127.6" "125.1" NA
"1983" "6.7" "3.9" "3.8" "2.5" "10.7" "21.0" "17.3" "25.9" "30.8" "55.6" "15.4" "10.3" "203.9" "16.2" "17.0" "64.3" "101.8" NA
"1984" "4.6" "14.0" "8.6" "21.5" "1.6" "13.0" "16.1" "46.7" "17.2" "28.7" "17.0" "8.9" "198.0" "28.8" "31.7" "75.8" "63.0" NA
"1985" "20.9" "9.1" "3.4" "21.3" "21.0" "14.7" "47.5" "29.9" "15.6" "23.6" "10.3" "13.8" "231.0" "38.9" "45.7" "92.1" "49.5" NA
"1986" "12.0" "9.0" "3.3" "4.0" "27.3" "2.9" "10.2" "31.5" "32.1" "23.2" "15.8" "20.9" "192.2" "34.7" "34.6" "44.6" "71.1" NA
"1987" "12.2" "9.3" "9.2" "14.9" "9.2" "17.4" "51.0" "38.1" "55.0" "17.3" "30.7" "22.1" "286.5" "42.5" "33.3" "106.5" "103.0" NA
"1988" "5.5" "2.9" "15.6" "11.8" "11.3" "50.0" "17.0" "60.2" "15.2" "20.7" "21.6" "4.3" "236.1" "30.5" "38.7" "127.2" "57.5" NA
"1989" "10.2" "17.5" "7.9" "34.0" "25.6" "35.8" "26.3" "8.3" "31.6" "26.3" "25.7" "13.1" "262.3" "32.1" "67.5" "70.4" "83.6" NA
"1990" "12.4" "10.5" "50.3" "21.1" "15.2" "45.4" "23.6" "30.6" "25.7" "65.6" "45.6" "49.9" "395.9" "36.0" "86.6" "99.7" "136.8" NA
