"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1883" "NA" "NA" "NA" "32.8" "86.9" "130.3" "80.5" "80.8" "64.5" "NA" "NA" "49.4" "NA" "NA" "NA" "291.5" "NA" NA
"1884" "132.4" "72.3" "39.3" "16.5" "76.3" "35.4" "96.2" "71.4" "74.5" "107.2" "69.8" "113.2" "904.5" "254.0" "132.1" "203.0" "251.5" NA
"1885" "42.5" "54.5" "61.2" "103.8" "79.9" "89.2" "38.5" "84.9" "54.5" "64.4" "97.6" "127.5" "898.6" "210.3" "244.9" "212.7" "216.5" NA
"1886" "108.8" "87.0" "70.2" "30.6" "32.6" "95.4" "81.1" "61.8" "97.8" "70.3" "72.5" "57.8" "866.1" "323.4" "133.5" "238.3" "240.6" NA
"1887" "87.8" "87.0" "59.5" "49.1" "58.7" "44.8" "53.4" "11.9" "47.4" "75.1" "102.3" "97.0" "774.0" "232.5" "167.4" "110.1" "224.8" NA
"1888" "56.7" "NA" "NA" "46.5" "69.2" "91.5" "32.6" "90.6" "74.0" "76.4" "84.3" "51.3" "NA" "NA" "NA" "214.7" "234.6" NA
"1889" "113.9" "66.2" "18.3" "37.0" "102.6" "96.3" "80.4" "57.7" "79.1" "36.8" "107.0" "109.2" "904.6" "231.4" "157.8" "234.5" "223.0" NA
"1890" "119.3" "77.0" "56.5" "52.4" "57.9" "56.3" "111.5" "84.5" "41.0" "53.7" "43.1" "29.7" "782.8" "305.4" "166.8" "252.3" "137.7" NA
"1891" "64.3" "64.6" "102.1" "39.7" "21.2" "25.4" "133.6" "69.0" "0.0" "41.9" "138.8" "56.7" "757.3" "158.6" "163.1" "227.9" "180.7" NA
"1892" "68.4" "52.1" "30.2" "50.7" "64.5" "136.4" "67.8" "164.8" "111.4" "61.1" "85.8" "36.7" "929.9" "177.1" "145.4" "369.1" "258.3" NA
