"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1924" "158.1" "92.5" "21.0" "59.6" "28.7" "14.3" "57.6" "65.1" "96.5" "117.8" "88.3" "63.3" "862.7" "NA" "109.2" "137.0" "302.6" NA
"1925" "150.8" "89.4" "84.6" "50.5" "31.5" "30.5" "68.5" "71.2" "38.6" "158.2" "102.6" "291.4" "1167.9" "303.6" "166.6" "170.2" "299.5" NA
"1926" "123.4" "174.8" "55.4" "101.3" "60.3" "55.1" "38.3" "62.0" "27.6" "174.8" "61.4" "244.4" "1178.9" "589.7" "217.0" "155.4" "263.9" NA
"1927" "76.9" "38.4" "75.4" "38.4" "23.4" "45.3" "31.0" "16.7" "76.0" "150.3" "137.3" "191.7" "900.8" "359.8" "137.2" "92.9" "363.6" NA
"1928" "130.1" "72.8" "108.8" "16.0" "47.9" "19.8" "35.0" "45.8" "75.8" "144.2" "130.4" "72.6" "899.1" "394.6" "172.7" "100.6" "350.3" NA
"1929" "85.7" "33.3" "129.3" "18.7" "25.6" "34.7" "58.7" "92.6" "15.3" "162.9" "302.8" "183.3" "1143.0" "191.6" "173.5" "186.1" "481.0" NA
"1930" "50.1" "156.4" "139.9" "70.7" "22.5" "34.3" "30.3" "11.3" "127.0" "163.1" "116.1" "137.5" "1059.3" "389.9" "233.1" "75.9" "406.2" NA
"1931" "122.2" "58.0" "69.6" "30.9" "40.9" "77.5" "40.2" "70.0" "52.0" "127.0" "96.6" "153.9" "938.9" "317.7" "141.4" "187.6" "275.6" NA
"1932" "133.0" "226.8" "107.5" "25.5" "30.4" "40.3" "78.4" "43.1" "263.4" "105.5" "234.0" "139.4" "1427.4" "513.7" "163.5" "161.8" "602.9" NA
"1933" "217.4" "76.3" "68.2" "NA" "45.0" "76.1" "44.3" "39.2" "80.7" "275.2" "445.5" "102.9" "NA" "433.2" "NA" "159.6" "801.4" NA
"1934" "433.4" "60.5" "85.5" "73.8" "41.4" "78.3" "40.0" "30.5" "139.1" "156.1" "67.4" "112.8" "1318.8" "596.8" "200.7" "148.9" "362.5" NA
"1935" "104.8" "39.3" "73.2" "16.3" "57.0" "60.3" "14.9" "60.1" "89.2" "266.9" "198.6" "114.3" "1094.9" "257.0" "146.5" "135.3" "554.7" NA
"1936" "112.2" "158.8" "82.6" "104.1" "74.9" "55.0" "67.3" "45.1" "152.4" "150.4" "235.8" "212.6" "1451.3" "385.3" "261.6" "167.5" "538.7" NA
"1937" "100.8" "123.5" "55.7" "19.1" "26.0" "93.1" "47.6" "109.7" "32.5" "139.9" "85.0" "181.4" "1014.4" "436.9" "100.8" "250.5" "257.4" NA
"1938" "118.8" "34.4" "39.4" "40.6" "35.0" "21.2" "81.4" "18.4" "74.1" "98.7" "80.6" "140.9" "783.4" "334.6" "115.0" "121.0" "253.4" NA
"1939" "126.4" "166.9" "58.6" "89.6" "71.8" "32.8" "54.6" "38.2" "81.8" "93.9" "162.4" "129.7" "1106.8" "434.2" "220.1" "125.6" "338.1" NA
"1940" "92.0" "34.8" "139.9" "88.7" "32.6" "39.3" "36.6" "111.8" "65.2" "139.4" "115.3" "98.2" "993.8" "256.5" "261.2" "187.7" "320.0" NA
"1941" "115.9" "50.0" "89.9" "36.9" "45.5" "84.0" "58.1" "15.4" "158.1" "208.4" "177.2" "74.3" "1113.8" "264.0" "172.3" "157.6" "543.8" NA
"1942" "37.7" "15.9" "98.2" "34.4" "37.2" "39.6" "33.1" "63.4" "53.0" "137.5" "81.1" "141.7" "773.0" "127.9" "169.9" "136.1" "271.7" NA
"1943" "171.1" "114.7" "29.5" "18.1" "40.1" "29.5" "76.8" "67.4" "62.0" "97.7" "71.4" "59.2" "837.4" "427.4" "87.7" "173.7" "231.1" NA
"1944" "62.9" "32.7" "32.2" "25.6" "33.1" "33.5" "50.5" "76.6" "56.1" "93.5" "56.3" "50.5" "603.5" "154.8" "90.8" "160.5" "205.9" NA
"1945" "107.6" "47.9" "60.7" "50.3" "33.5" "55.7" "51.6" "10.7" "61.3" "150.1" "210.7" "93.0" "933.1" "206.0" "144.4" "118.0" "422.1" NA
"1946" "242.1" "38.0" "84.7" "31.5" "10.7" "67.1" "96.2" "34.3" "152.1" "110.4" "99.6" "206.2" "1172.9" "373.1" "126.9" "197.6" "362.0" NA
"1947" "291.6" "178.5" "72.7" "92.0" "42.2" "59.0" "86.2" "40.7" "96.8" "133.3" "102.1" "250.6" "1445.7" "676.3" "206.9" "185.9" "332.1" NA
"1948" "192.3" "179.5" "69.1" "25.8" "49.8" "32.1" "41.3" "98.6" "97.9" "133.2" "119.2" "179.6" "1218.5" "622.5" "144.6" "172.0" "350.4" NA
"1949" "249.1" "164.1" "20.1" "80.6" "33.9" "55.5" "90.8" "70.8" "86.8" "204.3" "170.4" "215.8" "1441.9" "592.8" "134.5" "217.0" "461.4" NA
"1950" "83.5" "148.0" "36.0" "41.1" "62.8" "32.9" "61.0" "95.2" "70.7" "74.5" "163.7" "136.9" "1006.3" "447.4" "139.9" "189.2" "308.9" NA
"1951" "93.8" "119.6" "109.3" "22.0" "35.0" "23.5" "48.3" "53.0" "58.1" "221.4" "142.9" "250.0" "1176.8" "350.2" "166.4" "124.8" "422.3" NA
"1952" "201.8" "51.0" "87.7" "73.1" "10.9" "70.6" "25.5" "68.9" "171.4" "162.6" "92.0" "116.3" "1131.9" "502.9" "171.7" "165.1" "426.0" NA
"1953" "182.8" "74.4" "114.5" "35.8" "53.2" "57.7" "48.0" "69.8" "164.1" "169.3" "96.8" "384.8" "1451.3" "373.6" "203.5" "175.5" "430.2" NA
