"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1956" "132.3" "NA" "NA" "73.8" "63.0" "102.8" "49.2" "69.0" "53.2" "21.2" "90.6" "30.0" "NA" "NA" "NA" "220.9" "165.0" NA
"1957" "78.2" "NA" "NA" "NA" "46.5" "65.6" "52.4" "81.7" "48.3" "125.7" "34.3" "106.6" "NA" "NA" "NA" "199.7" "208.4" NA
"1958" "41.4" "54.5" "64.0" "49.2" "52.5" "90.9" "22.6" "89.1" "162.7" "45.9" "68.7" "62.6" "804.2" "202.5" "165.8" "202.6" "277.3" NA
"1959" "48.7" "NA" "49.0" "29.9" "49.9" "47.6" "47.1" "156.3" "66.3" "89.5" "117.7" "115.8" "NA" "NA" "128.8" "250.9" "273.6" NA
"1960" "207.8" "173.9" "148.7" "46.1" "64.4" "54.8" "NA" "23.6" "82.1" "118.1" "101.0" "90.1" "NA" "497.5" "259.2" "NA" "301.2" NA
"1961" "95.1" "78.8" "195.4" "14.9" "28.4" "77.1" "102.7" "67.5" "123.3" "115.9" "170.6" "178.0" "1247.5" "263.9" "238.6" "247.3" "409.7" NA
"1962" "119.8" "201.1" "106.1" "107.0" "33.6" "77.0" "109.8" "146.2" "84.9" "135.7" "135.5" "140.7" "1397.1" "498.8" "246.6" "333.0" "356.0" NA
"1963" "209.8" "131.6" "55.7" "NA" "58.1" "55.2" "92.8" "130.0" "117.7" "75.8" "66.2" "116.7" "NA" "482.1" "NA" "278.0" "259.7" NA
"1964" "55.2" "156.6" "109.7" "50.9" "48.7" "123.2" "84.8" "121.7" "63.5" "131.4" "91.6" "144.1" "1181.5" "328.6" "209.3" "329.7" "286.5" NA
"1965" "166.4" "109.2" "NA" "29.9" "74.1" "97.8" "92.0" "62.4" "71.7" "102.5" "90.3" "118.9" "NA" "419.7" "NA" "252.2" "264.6" NA
"1966" "86.4" "29.8" "16.8" "36.9" "54.5" "60.5" "73.6" "154.9" "48.1" "102.5" "56.4" "68.6" "789.0" "235.0" "108.2" "289.0" "207.1" NA
"1967" "33.2" "108.3" "88.7" "40.5" "85.7" "20.9" "74.6" "111.5" "131.3" "92.5" "157.6" "124.8" "1069.7" "210.1" "214.9" "207.1" "381.4" NA
"1968" "36.7" "66.6" "62.8" "44.4" "101.0" "177.7" "94.4" "136.4" "47.1" "104.1" "75.8" "36.6" "983.8" "228.1" "208.2" "408.6" "227.0" NA
"1969" "144.0" "47.6" "143.7" "69.3" "112.4" "64.1" "78.5" "127.0" "95.1" "85.7" "116.3" "157.9" "1241.7" "228.2" "325.4" "269.6" "297.2" NA
"1970" "103.9" "62.3" "68.6" "108.0" "64.1" "53.1" "88.6" "181.0" "60.2" "65.9" "160.8" "95.5" "1112.1" "324.1" "240.7" "322.7" "286.9" NA
"1971" "NA" "43.8" "100.8" "99.1" "45.2" "92.4" "75.1" "107.9" "NA" "60.5" "117.9" "69.5" "NA" "NA" "245.2" "275.5" "NA" NA
"1972" "NA" "24.1" "146.4" "102.6" "95.8" "95.1" "34.4" "77.0" "116.6" "231.7" "98.7" "97.6" "NA" "NA" "344.8" "206.5" "447.0" NA
"1973" "44.6" "143.2" "33.3" "26.3" "113.8" "163.2" "98.7" "158.5" "98.1" "112.2" "71.0" "52.5" "1115.3" "285.4" "173.4" "420.3" "281.3" NA
"1974" "NA" "72.1" "96.7" "94.2" "65.3" "30.4" "75.1" "62.1" "94.8" "106.3" "54.9" "126.6" "NA" "NA" "256.2" "167.5" "256.0" NA
"1975" "90.2" "34.7" "121.7" "120.6" "69.7" "48.8" "51.3" "62.0" "134.6" "98.3" "109.8" "100.2" "1041.9" "251.6" "312.0" "162.1" "342.7" NA
"1976" "76.2" "55.3" "86.2" "69.3" "68.7" "103.9" "39.6" "31.6" "134.8" "225.8" "120.6" "134.9" "1146.9" "231.7" "224.2" "175.0" "481.2" NA
"1977" "90.7" "59.1" "22.4" "30.4" "112.5" "54.5" "175.6" "45.9" "110.5" "193.2" "27.9" "125.6" "1048.1" "284.6" "165.2" "275.9" "331.6" NA
"1978" "138.2" "49.0" "126.1" "121.7" "64.5" "116.2" "25.1" "55.5" "47.8" "70.3" "107.4" "90.9" "1012.7" "312.8" "312.3" "196.8" "225.5" NA
"1979" "177.0" "56.0" "133.6" "10.4" "70.3" "30.0" "90.6" "71.8" "92.6" "76.7" "161.5" "97.7" "1068.2" "323.9" "214.3" "192.4" "330.8" NA
"1980" "83.2" "59.3" "58.4" "51.9" "144.0" "126.5" "131.0" "NA" "117.4" "84.5" "210.9" "116.4" "NA" "240.3" "254.3" "NA" "412.8" NA
"1981" "76.2" "NA" "128.9" "89.7" "110.6" "134.6" "63.5" "163.3" "95.6" "288.5" "106.6" "102.5" "NA" "NA" "329.3" "361.5" "490.6" NA
"1982" "69.7" "121.3" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "293.4" "NA" "NA" "NA" NA
"1983" "NA" "NA" "NA" "NA" "NA" "128.0" "164.8" "218.7" "75.1" "66.1" "133.5" "93.3" "NA" "NA" "NA" "511.5" "274.8" NA
"1984" "142.1" "90.6" "144.2" "67.0" "95.9" "176.6" "41.2" "151.7" "85.3" "54.8" "75.6" "87.4" "1212.4" "326.0" "307.1" "369.6" "215.6" NA
"1985" "96.8" "71.1" "42.4" "102.8" "83.1" "155.2" "76.2" "124.8" "49.0" "69.4" "36.6" "82.9" "990.2" "255.2" "228.3" "356.2" "155.0" NA
"1986" "82.0" "113.5" "40.2" "147.3" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "278.4" "NA" "NA" "NA" NA
"1987" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1988" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1989" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "161.6" "45.5" "NA" "NA" "NA" "NA" "NA" NA
"1990" "69.8" "54.2" "28.4" "90.4" "141.0" "61.4" "59.5" "66.4" "71.0" "141.6" "68.9" "71.5" "924.1" "169.4" "259.8" "187.3" "281.5" NA
"1991" "94.0" "75.2" "88.3" "52.9" "76.2" "142.4" "60.7" "112.0" "126.2" "95.2" "122.3" "70.2" "1115.4" "240.6" "217.4" "315.1" "343.6" NA
"1992" "43.8" "118.1" "27.9" "49.7" "58.4" "77.7" "64.0" "138.8" "55.4" "169.8" "50.3" "89.6" "943.5" "232.1" "135.9" "280.5" "275.5" NA
"1993" "53.1" "104.3" "87.3" "37.0" "103.8" "68.6" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "247.0" "228.2" "NA" "NA" NA
"1994" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1995" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1996" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1997" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1998" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1999" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
