"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1932" "10.7" "20.4" "9.1" "67.1" "51.1" "47.9" "67.4" "41.1" "8.6" "31.3" "19.8" "9.8" "384.3" "NA" "127.3" "156.4" "59.7" NA
"1933" "12.8" "32.3" "20.2" "15.3" "26.4" "81.3" "82.6" "29.9" "76.5" "59.0" "65.2" "36.5" "538.0" "54.9" "61.9" "193.8" "200.7" NA
"1934" "52.0" "4.2" "15.2" "28.3" "55.2" "73.7" "145.2" "39.6" "79.1" "36.9" "16.2" "27.4" "573.0" "92.7" "98.8" "258.5" "132.2" NA
"1935" "61.9" "2.0" "34.5" "22.5" "79.4" "85.3" "101.6" "110.4" "31.7" "37.4" "49.9" "22.7" "639.3" "91.3" "136.4" "297.3" "119.0" NA
"1936" "41.3" "5.1" "31.1" "23.2" "47.7" "107.4" "91.1" "51.1" "111.7" "NA" "17.0" "31.4" "NA" "69.1" "102.0" "249.6" "NA" NA
"1937" "24.3" "9.1" "18.2" "32.8" "54.4" "28.0" "43.2" "105.3" "22.2" "28.6" "30.4" "23.5" "419.9" "64.9" "105.4" "176.5" "81.1" NA
"1938" "7.4" "10.7" "17.1" "17.4" "2.3" "35.7" "54.3" "41.0" "6.4" "22.3" "31.9" "29.4" "275.9" "41.5" "36.9" "130.9" "60.6" NA
"1939" "18.2" "35.6" "36.1" "18.3" "31.6" "25.6" "77.1" "NA" "44.1" "88.9" "29.2" "20.9" "NA" "83.2" "86.1" "NA" "162.2" NA
"1940" "11.3" "8.4" "38.9" "33.0" "39.5" "80.9" "72.4" "21.0" "3.3" "25.4" "20.2" "9.2" "363.5" "40.5" "111.4" "174.3" "49.0" NA
"1941" "9.0" "22.2" "6.2" "9.5" "64.7" "171.7" "89.2" "106.2" "113.5" "27.9" "25.1" "9.1" "654.2" "40.4" "80.3" "367.1" "166.5" NA
"1942" "0.6" "13.2" "6.1" "8.2" "37.1" "130.4" "57.1" "49.9" "38.9" "13.7" "27.4" "28.5" "411.1" "22.9" "51.4" "237.5" "80.0" NA
"1943" "9.9" "20.3" "20.4" "17.3" "31.0" "71.3" "70.1" "77.7" "11.3" "19.2" "0.0" "11.2" "359.8" "58.6" "68.7" "219.2" "30.6" NA
"1944" "23.4" "42.5" "29.7" "16.7" "37.3" "70.8" "NA" "60.3" "42.5" "17.1" "64.7" "15.2" "NA" "77.0" "83.8" "NA" "124.4" NA
"1945" "26.4" "6.0" "0.1" "28.4" "23.0" "41.4" "71.2" "8.3" "39.4" "37.8" "45.8" "16.0" "343.7" "47.7" "51.5" "120.9" "123.0" NA
"1946" "44.7" "17.9" "7.2" "4.2" "25.0" "37.6" "67.4" "50.8" "30.8" "17.9" "7.4" "49.6" "360.3" "78.6" "36.3" "155.8" "56.0" NA
"1947" "21.3" "28.4" "3.2" "NA" "23.4" "76.2" "147.5" "59.5" "69.1" "25.7" "16.5" "38.3" "NA" "99.3" "NA" "283.3" "111.3" NA
"1948" "16.4" "38.4" "16.9" "57.2" "44.0" "17.0" "59.2" "34.7" "36.5" "9.4" "18.4" "22.2" "370.3" "93.1" "118.0" "110.9" "64.3" NA
"1949" "25.6" "27.2" "10.8" "18.2" "46.7" "59.9" "89.1" "97.9" "42.9" "50.9" "NA" "41.6" "NA" "75.0" "75.7" "246.9" "NA" NA
