"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1914" "77.3" "22.7" "42.8" "33.3" "48.9" "94.4" "51.6" "34.5" "72.5" "156.5" "89.4" "42.1" "765.9" "NA" "125.0" "180.5" "318.3" NA
"1915" "77.8" "100.5" "NA" "64.7" "62.0" "53.2" "51.1" "NA" "70.0" "40.6" "30.6" "90.4" "NA" "220.4" "NA" "NA" "141.3" NA
"1916" "148.8" "161.1" "NA" "31.3" "50.2" "136.6" "102.7" "92.5" "204.6" "151.7" "107.4" "48.6" "NA" "400.3" "NA" "331.8" "463.8" NA
"1917" "89.8" "51.2" "20.7" "87.2" "43.7" "93.6" "104.1" "98.9" "22.4" "114.8" "36.9" "88.1" "851.3" "189.6" "151.6" "296.6" "174.1" NA
"1918" "60.5" "81.3" "47.5" "24.4" "44.6" "96.5" "113.7" "69.6" "128.2" "66.4" "74.9" "88.6" "896.1" "229.9" "116.5" "279.7" "269.5" NA
"1919" "79.4" "30.0" "93.2" "82.7" "85.1" "66.0" "93.2" "74.8" "95.8" "76.3" "106.3" "61.9" "944.8" "198.1" "261.1" "234.0" "278.3" NA
"1920" "87.8" "77.1" "52.4" "78.1" "38.7" "94.9" "191.1" "84.8" "70.7" "83.8" "86.8" "87.7" "1033.9" "226.8" "169.2" "370.8" "241.3" NA
"1921" "72.0" "41.2" "86.8" "69.6" "24.1" "37.1" "85.8" "50.7" "67.2" "111.0" "57.8" "78.9" "782.2" "200.9" "180.4" "173.6" "236.0" NA
"1922" "26.2" "41.8" "28.7" "90.5" "44.5" "80.2" "35.6" "39.7" "36.3" "117.3" "22.6" "50.4" "613.8" "147.0" "163.7" "155.5" "176.2" NA
"1923" "50.4" "53.3" "NA" "134.0" "63.2" "68.4" "59.3" "135.5" "80.2" "61.9" "85.2" "93.1" "NA" "154.2" "NA" "263.3" "227.3" NA
"1924" "110.0" "50.4" "27.0" "100.6" "102.6" "94.2" "74.8" "68.3" "193.9" "15.8" "83.7" "88.3" "1009.8" "253.5" "230.3" "237.3" "293.4" NA
"1925" "81.3" "95.9" "119.3" "47.5" "72.4" "121.2" "133.0" "36.5" "104.0" "57.7" "106.0" "43.3" "1018.2" "265.4" "239.2" "290.7" "267.8" NA
"1926" "30.0" "36.6" "81.9" "47.9" "27.9" "96.8" "111.7" "106.6" "101.3" "95.9" "216.4" "64.0" "1017.1" "109.9" "157.7" "315.1" "413.7" NA
"1927" "44.6" "116.3" "26.9" "20.9" "73.2" "144.1" "121.7" "106.9" "83.3" "57.0" "161.2" "116.8" "1072.9" "224.8" "121.0" "372.7" "301.6" NA
"1928" "188.8" "110.0" "82.5" "NA" "91.8" "87.2" "88.0" "138.2" "148.1" "132.3" "90.8" "65.8" "NA" "415.6" "NA" "313.4" "371.2" NA
"1929" "62.5" "52.1" "NA" "NA" "74.9" "82.9" "79.7" "141.6" "67.2" "75.1" "85.6" "66.7" "NA" "180.4" "NA" "304.2" "227.9" NA
"1930" "82.0" "25.4" "41.9" "17.2" "97.4" "161.6" "87.1" "51.5" "106.3" "38.4" "47.4" "47.6" "803.7" "174.1" "156.5" "300.2" "192.0" NA
"1931" "45.1" "37.8" "77.3" "54.8" "91.2" "66.9" "101.1" "23.7" "142.6" "80.8" "60.6" "87.8" "869.7" "130.5" "223.3" "191.7" "283.9" NA
