"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1939" "NA" "42.3" "46.0" "18.4" "39.7" "43.7" "79.1" "169.5" "78.6" "53.6" "86.4" "163.8" "NA" "NA" "104.2" "292.4" "218.6" NA
"1940" "165.4" "86.6" "23.1" "73.4" "21.8" "41.6" "168.1" "74.3" "62.6" "94.8" "66.4" "71.0" "949.0" "415.7" "118.3" "284.0" "223.8" NA
"1941" "72.8" "126.3" "60.2" "63.0" "105.7" "47.2" "50.6" "64.3" "68.0" "44.7" "58.0" "25.4" "786.3" "270.1" "228.8" "162.2" "170.7" NA
"1942" "8.6" "162.9" "49.5" "40.3" "51.3" "97.0" "128.6" "67.7" "99.8" "56.4" "71.9" "116.4" "950.4" "196.9" "141.1" "293.3" "228.1" NA
"1943" "168.7" "81.9" "223.9" "NA" "NA" "76.8" "54.1" "116.0" "99.1" "NA" "NA" "NA" "NA" "367.0" "NA" "246.9" "NA" NA
"1944" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1945" "243.0" "65.8" "35.9" "58.9" "42.6" "91.2" "108.0" "84.4" "61.4" "57.1" "44.5" "131.7" "1024.5" "NA" "137.5" "283.5" "163.0" NA
"1946" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1947" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "63.7" "73.5" "44.7" "107.9" "NA" "NA" "NA" "NA" "181.8" NA
"1948" "17.4" "8.0" "27.1" "NA" "NA" "115.4" "55.6" "56.6" "90.0" "NA" "27.0" "85.3" "NA" "133.2" "NA" "227.6" "NA" NA
"1949" "78.2" "29.8" "160.6" "24.7" "23.3" "46.1" "89.0" "109.7" "72.4" "42.2" "52.2" "157.0" "885.3" "193.4" "208.6" "244.8" "166.8" NA
"1950" "69.8" "36.4" "163.5" "38.5" "6.5" "43.1" "122.7" "NA" "76.5" "59.2" "105.0" "72.8" "NA" "263.3" "208.6" "NA" "240.6" NA
"1951" "100.5" "63.1" "59.4" "28.7" "48.9" "3.4" "32.2" "42.6" "122.4" "58.1" "59.9" "56.5" "675.6" "236.3" "136.9" "78.2" "240.4" NA
"1952" "125.7" "87.2" "33.2" "NA" "NA" "31.8" "79.3" "103.7" "44.2" "53.1" "NA" "68.1" "NA" "269.4" "NA" "214.8" "NA" NA
"1953" "33.0" "NA" "NA" "NA" "35.3" "28.1" "110.4" "161.6" "128.6" "NA" "42.0" "26.4" "NA" "NA" "NA" "300.1" "NA" NA
"1954" "NA" "NA" "13.1" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1955" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1956" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1957" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1958" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1959" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1960" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1961" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1962" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1963" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1964" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1965" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1966" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1967" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1968" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1969" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "40.0" "224.4" "NA" "NA" "NA" "NA" "NA" NA
"1970" "358.0" "24.9" "146.9" "22.4" "68.9" "48.8" "44.1" "67.9" "53.7" "53.1" "46.1" "136.6" "1071.4" "607.3" "238.2" "160.8" "152.9" NA
"1971" "94.9" "53.7" "225.5" "85.4" "155.3" "110.0" "44.8" "NA" "NA" "NA" "NA" "71.0" "NA" "285.2" "466.2" "NA" "NA" NA
"1972" "90.1" "53.6" "28.0" "71.6" "53.0" "77.2" "77.1" "40.0" "44.9" "68.8" "43.0" "67.3" "714.5" "214.7" "152.7" "194.2" "156.7" NA
"1973" "83.5" "28.9" "NA" "59.9" "22.4" "33.3" "126.1" "53.7" "56.2" "58.1" "164.7" "161.3" "NA" "179.7" "NA" "213.1" "279.0" NA
"1974" "32.9" "100.8" "138.4" "75.8" "87.0" "98.9" "55.1" "80.9" "68.0" "71.3" "24.1" "86.3" "919.5" "294.9" "301.2" "234.9" "163.4" NA
"1975" "19.5" "25.7" "173.8" "156.7" "28.6" "46.6" "128.3" "58.8" "43.4" "61.9" "44.4" "NA" "NA" "131.5" "359.2" "233.6" "149.6" NA
"1976" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
