"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1888" "NA" "114.3" "71.0" "147.0" "43.5" "110.1" "94.7" "88.9" "62.7" "99.9" "63.4" "83.4" "NA" "NA" "261.5" "293.7" "226.0" NA
"1889" "57.1" "78.2" "38.8" "41.2" "100.3" "62.0" "9.0" "114.9" "87.8" "28.3" "45.3" "81.3" "744.2" "218.7" "180.2" "186.0" "161.4" NA
"1890" "29.8" "49.0" "90.5" "89.1" "76.3" "67.2" "104.2" "115.3" "82.5" "57.2" "80.7" "108.8" "950.5" "160.0" "256.0" "286.7" "220.4" NA
"1891" "63.6" "38.1" "54.8" "28.8" "28.3" "115.2" "100.5" "54.3" "131.8" "63.5" "117.0" "100.3" "896.2" "210.5" "111.9" "270.0" "312.4" NA
"1892" "153.6" "23.9" "27.0" "30.8" "NA" "60.4" "201.3" "102.2" "180.6" "79.3" "95.3" "100.3" "NA" "277.7" "NA" "363.9" "355.2" NA
"1893" "66.5" "52.6" "29.0" "53.0" "103.1" "143.7" "77.4" "98.9" "81.0" "150.4" "85.9" "NA" "NA" "219.3" "185.1" "320.0" "317.4" NA
"1894" "62.0" "40.6" "33.6" "70.0" "52.2" "109.7" "29.6" "49.0" "106.7" "27.7" "73.7" "43.1" "697.7" "NA" "155.7" "188.2" "208.1" NA
"1895" "69.2" "124.0" "17.2" "7.1" "69.7" "54.3" "55.8" "64.6" "51.9" "14.2" "134.8" "151.4" "814.2" "236.2" "94.0" "174.7" "200.9" NA
"1896" "57.1" "69.3" "52.5" "19.1" "57.5" "54.4" "4.5" "47.9" "27.0" "46.2" "55.0" "31.0" "521.6" "277.8" "129.1" "106.8" "128.2" NA
"1897" "23.9" "59.7" "52.6" "10.7" "69.4" "69.5" "150.2" "32.3" "0.5" "77.0" "93.2" "47.7" "686.7" "114.6" "132.8" "252.0" "170.7" NA
"1898" "59.8" "97.8" "43.0" "35.8" "32.6" "152.7" "NA" "16.0" "104.4" "72.6" "83.8" "31.0" "NA" "205.3" "111.4" "NA" "260.8" NA
"1899" "43.6" "98.5" "54.4" "44.6" "84.1" "76.3" "84.4" "79.5" "80.6" "56.8" "52.8" "58.2" "813.8" "173.2" "183.1" "240.2" "190.1" NA
"1900" "44.2" "103.1" "19.5" "21.8" "78.6" "159.7" "77.0" "228.0" "54.2" "133.9" "76.5" "38.7" "1035.2" "205.4" "119.9" "464.7" "264.7" NA
"1901" "105.2" "30.3" "70.9" "46.1" "86.9" "109.1" "93.9" "26.3" "93.8" "61.3" "100.2" "100.6" "924.6" "174.2" "203.8" "229.3" "255.3" NA
"1902" "43.8" "45.1" "45.7" "56.1" "118.7" "98.9" "81.3" "94.0" "100.4" "25.0" "98.3" "36.2" "843.7" "189.5" "220.5" "274.2" "223.7" NA
"1903" "33.8" "12.0" "48.3" "71.2" "74.3" "98.3" "103.1" "174.2" "208.6" "22.3" "25.6" "53.1" "924.8" "82.0" "193.8" "375.6" "256.5" NA
"1904" "129.2" "103.7" "64.8" "30.6" "41.4" "68.8" "59.2" "36.3" "82.3" "92.9" "24.6" "86.4" "820.0" "285.9" "136.7" "164.3" "199.8" NA
"1905" "48.2" "43.4" "41.5" "54.9" "64.3" "113.0" "60.8" "113.5" "57.9" "93.2" "93.0" "68.2" "851.8" "178.0" "160.7" "287.3" "244.0" NA
"1906" "82.5" "15.1" "19.3" "63.5" "28.5" "83.1" "58.5" "37.2" "201.7" "170.2" "83.3" "142.9" "985.7" "165.8" "111.2" "178.8" "455.2" NA
"1907" "NA" "NA" "NA" "45.5" "29.4" "NA" "172.8" "143.2" "86.4" "44.2" "101.2" "104.9" "NA" "NA" "NA" "NA" "231.8" NA
