"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1881" "4.8" "83.4" "24.5" "29.3" "128.5" "200.3" "71.4" "33.0" "111.1" "35.4" "45.2" "6.3" "773.3" "NA" "182.2" "304.7" "191.7" NA
"1882" "44.8" "27.7" "32.5" "66.7" "31.2" "66.4" "87.7" "39.6" "21.5" "120.9" "59.2" "24.8" "623.0" "78.8" "130.4" "193.7" "201.6" NA
"1883" "28.3" "17.5" "26.1" "39.4" "24.8" "56.9" "39.8" "44.7" "8.6" "64.2" "51.2" "38.5" "440.1" "70.6" "90.4" "141.5" "124.0" NA
"1884" "21.3" "17.8" "31.1" "39.0" "7.6" "89.2" "87.7" "102.5" "81.7" "50.7" "25.1" "19.0" "572.6" "77.5" "77.7" "279.4" "157.5" NA
"1885" "11.5" "17.3" "30.6" "57.5" "71.5" "81.6" "63.8" "53.8" "13.4" "19.6" "7.1" "33.6" "461.4" "47.8" "159.7" "199.2" "40.1" NA
"1886" "16.2" "15.7" "13.3" "61.1" "46.6" "36.7" "52.6" "22.9" "25.8" "32.4" "12.9" "4.7" "340.9" "65.5" "121.1" "112.2" "71.1" NA
"1887" "15.5" "15.8" "6.7" "29.3" "65.2" "188.9" "53.3" "43.6" "33.4" "7.9" "27.4" "25.3" "512.2" "35.9" "101.2" "285.7" "68.7" NA
"1888" "15.2" "7.9" "30.8" "32.6" "20.9" "99.7" "124.9" "35.9" "9.8" "42.0" "13.1" "13.9" "446.6" "48.4" "84.4" "260.5" "64.8" NA
"1889" "32.2" "15.6" "7.9" "20.4" "49.4" "27.2" "42.2" "48.5" "35.5" "9.5" "14.0" "32.7" "335.0" "61.7" "77.7" "117.9" "58.9" NA
"1890" "10.5" "70.8" "7.6" "18.4" "54.6" "127.6" "74.8" "104.0" "53.0" "47.6" "13.2" "19.7" "601.7" "114.0" "80.6" "306.4" "113.8" NA
"1891" "21.8" "46.2" "12.9" "24.7" "16.3" "146.7" "62.3" "37.9" "31.8" "26.0" "17.1" "17.7" "461.4" "87.7" "53.9" "246.8" "74.9" NA
"1892" "8.2" "9.8" "12.2" "21.9" "40.4" "49.3" "76.6" "37.5" "17.6" "61.8" "74.7" "4.8" "414.8" "35.7" "74.5" "163.3" "154.0" NA
"1893" "31.7" "29.7" "5.6" "15.8" "21.4" "44.7" "78.2" "52.9" "29.4" "22.2" "35.7" "25.7" "393.0" "66.2" "42.7" "175.9" "87.3" NA
"1894" "56.5" "23.7" "27.0" "35.7" "45.4" "85.2" "21.5" "38.5" "26.1" "34.3" "43.2" "7.5" "444.7" "105.9" "108.1" "145.2" "103.7" NA
"1895" "24.3" "6.6" "3.7" "13.8" "74.5" "81.8" "83.6" "35.0" "56.2" "5.3" "31.5" "23.4" "439.8" "38.4" "92.0" "200.5" "93.1" NA
"1896" "42.3" "4.9" "39.5" "79.7" "85.8" "80.8" "96.9" "100.3" "46.6" "13.9" "58.1" "28.5" "677.3" "70.6" "204.9" "278.0" "118.5" NA
"1897" "52.0" "13.2" "48.2" "24.9" "28.4" "52.4" "50.0" "49.3" "9.7" "28.4" "19.0" "29.5" "405.2" "93.8" "101.5" "151.8" "57.2" NA
"1898" "12.5" "7.9" "23.0" "6.5" "11.4" "82.8" "130.1" "70.2" "66.6" "78.4" "32.2" "4.8" "526.4" "49.9" "40.9" "283.1" "177.2" NA
"1899" "17.4" "10.8" "15.7" "17.1" "70.7" "123.7" "33.4" "41.4" "24.3" "59.8" "33.1" "5.8" "453.2" "33.0" "103.5" "198.5" "117.3" NA
"1900" "30.8" "11.4" "21.4" "29.1" "6.0" "22.3" "114.4" "124.1" "113.2" "24.9" "41.0" "21.2" "559.9" "47.9" "56.5" "260.9" "179.1" NA
