"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1944" "NA" "19.3" "33.5" "9.9" "38.5" "62.3" "65.5" "39.0" "35.5" "31.0" "NA" "10.5" "NA" "NA" "82.0" "166.7" "NA" NA
"1945" "6.8" "14.3" "8.4" "6.3" "24.4" "14.8" "83.1" "42.6" "60.9" "16.8" "22.7" "28.3" "329.5" "31.5" "39.1" "140.6" "100.5" NA
"1946" "19.4" "15.1" "11.7" "18.6" "40.5" "28.2" "54.2" "10.4" "38.8" "NA" "NA" "NA" "NA" "62.8" "70.8" "92.8" "NA" NA
"1947" "NA" "NA" "NA" "NA" "NA" "NA" "36.5" "40.2" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1948" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "49.1" "64.5" "46.8" "66.6" "36.4" "NA" "NA" "NA" "NA" "177.9" NA
"1949" "48.3" "11.6" "8.0" "28.7" "32.9" "26.8" "35.1" "95.7" "41.3" "15.7" "54.9" "11.9" "410.9" "96.3" "69.6" "157.6" "111.9" NA
"1950" "49.5" "30.7" "3.3" "9.0" "10.6" "71.1" "81.8" "74.9" "21.9" "NA" "14.8" "16.1" "NA" "92.2" "22.9" "227.8" "NA" NA
"1951" "8.1" "12.6" "15.7" "17.8" "35.5" "9.8" "21.2" "75.8" "17.1" "18.1" "13.9" "30.6" "276.2" "36.9" "69.0" "106.9" "49.0" NA
"1952" "3.6" "9.6" "48.3" "36.6" "27.3" "26.0" "69.9" "64.1" "20.5" "10.0" "NA" "NA" "NA" "43.8" "112.2" "160.1" "NA" NA
"1953" "NA" "NA" "6.2" "27.5" "24.5" "57.6" "73.8" "31.2" "43.8" "57.2" "11.7" "28.7" "NA" "NA" "58.1" "162.6" "112.7" NA
"1954" "NA" "0.7" "5.9" "0.3" "18.8" "77.5" "56.5" "42.4" "32.6" "12.0" "11.1" "5.3" "NA" "NA" "25.1" "176.5" "55.7" NA
"1955" "36.9" "5.1" "7.3" "4.0" "NA" "NA" "NA" "NA" "NA" "7.2" "4.7" "1.1" "NA" "47.2" "NA" "NA" "NA" NA
"1956" "4.1" "22.8" "3.5" "0.0" "NA" "NA" "0.0" "NA" "NA" "58.6" "24.1" "33.8" "NA" "27.9" "NA" "NA" "NA" NA
"1957" "52.5" "22.7" "9.3" "49.9" "16.1" "11.5" "49.6" "5.7" "18.5" "16.0" "23.0" "26.5" "301.2" "108.9" "75.4" "66.8" "57.5" NA
"1958" "19.1" "6.3" "8.0" "13.1" "56.6" "42.6" "66.8" "35.5" "14.4" "46.1" "30.1" "50.8" "389.4" "51.9" "77.7" "144.8" "90.6" NA
"1959" "31.6" "9.1" "21.7" "13.1" "16.1" "29.7" "35.2" "35.5" "60.7" "5.0" "6.7" "15.6" "280.0" "91.5" "50.8" "100.4" "72.5" NA
"1960" "8.4" "21.1" "14.6" "5.9" "NA" "42.5" "45.7" "68.2" "75.5" "58.8" "32.3" "28.1" "NA" "45.1" "NA" "156.4" "166.6" NA
"1961" "17.7" "9.5" "8.7" "20.9" "4.3" "NA" "NA" "NA" "21.2" "33.6" "30.8" "26.9" "NA" "55.2" "33.9" "NA" "85.5" NA
"1962" "NA" "18.5" "29.8" "29.6" "17.6" "NA" "9.2" "24.2" "30.6" "35.7" "22.8" "51.4" "NA" "NA" "77.0" "NA" "89.1" NA
"1963" "46.9" "15.6" "13.2" "16.0" "6.8" "65.6" "84.2" "95.3" "48.2" "25.7" "8.9" "22.8" "449.3" "113.8" "36.0" "245.2" "82.9" NA
"1964" "10.8" "29.5" "7.5" "40.8" "22.7" "48.5" "97.0" "66.5" "37.5" "13.4" "13.1" "11.2" "398.3" "63.0" "70.9" "212.0" "63.9" NA
"1965" "6.7" "11.7" "6.4" "1.9" "4.0" "65.9" "86.1" "16.0" "37.7" "46.2" "27.4" "16.9" "326.8" "29.6" "12.2" "168.0" "111.3" NA
"1966" "3.7" "6.8" "16.8" "9.4" "63.2" "38.0" "37.0" "23.8" "26.6" "59.4" "26.6" "13.2" "324.6" "27.5" "89.4" "98.8" "112.6" NA
"1967" "14.1" "22.3" "14.5" "22.9" "12.5" "61.8" "66.8" "26.8" "43.6" "48.7" "24.3" "15.8" "374.2" "49.6" "49.9" "155.5" "116.6" NA
"1968" "40.3" "6.5" "7.5" "14.2" "14.2" "43.9" "68.7" "49.3" "52.6" "31.6" "40.8" "21.7" "391.3" "62.6" "35.9" "161.9" "125.0" NA
"1969" "22.9" "23.1" "9.3" "11.1" "22.9" "24.7" "60.1" "67.1" "17.1" "4.5" "27.7" "12.4" "303.1" "67.7" "43.3" "152.0" "49.3" NA
"1970" "18.3" "14.1" "13.9" "5.7" "74.2" "87.2" "76.6" "99.7" "43.1" "80.9" "20.7" "18.4" "552.6" "44.8" "93.8" "263.4" "144.6" NA
"1971" "16.8" "18.4" "15.2" "27.4" "30.8" "65.7" "58.3" "25.7" "39.9" "67.0" "26.3" "NA" "NA" "53.6" "73.4" "149.7" "133.2" NA
