"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1967" "NA" "NA" "NA" "16.6" "16.1" "19.5" "45.8" "23.5" "10.5" "9.8" "15.0" "7.3" "NA" "NA" "NA" "88.8" "35.3" NA
"1968" "21.9" "11.6" "3.4" "4.5" "8.3" "60.0" "99.1" "33.0" "58.3" "6.7" "26.9" "9.6" "343.4" "40.8" "16.2" "192.2" "91.9" NA
"1969" "9.3" "8.3" "13.0" "6.2" "12.2" "18.8" "95.5" "62.2" "30.9" "9.7" "30.1" "10.2" "306.5" "27.2" "31.4" "176.6" "70.8" NA
"1970" "14.0" "20.7" "1.0" "2.7" "6.0" "16.5" "53.6" "14.7" "35.0" "22.5" "26.2" "14.2" "227.2" "44.9" "9.7" "84.9" "83.7" NA
"1971" "11.9" "4.5" "5.2" "43.6" "18.8" "47.7" "14.1" "50.9" "20.5" "31.7" "26.2" "25.7" "300.8" "30.6" "67.6" "112.7" "78.4" NA
"1972" "25.7" "20.9" "26.3" "11.9" "13.7" "11.7" "74.8" "20.0" "47.4" "22.4" "15.5" "20.0" "310.4" "72.3" "51.9" "106.5" "85.4" NA
"1973" "25.1" "3.7" "2.0" "1.1" "11.1" "54.8" "23.8" "47.4" "20.3" "14.3" "24.7" "14.0" "242.2" "48.8" "14.2" "125.9" "59.3" NA
"1974" "9.8" "12.1" "8.4" "3.7" "35.7" "47.7" "30.1" "40.0" "22.5" "23.4" "4.8" "13.9" "252.3" "35.9" "47.7" "117.9" "50.7" NA
"1975" "14.7" "3.0" "4.1" "3.5" "8.5" "43.9" "58.8" "58.7" "31.9" "NA" "16.9" "19.7" "NA" "31.6" "16.1" "161.3" "NA" NA
"1976" "NA" "NA" "NA" "NA" "NA" "46.3" "NA" "24.3" "11.1" "16.2" "2.6" "19.9" "NA" "NA" "NA" "NA" "29.9" NA
"1977" "28.4" "5.6" "13.9" "1.9" "NA" "NA" "NA" "29.3" "NA" "14.4" "NA" "NA" "NA" "53.9" "NA" "NA" "NA" NA
"1978" "NA" "4.2" "4.5" "2.7" "7.5" "15.2" "49.9" "41.5" "15.3" "10.9" "26.2" "19.2" "NA" "NA" "14.7" "106.6" "52.4" NA
"1979" "9.0" "18.7" "10.5" "6.1" "16.4" "38.4" "66.8" "16.2" "11.2" "1.7" "10.9" "37.4" "243.4" "46.9" "33.0" "121.5" "23.8" NA
"1980" "25.3" "9.3" "19.6" "NA" "6.9" "21.2" "75.1" "20.9" "36.8" "12.8" "25.4" "12.8" "NA" "72.1" "NA" "117.1" "75.1" NA
"1981" "NA" "21.7" "0.2" "6.5" "7.8" "31.6" "12.1" "13.7" "18.1" "16.7" "21.6" "4.0" "NA" "NA" "14.5" "57.4" "56.4" NA
"1982" "13.2" "NA" "5.4" "0.5" "7.5" "8.1" "51.6" "24.9" "31.8" "22.7" "NA" "14.3" "NA" "NA" "13.4" "84.6" "NA" NA
"1983" "32.5" "7.3" "11.8" "3.3" "21.2" "26.5" "67.5" "51.9" "29.4" "8.6" "7.0" "5.1" "272.2" "54.1" "36.3" "145.9" "45.0" NA
"1984" "14.2" "26.2" "6.9" "0.2" "25.4" "52.0" "43.8" "23.0" "11.9" "17.7" "9.2" "NA" "NA" "45.5" "32.5" "118.8" "38.8" NA
"1985" "NA" "NA" "NA" "NA" "22.6" "64.8" "40.6" "44.5" "25.2" "29.6" "9.0" "19.7" "NA" "NA" "NA" "149.9" "63.8" NA
"1986" "16.3" "3.4" "43.0" "29.7" "38.1" "26.4" "49.5" "66.2" "45.6" "19.8" "17.7" "10.2" "365.9" "39.4" "110.8" "142.1" "83.1" NA
