"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1915" "99.1" "80.5" "104.8" "49.6" "112.2" "39.1" "89.0" "72.2" "212.4" "87.7" "66.5" "99.9" "1112.9" "NA" "266.6" "200.2" "366.6" NA
"1916" "72.0" "120.8" "82.4" "33.2" "68.4" "124.7" "58.6" "62.8" "54.8" "178.4" "88.9" "197.2" "1142.0" "292.7" "184.0" "246.0" "322.0" NA
"1917" "169.4" "85.8" "159.6" "94.5" "62.2" "57.0" "24.1" "132.5" "34.9" "192.9" "57.1" "50.0" "1120.0" "452.4" "316.2" "213.6" "284.9" NA
"1918" "131.8" "104.6" "54.0" "44.7" "121.9" "220.0" "197.5" "72.1" "135.9" "53.5" "46.3" "83.6" "1265.9" "286.4" "220.6" "489.6" "235.6" NA
"1919" "62.7" "52.8" "138.2" "81.2" "62.1" "32.1" "62.6" "90.3" "83.6" "98.4" "122.4" "48.3" "934.8" "199.1" "281.6" "185.0" "304.4" NA
"1920" "37.1" "134.4" "153.2" "79.8" "54.8" "33.7" "101.4" "91.6" "45.3" "125.5" "63.1" "91.3" "1011.4" "219.8" "287.9" "226.7" "234.0" NA
"1921" "152.0" "20.2" "106.5" "70.7" "44.0" "33.3" "59.3" "124.4" "79.1" "103.7" "30.4" "82.9" "906.5" "263.6" "221.1" "217.0" "213.2" NA
"1922" "104.9" "93.1" "51.8" "91.0" "71.6" "184.3" "134.4" "95.4" "57.2" "105.4" "33.9" "64.0" "1087.0" "281.0" "214.4" "414.2" "196.4" NA
"1923" "191.2" "17.2" "87.9" "112.0" "122.7" "44.5" "101.1" "116.0" "15.8" "80.3" "117.9" "60.8" "1067.6" "272.4" "322.6" "261.6" "214.1" NA
"1924" "89.9" "38.8" "NA" "NA" "85.4" "48.2" "85.8" "77.5" "40.4" "38.9" "52.2" "NA" "NA" "189.5" "NA" "211.5" "131.5" NA
"1925" "33.8" "115.3" "164.3" "44.2" "102.7" "78.4" "121.3" "74.7" "83.8" "129.7" "160.4" "94.0" "1202.6" "NA" "311.2" "274.4" "373.9" NA
"1926" "33.8" "74.4" "30.6" "66.3" "81.0" "93.5" "37.3" "134.5" "75.1" "180.5" "123.4" "56.2" "986.5" "202.2" "177.9" "265.3" "379.0" NA
"1927" "131.1" "30.5" "13.5" "NA" "89.1" "131.0" "85.2" "174.6" "71.4" "75.8" "53.4" "33.9" "NA" "217.8" "NA" "390.8" "200.6" NA
"1928" "NA" "77.7" "53.0" "52.8" "29.4" "98.3" "81.6" "44.4" "48.2" "98.1" "40.6" "96.1" "NA" "NA" "135.1" "224.3" "186.9" NA
"1929" "105.2" "13.8" "113.7" "100.0" "90.9" "146.4" "57.9" "172.9" "69.8" "153.0" "93.9" "56.0" "1173.4" "215.1" "304.5" "377.3" "316.7" NA
"1930" "137.2" "119.1" "174.8" "124.2" "33.3" "62.3" "111.2" "64.7" "81.2" "34.6" "57.8" "51.6" "1051.8" "312.2" "332.3" "238.1" "173.5" NA
"1931" "147.8" "84.4" "73.3" "118.7" "49.1" "81.8" "178.0" "130.1" "119.7" "105.6" "46.6" "76.3" "1211.5" "283.8" "241.2" "389.9" "271.9" NA
"1932" "162.1" "82.1" "196.1" "116.1" "70.1" "171.9" "135.1" "138.9" "84.2" "112.5" "78.3" "114.9" "1462.3" "320.5" "382.3" "446.0" "275.0" NA
"1933" "62.4" "274.8" "94.4" "40.7" "92.5" "72.6" "22.5" "46.2" "134.4" "202.4" "172.1" "87.8" "1303.0" "452.1" "227.7" "141.3" "508.9" NA
"1934" "71.0" "114.8" "104.7" "108.8" "119.7" "88.2" "77.4" "114.5" "51.8" "58.1" "93.3" "80.4" "1082.8" "273.6" "333.1" "280.2" "203.2" NA
