"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1924" "101.1" "65.1" "17.3" "26.6" "14.9" "66.4" "12.5" "50.8" "40.8" "98.4" "81.0" "117.9" "693.0" "NA" "58.8" "129.8" "220.3" NA
"1925" "132.0" "69.5" "62.8" "37.6" "21.8" "55.8" "9.9" "42.1" "13.3" "34.6" "41.7" "61.2" "582.3" "319.4" "122.2" "107.8" "89.6" NA
"1926" "52.1" "62.6" "19.4" "10.6" "89.3" "28.8" "12.5" "93.3" "122.0" "69.5" "71.1" "97.9" "728.9" "175.9" "119.2" "134.6" "262.5" NA
"1927" "70.7" "66.3" "50.5" "21.5" "48.0" "89.3" "44.2" "58.6" "129.7" "87.6" "144.9" "101.1" "912.3" "234.8" "120.0" "192.1" "362.2" NA
"1928" "82.6" "26.0" "100.0" "43.8" "45.5" "117.3" "47.9" "21.4" "7.3" "126.2" "66.8" "64.2" "748.8" "209.6" "189.3" "186.6" "200.2" NA
"1929" "40.6" "36.5" "64.0" "44.1" "32.9" "88.5" "16.4" "4.6" "5.4" "37.8" "21.0" "155.3" "547.2" "141.2" "141.0" "109.5" "64.2" NA
"1930" "39.4" "88.8" "45.8" "38.6" "91.8" "70.2" "21.7" "33.9" "31.7" "95.9" "17.9" "29.4" "605.0" "283.5" "176.1" "125.8" "145.4" NA
"1931" "77.2" "43.6" "64.1" "30.2" "45.2" "123.5" "19.1" "0.1" "93.9" "48.7" "100.1" "67.0" "712.8" "150.2" "139.5" "142.8" "242.8" NA
"1932" "39.5" "89.2" "101.8" "59.9" "44.1" "77.3" "34.2" "46.5" "38.3" "77.4" "164.7" "123.3" "896.1" "195.7" "205.7" "157.9" "280.5" NA
"1933" "103.5" "77.2" "96.7" "12.9" "40.5" "55.6" "45.3" "78.1" "82.0" "161.9" "47.8" "157.9" "959.5" "304.0" "150.2" "179.0" "291.7" NA
"1934" "140.7" "24.8" "60.9" "52.8" "106.1" "21.9" "34.0" "5.9" "64.8" "93.5" "131.6" "171.1" "908.0" "323.4" "219.8" "61.8" "289.9" NA
"1935" "145.6" "13.3" "84.8" "28.2" "35.3" "91.0" "68.3" "24.1" "25.4" "60.8" "55.5" "40.7" "673.1" "330.0" "148.4" "183.4" "141.6" NA
"1936" "63.6" "93.9" "74.2" "55.1" "36.1" "75.6" "64.3" "31.8" "42.9" "17.1" "25.9" "100.6" "681.2" "198.2" "165.4" "171.7" "85.9" NA
