"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1952" "3.5" "NA" "20.4" "26.5" "1.7" "NA" "NA" "20.2" "30.5" "19.5" "23.8" "13.7" "NA" "NA" "48.5" "NA" "73.9" NA
"1953" "10.4" "1.9" "6.9" "0.2" "4.1" "20.6" "20.4" "23.6" "3.1" "2.0" "0.3" "13.3" "107.0" "25.9" "11.3" "64.6" "5.5" NA
"1954" "10.6" "0.3" "8.5" "4.0" "1.6" "10.3" "14.3" "17.3" "6.9" "24.8" "19.3" "NA" "NA" "24.3" "14.2" "41.9" "51.0" NA
"1955" "8.5" "14.6" "NA" "8.2" "5.5" "35.5" "56.3" "NA" "NA" "NA" "NA" "29.8" "NA" "NA" "NA" "NA" "NA" NA
"1956" "5.9" "0.8" "NA" "0.0" "27.1" "162.3" "20.4" "NA" "NA" "NA" "NA" "NA" "NA" "36.5" "NA" "NA" "NA" NA
"1957" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1958" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1959" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1960" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1961" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1962" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1963" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1964" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1965" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1966" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1967" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1968" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "7.6" "13.3" "NA" "NA" "NA" "NA" "NA" NA
"1969" "13.4" "16.3" "0.2" "1.8" "6.6" "24.6" "9.1" "103.3" "3.5" "4.0" "9.8" "15.7" "208.3" "43.1" "8.7" "137.0" "17.2" NA
"1970" "4.0" "8.8" "10.1" "4.5" "6.8" "2.4" "NA" "NA" "33.7" "23.0" "17.8" "11.0" "NA" "28.5" "21.4" "NA" "74.5" NA
"1971" "5.4" "16.2" "0.6" "13.4" "6.1" "0.1" "15.3" "31.2" "48.9" "42.5" "9.0" "4.2" "193.0" "32.6" "20.2" "46.6" "100.4" NA
"1972" "2.6" "NA" "8.9" "NA" "9.4" "6.8" "34.2" "31.2" "45.9" "NA" "NA" "9.9" "NA" "NA" "NA" "72.3" "NA" NA
"1973" "NA" "NA" "6.2" "5.5" "0.0" "NA" "50.4" "NA" "NA" "36.3" "10.0" "5.0" "NA" "NA" "11.7" "NA" "NA" NA
"1974" "NA" "NA" "NA" "NA" "0.4" "29.6" "22.9" "81.4" "60.4" "59.4" "105.5" "15.0" "NA" "NA" "NA" "133.9" "225.3" NA
"1975" "9.6" "6.4" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "8.4" "12.8" "NA" "31.0" "NA" "NA" "NA" NA
"1976" "15.6" "4.3" "8.0" "1.1" "43.9" "22.9" "5.1" "57.7" "41.7" "24.7" "10.6" "13.7" "249.2" "32.7" "52.9" "85.6" "77.0" NA
"1977" "9.6" "6.2" "NA" "NA" "NA" "62.1" "16.4" "NA" "9.7" "NA" "21.7" "NA" "NA" "29.5" "NA" "NA" "NA" NA
"1978" "NA" "0.4" "NA" "NA" "NA" "56.5" "11.3" "24.7" "NA" "36.6" "8.4" "5.6" "NA" "NA" "NA" "92.4" "NA" NA
"1979" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1980" "NA" "NA" "39.8" "18.0" "28.5" "26.1" "51.1" "70.4" "41.9" "21.5" "32.0" "21.2" "NA" "NA" "86.4" "147.6" "95.4" NA
"1981" "NA" "9.8" "5.2" "3.6" "23.5" "37.2" "95.9" "71.0" "46.8" "20.4" "18.2" "12.6" "NA" "NA" "32.2" "204.2" "85.4" NA
"1982" "1.9" "23.8" "7.3" "28.2" "8.6" "33.9" "50.1" "44.9" "25.3" "22.5" "18.8" "14.5" "279.8" "38.4" "44.1" "128.8" "66.6" NA
"1983" "19.9" "14.0" "3.5" "6.1" "4.1" "16.6" "25.9" "19.9" "31.4" "13.8" "10.4" "NA" "NA" "48.4" "13.7" "62.5" "55.7" NA
"1984" "21.2" "15.1" "17.9" "18.5" "17.7" "69.6" "90.6" "53.6" "3.4" "14.8" "8.2" "12.1" "342.7" "NA" "54.0" "213.8" "26.5" NA
"1985" "13.6" "20.6" "19.0" "19.8" "13.3" "25.5" "27.2" "33.4" "27.9" "11.3" "6.0" "13.1" "230.7" "46.3" "52.1" "86.1" "45.2" NA
"1986" "9.6" "16.7" "10.4" "5.3" "6.8" "19.7" "30.6" "55.5" "11.9" "32.2" "12.3" "17.6" "228.5" "39.4" "22.5" "105.7" "56.4" NA
"1987" "24.0" "8.3" "21.8" "5.5" "26.4" "26.9" "34.3" "64.6" "36.6" "19.6" "32.5" "19.7" "320.0" "49.9" "53.6" "125.7" "88.6" NA
"1988" "13.3" "17.0" "36.8" "20.5" "38.0" "44.8" "29.2" "73.4" "35.5" "21.2" "12.4" "10.3" "352.4" "50.0" "95.2" "147.4" "69.1" NA
"1989" "7.0" "10.1" "6.8" "6.4" "23.0" "41.5" "14.6" "30.0" "15.2" "32.1" "12.7" "17.2" "216.7" "27.4" "36.3" "86.1" "60.0" NA
"1990" "17.7" "14.5" "15.1" "3.3" "4.2" "33.3" "23.4" "22.6" "25.4" "21.1" "29.9" "14.8" "225.4" "49.4" "22.6" "79.3" "76.4" NA
