"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1913" "NA" "NA" "NA" "NA" "11.0" "75.0" "77.1" "64.0" "5.4" "2.3" "8.3" "NA" "NA" "NA" "NA" "216.1" "16.1" NA
"1914" "8.3" "NA" "NA" "21.3" "15.9" "68.4" "19.7" "24.0" "38.5" "103.0" "NA" "NA" "NA" "NA" "NA" "112.1" "NA" NA
"1915" "11.1" "NA" "NA" "NA" "81.6" "123.3" "70.4" "21.0" "34.7" "13.3" "NA" "NA" "NA" "NA" "NA" "214.7" "NA" NA
"1916" "NA" "NA" "NA" "14.6" "77.9" "105.3" "132.9" "68.0" "65.0" "16.6" "NA" "NA" "NA" "NA" "NA" "306.3" "NA" NA
"1917" "NA" "NA" "NA" "9.7" "17.9" "17.7" "36.5" "36.7" "12.0" "19.0" "NA" "NA" "NA" "NA" "NA" "90.8" "NA" NA
"1918" "NA" "NA" "NA" "NA" "5.5" "11.8" "50.7" "46.8" "6.2" "NA" "NA" "NA" "NA" "NA" "NA" "109.2" "NA" NA
"1919" "NA" "NA" "NA" "40.8" "42.6" "35.4" "15.1" "41.1" "50.5" "13.9" "NA" "NA" "NA" "NA" "NA" "91.7" "NA" NA
"1920" "NA" "NA" "NA" "NA" "22.4" "63.3" "NA" "15.9" "23.1" "19.1" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1921" "NA" "NA" "NA" "22.1" "61.8" "88.1" "58.6" "35.2" "28.4" "NA" "NA" "NA" "NA" "NA" "NA" "181.9" "NA" NA
"1922" "NA" "NA" "NA" "7.8" "55.9" "51.0" "17.6" "33.8" "9.1" "14.0" "NA" "NA" "NA" "NA" "NA" "102.4" "NA" NA
"1923" "NA" "NA" "NA" "13.6" "51.1" "168.5" "81.2" "NA" "3.3" "2.5" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1924" "NA" "NA" "NA" "17.9" "29.9" "22.4" "70.8" "35.8" "56.3" "NA" "NA" "NA" "NA" "NA" "NA" "129.0" "NA" NA
"1925" "NA" "NA" "NA" "42.8" "12.9" "81.3" "110.8" "21.8" "36.8" "9.6" "NA" "NA" "NA" "NA" "NA" "214.0" "NA" NA
"1926" "NA" "NA" "NA" "2.6" "36.2" "60.4" "63.9" "70.3" "37.2" "3.6" "NA" "NA" "NA" "NA" "NA" "194.7" "NA" NA
"1927" "NA" "NA" "NA" "NA" "113.7" "49.3" "102.8" "39.0" "53.9" "38.6" "16.6" "27.7" "NA" "NA" "NA" "191.0" "109.2" NA
"1928" "2.7" "13.9" "31.7" "19.4" "13.0" "115.1" "53.1" "36.4" "NA" "21.2" "0.0" "5.5" "NA" "44.3" "64.1" "204.6" "NA" NA
"1929" "33.3" "19.5" "5.6" "11.9" "NA" "10.1" "21.4" "15.4" "29.0" "0.0" "47.7" "16.6" "NA" "58.2" "NA" "46.9" "76.7" NA
"1930" "5.5" "8.8" "11.1" "45.5" "20.4" "77.6" "NA" "NA" "NA" "19.8" "4.3" "0.0" "NA" "30.9" "77.0" "NA" "NA" NA
"1931" "2.7" "5.6" "NA" "1.6" "NA" "34.1" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "8.3" "NA" "NA" "NA" NA
"1932" "16.6" "13.9" "NA" "37.5" "40.3" "112.1" "78.0" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1933" "NA" "NA" "NA" "NA" "29.3" "20.7" "8.0" "50.5" "16.1" "16.6" "NA" "33.3" "NA" "NA" "NA" "79.3" "NA" NA
"1934" "8.3" "NA" "6.9" "1.8" "16.8" "81.4" "10.4" "15.4" "37.0" "3.9" "12.8" "NA" "NA" "NA" "25.5" "107.3" "53.7" NA
"1935" "16.6" "0.0" "NA" "NA" "48.7" "66.5" "67.0" "31.1" "9.8" "22.2" "16.6" "8.2" "NA" "NA" "NA" "164.6" "48.7" NA
"1936" "22.2" "11.1" "22.2" "16.1" "28.5" "27.7" "8.7" "54.9" "20.0" "9.9" "8.3" "13.8" "243.4" "41.5" "66.8" "91.2" "38.2" NA
"1937" "13.8" "11.1" "2.7" "6.3" "36.4" "27.6" "59.2" "42.1" "18.5" "35.2" "19.5" "8.3" "280.5" "38.7" "45.4" "128.8" "73.2" NA
"1938" "NA" "27.8" "13.9" "NA" "23.4" "56.7" "86.0" "52.8" "20.7" "23.3" "7.1" "8.3" "NA" "NA" "NA" "195.5" "51.1" NA
"1939" "NA" "13.8" "16.6" "8.2" "45.3" "118.0" "13.7" "8.3" "7.8" "40.9" "1.6" "11.1" "NA" "NA" "70.1" "140.0" "50.2" NA
"1940" "8.2" "NA" "NA" "30.9" "36.0" "62.0" "74.7" "6.5" "43.5" "44.8" "22.1" "5.5" "NA" "NA" "NA" "143.1" "110.4" NA
"1941" "5.5" "8.3" "25.0" "6.5" "36.5" "34.9" "34.8" "77.9" "27.0" "15.1" "2.7" "0.0" "274.3" "19.3" "67.9" "147.6" "44.9" NA
"1942" "5.6" "16.6" "19.5" "15.8" "11.5" "100.3" "85.3" "27.0" "49.9" "3.2" "25.1" "2.7" "362.5" "22.2" "46.8" "212.6" "78.2" NA
"1943" "19.4" "11.1" "22.1" "21.8" "26.6" "67.3" "11.1" "97.8" "13.3" "16.8" "0.0" "4.0" "311.2" "33.2" "70.5" "176.2" "30.1" NA
"1944" "8.3" "13.8" "19.4" "3.6" "25.0" "50.4" "72.0" "66.9" "38.5" "0.0" "11.2" "2.8" "312.1" "26.1" "48.0" "189.3" "49.7" NA
"1945" "12.5" "20.9" "5.5" "27.7" "14.1" "44.7" "21.3" "50.0" "44.4" "13.0" "11.1" "5.6" "270.6" "36.2" "47.3" "115.9" "68.4" NA
"1946" "11.1" "6.9" "9.7" "12.8" "22.5" "130.1" "39.7" "72.7" "52.4" "34.7" "28.5" "13.9" "435.0" "23.5" "45.1" "242.5" "115.6" NA
"1947" "12.6" "13.8" "19.4" "21.4" "14.6" "79.6" "13.1" "22.3" "53.3" "21.0" "19.4" "8.2" "298.8" "40.3" "55.5" "115.0" "93.7" NA
"1948" "9.7" "52.8" "19.4" "59.0" "35.7" "19.0" "52.0" "17.8" "11.2" "7.3" "8.3" "16.8" "308.8" "70.7" "114.1" "88.7" "26.8" NA
"1949" "11.1" "11.1" "8.3" "2.3" "47.3" "37.4" "73.7" "17.2" "4.7" "NA" "28.6" "NA" "NA" "38.9" "57.9" "128.3" "NA" NA
"1950" "25.0" "9.7" "19.4" "15.8" "12.0" "57.4" "182.5" "61.9" "NA" "56.2" "11.1" "16.6" "NA" "NA" "47.1" "301.8" "NA" NA
"1951" "36.1" "30.5" "NA" "NA" "89.1" "30.1" "79.3" "108.3" "42.7" "44.4" "11.1" "13.2" "NA" "83.3" "NA" "217.7" "98.2" NA
"1952" "25.9" "17.5" "13.4" "4.7" "21.2" "89.7" "49.4" "40.0" "19.7" "14.5" "11.6" "2.7" "310.3" "56.7" "39.2" "179.1" "45.8" NA
"1953" "30.5" "12.5" "50.0" "30.4" "38.1" "103.5" "72.1" "69.6" "18.8" "4.5" "11.1" "11.0" "451.9" "45.7" "118.5" "245.2" "34.4" NA
"1954" "30.5" "5.6" "22.3" "23.6" "49.1" "117.1" "66.3" "228.1" "75.2" "4.8" "4.5" "16.6" "643.9" "47.1" "95.1" "411.6" "84.5" NA
"1955" "5.6" "16.6" "20.8" "NA" "37.1" "76.6" "57.6" "15.0" "51.4" "16.6" "15.2" "34.7" "NA" "38.9" "NA" "149.2" "83.3" NA
"1956" "27.7" "25.0" "52.7" "10.5" "20.7" "155.2" "80.5" "71.1" "26.6" "7.4" "11.1" "41.7" "530.3" "87.4" "83.9" "306.9" "45.1" NA
"1957" "13.7" "4.2" "33.3" "0.0" "8.1" "79.9" "62.5" "80.2" "11.7" "13.3" "25.1" "2.7" "334.5" "59.6" "41.3" "222.5" "50.0" NA
"1958" "8.3" "22.3" "22.2" "12.0" "15.8" "41.3" "43.8" "19.8" "52.2" "1.6" "22.2" "5.5" "267.1" "33.4" "50.1" "105.0" "76.0" NA
"1959" "11.2" "13.9" "12.5" "17.1" "33.3" "56.7" "44.0" "53.8" "21.0" "21.7" "17.9" "7.6" "310.6" "30.5" "62.9" "154.4" "60.7" NA
"1960" "11.3" "15.3" "8.0" "37.3" "NA" "26.9" "NA" "59.1" "11.8" "15.1" "19.5" "9.6" "NA" "34.2" "NA" "NA" "46.4" NA
"1961" "4.3" "36.1" "1.8" "14.7" "31.1" "15.4" "42.0" "5.5" "8.6" "18.1" "0.8" "8.8" "187.0" "50.0" "47.6" "62.9" "27.4" NA
"1962" "6.2" "13.1" "12.5" "2.2" "29.5" "48.9" "164.1" "66.2" "56.9" "4.4" "11.7" "1.4" "417.2" "28.1" "44.3" "279.1" "73.1" NA
"1963" "31.6" "9.7" "13.1" "17.9" "20.7" "107.7" "65.3" "58.5" "54.0" "1.2" "9.8" "4.4" "393.9" "42.6" "51.7" "231.5" "65.0" NA
"1964" "5.1" "1.7" "24.6" "17.4" "48.2" "40.8" "23.9" "32.4" "88.4" "12.2" "19.6" "27.4" "342.0" "11.2" "90.3" "97.2" "120.3" NA
"1965" "12.1" "10.7" "6.1" "3.6" "30.8" "71.0" "88.0" "63.2" "29.7" "7.4" "23.8" "11.4" "358.0" "50.3" "40.5" "222.2" "61.0" NA
"1966" "15.7" "10.2" "5.9" "17.9" "10.3" "63.9" "59.9" "69.2" "11.0" "7.6" "45.0" "1.0" "317.8" "37.3" "34.1" "193.1" "63.7" NA
"1967" "26.8" "16.0" "40.6" "26.3" "17.1" "56.8" "17.4" "19.8" "2.9" "27.2" "15.3" "17.8" "283.9" "43.8" "84.0" "94.0" "45.4" NA
"1968" "12.6" "4.5" "6.8" "8.2" "58.6" "59.0" "72.6" "44.4" "107.5" "4.9" "10.5" "8.3" "398.0" "34.9" "73.6" "176.0" "123.0" NA
"1969" "32.2" "12.0" "3.8" "13.8" "21.3" "7.8" "74.7" "14.2" "79.5" "29.3" "10.1" "7.3" "306.2" "52.5" "38.9" "96.7" "118.9" NA
"1970" "27.3" "4.9" "18.4" "8.8" "29.5" "104.0" "31.0" "3.9" "22.4" "53.1" "27.1" "9.1" "339.6" "39.5" "56.7" "139.0" "102.6" NA
"1971" "37.3" "1.7" "20.9" "2.9" "33.2" "34.3" "48.2" "25.6" "32.4" "6.3" "0.9" "12.4" "256.2" "48.1" "57.1" "108.0" "39.6" NA
"1972" "17.9" "31.3" "4.8" "7.4" "20.2" "47.9" "51.4" "40.8" "26.7" "0.7" "7.2" "21.6" "278.1" "61.6" "32.4" "140.2" "34.7" NA
"1973" "7.7" "10.5" "12.9" "31.1" "12.2" "160.7" "55.2" "119.4" "15.4" "1.1" "4.6" "18.1" "448.9" "39.8" "56.2" "335.3" "21.1" NA
"1974" "39.0" "12.4" "24.6" "31.9" "41.9" "25.5" "36.2" "41.3" "21.0" "9.0" "10.5" "20.4" "313.6" "69.5" "98.4" "103.0" "40.5" NA
