"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1967" "40.4" "44.7" "41.5" "40.2" "43.6" "12.4" "67.0" "NA" "77.9" "58.2" "44.0" "32.0" "NA" "NA" "125.3" "NA" "180.1" NA
"1968" "27.4" "15.2" "26.0" "57.0" "16.6" "29.4" "103.6" "70.0" "87.7" "41.4" "68.9" "10.3" "553.4" "74.6" "99.6" "203.0" "198.0" NA
"1969" "8.2" "11.6" "88.6" "6.4" "25.4" "37.7" "84.2" "129.0" "91.6" "15.4" "99.1" "30.6" "627.6" "30.0" "120.4" "250.9" "206.0" NA
"1970" "48.0" "21.9" "27.5" "32.8" "15.5" "38.9" "52.5" "38.8" "170.1" "75.4" "61.9" "32.4" "615.7" "100.5" "75.9" "130.2" "307.4" NA
"1971" "44.4" "32.1" "30.1" "29.0" "36.5" "33.2" "14.2" "34.2" "74.2" "63.0" "45.2" "35.5" "471.9" "108.9" "95.7" "81.7" "182.5" NA
"1972" "63.8" "32.4" "50.0" "23.1" "46.4" "33.6" "41.3" "59.9" "86.0" "82.1" "48.2" "22.4" "589.1" "131.8" "119.4" "134.8" "216.2" NA
"1973" "40.7" "35.5" "55.7" "8.1" "21.3" "43.1" "45.3" "100.6" "33.9" "34.8" "40.1" "40.1" "499.3" "98.6" "85.2" "189.1" "108.8" NA
"1974" "70.6" "60.9" "49.4" "19.0" "58.9" "18.6" "109.2" "NA" "33.3" "134.1" "23.4" "60.9" "NA" "171.6" "127.2" "NA" "190.8" NA
"1975" "57.9" "15.2" "37.8" "24.1" "14.3" "56.4" "71.9" "42.0" "63.6" "34.3" "42.3" "49.6" "509.4" "134.1" "76.2" "170.3" "140.2" NA
"1976" "78.8" "69.1" "34.7" "32.4" "30.4" "NA" "63.4" "52.5" "42.5" "44.2" "NA" "89.2" "NA" "197.4" "97.5" "NA" "NA" NA
"1977" "30.5" "33.4" "51.7" "13.5" "31.1" "35.7" "88.0" "31.6" "66.0" "24.1" "41.2" "32.1" "478.7" "153.2" "96.2" "155.2" "131.2" NA
"1978" "NA" "8.3" "1.1" "13.0" "4.0" "15.7" "33.9" "63.9" "53.2" "NA" "64.9" "95.0" "NA" "NA" "18.0" "113.5" "NA" NA
"1979" "40.9" "59.9" "94.7" "16.4" "32.9" "86.2" "90.0" "7.8" "69.2" "NA" "41.4" "78.5" "NA" "195.8" "144.0" "183.9" "NA" NA
"1980" "16.7" "17.6" "41.8" "15.4" "8.4" "53.6" "127.5" "29.0" "NA" "NA" "60.8" "62.4" "NA" "112.8" "65.5" "210.1" "NA" NA
"1981" "NA" "59.5" "14.4" "65.1" "7.9" "68.3" "41.0" "103.5" "NA" "44.1" "56.6" "31.2" "NA" "NA" "87.4" "212.8" "NA" NA
"1982" "38.5" "11.3" "51.3" "7.5" "NA" "NA" "58.9" "51.3" "49.4" "43.4" "25.3" "29.0" "NA" "81.1" "NA" "NA" "118.1" NA
"1983" "41.6" "26.9" "14.2" "NA" "46.6" "73.8" "93.1" "89.8" "86.8" "52.3" "16.1" "32.2" "NA" "97.4" "NA" "256.7" "155.2" NA
"1984" "87.2" "37.2" "22.2" "13.6" "19.4" "38.1" "27.0" "32.1" "25.1" "15.3" "38.5" "63.0" "418.8" "156.7" "55.2" "97.1" "78.9" NA
"1985" "72.4" "70.5" "32.9" "24.4" "10.3" "38.9" "50.5" "26.8" "22.9" "48.7" "15.0" "35.1" "448.5" "205.9" "67.7" "116.2" "86.7" NA
"1986" "45.1" "13.2" "NA" "32.0" "47.5" "19.8" "66.8" "71.8" "31.0" "115.1" "44.8" "19.7" "NA" "93.4" "NA" "158.4" "190.9" NA
"1987" "31.0" "52.6" "18.8" "NA" "68.6" "59.0" "51.0" "56.3" "59.7" "45.5" "51.7" "56.4" "NA" "103.4" "NA" "166.3" "156.8" NA
"1988" "22.6" "59.2" "63.0" "29.1" "72.4" "51.3" "153.0" "55.5" "57.9" "72.4" "58.3" "41.4" "736.0" "138.2" "164.5" "259.8" "188.6" NA
"1989" "59.2" "0.0" "36.7" "1.9" "44.4" "23.4" "61.2" "60.2" "88.7" "114.6" "67.7" "43.2" "601.1" "100.6" "82.9" "144.8" "270.9" NA
"1990" "60.2" "63.5" "20.7" "17.8" "35.8" "73.1" "47.3" "33.8" "53.8" "60.9" "83.9" "82.0" "632.8" "166.9" "74.3" "154.2" "198.7" NA
"1991" "26.5" "39.7" "16.9" "12.1" "NA" "27.0" "58.4" "95.7" "144.2" "NA" "NA" "69.6" "NA" "148.2" "NA" "181.2" "NA" NA
"1992" "65.0" "19.5" "23.4" "47.4" "43.0" "13.0" "59.4" "52.1" "100.6" "45.8" "58.7" "70.5" "598.4" "154.1" "113.8" "124.5" "205.1" NA
"1993" "54.4" "58.5" "11.9" "2.0" "12.2" "39.2" "64.2" "49.9" "116.8" "81.5" "68.2" "53.9" "612.6" "183.4" "26.1" "153.2" "266.5" NA
"1994" "62.6" "28.3" "45.0" "17.4" "26.3" "30.1" "87.3" "36.3" "127.9" "99.6" "90.0" "20.4" "671.2" "144.8" "88.8" "153.7" "317.5" NA
"1995" "8.4" "19.2" "34.4" "5.1" "21.7" "27.6" "51.5" "76.5" "69.8" "59.5" "59.0" "32.0" "464.8" "48.0" "61.2" "155.6" "188.3" NA
"1996" "24.8" "62.5" "23.8" "23.4" "27.1" "27.9" "36.2" "86.3" "61.5" "80.2" "39.3" "51.6" "544.6" "119.3" "74.3" "150.4" "181.0" NA
"1997" "20.2" "38.3" "45.3" "14.7" "31.1" "83.7" "130.2" "48.4" "45.2" "104.8" "37.9" "59.9" "659.9" "110.1" "91.1" "262.4" "188.0" NA
"1998" "25.1" "11.9" "34.8" "1.0" "16.4" "53.0" "58.1" "58.1" "68.2" "52.1" "21.4" "36.4" "436.6" "96.9" "52.2" "169.2" "141.8" NA
"1999" "91.4" "14.4" "13.7" "28.8" "72.0" "NA" "NA" "47.0" "73.4" "NA" "59.3" "NA" "NA" "142.2" "114.4" "NA" "NA" NA
"2000" "16.2" "11.5" "23.4" "26.7" "37.7" "NA" "88.9" "80.8" "125.9" "NA" "29.2" "46.3" "NA" "NA" "87.7" "NA" "NA" NA
"2001" "24.8" "NA" "28.9" "NA" "NA" "68.8" "NA" "NA" "NA" "NA" "NA" "44.5" "NA" "NA" "NA" "NA" "NA" NA
"2002" "18.9" "19.9" "22.8" "11.4" "27.3" "26.2" "86.8" "121.9" "61.1" "62.0" "76.0" "38.4" "572.7" "83.3" "61.5" "234.9" "199.1" NA
"2003" "55.2" "19.4" "29.7" "NA" "13.5" "79.3" "49.9" "43.8" "95.1" "21.5" "37.5" "27.9" "NA" "113.0" "NA" "173.0" "154.0" NA
"2004" "41.8" "18.6" "43.7" "14.0" "43.6" "65.9" "48.8" "NA" "78.3" "58.1" "34.4" "11.1" "NA" "88.3" "101.3" "NA" "170.8" NA
"2005" "45.3" "60.5" "NA" "17.5" "32.0" "72.7" "58.3" "61.9" "85.3" "42.5" "100.5" "26.0" "NA" "116.9" "NA" "193.0" "228.3" NA
"2006" "37.4" "21.3" "15.5" "7.0" "74.9" "49.5" "19.9" "NA" "NA" "NA" "NA" "NA" "NA" "84.8" "97.5" "NA" "NA" NA
