"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1956" "6.9" "5.2" "5.8" "3.5" "5.7" "2.3" "29.8" "7.1" "9.1" "12.0" "10.8" "14.6" "112.8" "NA" "15.1" "39.2" "31.9" NA
"1957" "5.8" "3.1" "10.4" "5.1" "5.2" "8.8" "28.7" "16.1" "42.7" "13.6" "6.2" "2.3" "147.9" "23.5" "20.7" "53.6" "62.5" NA
"1958" "4.6" "3.1" "3.1" "3.3" "2.4" "7.9" "13.9" "22.4" "8.3" "13.9" "9.4" "2.1" "94.4" "10.0" "8.8" "44.2" "31.6" NA
"1959" "0.7" "5.7" "3.2" "6.0" "7.7" "7.6" "44.7" "19.6" "25.2" "25.0" "9.3" "9.7" "164.4" "8.5" "16.9" "71.9" "59.5" NA
"1960" "3.8" "3.5" "5.0" "4.5" "22.5" "6.6" "34.0" "44.4" "24.2" "19.4" "4.1" "4.0" "176.0" "17.1" "32.0" "85.0" "47.7" NA
"1961" "1.0" "4.4" "0.1" "2.5" "6.1" "3.1" "17.0" "36.7" "6.7" "12.6" "5.5" "0.9" "96.6" "9.4" "8.8" "56.8" "24.8" NA
"1962" "5.7" "1.2" "1.5" "12.3" "2.8" "27.8" "21.8" "11.6" "30.8" "23.7" "5.4" "11.2" "155.8" "7.8" "16.6" "61.3" "59.9" NA
"1963" "3.0" "4.6" "3.6" "7.0" "9.1" "16.0" "24.6" "29.6" "10.7" "28.3" "13.1" "9.3" "159.0" "18.8" "19.8" "70.3" "52.0" NA
"1964" "4.2" "3.3" "2.2" "4.0" "5.8" "28.4" "9.1" "49.8" "15.4" "14.2" "9.1" "9.8" "155.2" "16.7" "12.0" "87.3" "38.6" NA
"1965" "1.3" "2.1" "2.7" "2.9" "2.7" "2.2" "7.5" "3.6" "14.2" "24.7" "11.7" "3.1" "78.6" "13.2" "8.3" "13.3" "50.5" NA
"1966" "0.8" "1.9" "4.1" "1.3" "22.0" "7.8" "21.7" "34.0" "29.3" "8.6" "20.0" "9.5" "161.0" "5.8" "27.4" "63.5" "57.9" NA
"1967" "3.5" "7.3" "17.0" "8.6" "22.9" "24.0" "46.4" "36.2" "12.2" "14.3" "7.5" "6.2" "206.1" "20.3" "48.5" "106.6" "34.0" NA
"1968" "3.9" "11.2" "4.8" "0.9" "8.3" "2.9" "2.5" "30.3" "11.6" "18.2" "41.3" "5.5" "141.4" "21.3" "14.0" "35.7" "71.1" NA
"1969" "1.3" "3.6" "4.0" "1.2" "3.3" "1.9" "22.4" "46.7" "8.9" "21.4" "15.4" "5.3" "135.4" "10.4" "8.4" "71.0" "45.7" NA
