"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1914" "28.7" "25.8" "12.2" "NA" "2.8" "56.0" "16.9" "43.7" "28.5" "57.7" "17.7" "33.4" "NA" "NA" "NA" "116.6" "103.9" NA
"1915" "13.8" "30.4" "1.9" "4.4" "89.2" "123.3" "68.5" "21.3" "28.6" "27.5" "9.0" "8.7" "426.6" "77.6" "95.5" "213.1" "65.1" NA
"1916" "16.3" "19.3" "7.3" "5.3" "65.2" "86.8" "126.2" "46.5" "106.8" "30.5" "8.2" "11.0" "529.3" "44.2" "77.8" "259.4" "145.5" NA
"1917" "16.3" "15.5" "6.1" "18.7" "28.7" "27.1" "16.9" "60.6" "32.5" "7.0" "NA" "55.9" "NA" "42.8" "53.5" "104.6" "NA" NA
"1918" "28.6" "22.0" "15.0" "8.0" "6.8" "11.2" "19.4" "36.2" "1.8" "8.3" "6.8" "24.5" "188.4" "106.4" "29.8" "66.7" "16.9" NA
"1919" "2.7" "23.0" "15.6" "31.2" "47.3" "18.6" "22.4" "27.1" "32.3" "18.0" "29.8" "8.1" "276.0" "50.2" "94.1" "68.0" "80.0" NA
"1920" "35.2" "10.9" "32.6" "28.0" "30.5" "24.0" "84.0" "1.0" "0.1" "29.5" "4.1" "37.0" "317.0" "54.3" "91.1" "109.0" "33.8" NA
"1921" "8.3" "16.5" "46.3" "58.5" "57.2" "9.6" "46.6" "19.8" "58.1" "6.6" "38.3" "6.2" "372.1" "61.8" "162.0" "76.0" "103.0" NA
"1922" "12.4" "19.3" "40.2" "44.9" "33.2" "53.4" "58.1" "11.9" "21.4" "23.2" "8.1" "17.7" "343.8" "37.9" "118.3" "123.4" "52.7" NA
"1923" "8.2" "11.0" "21.1" "30.2" "45.2" "160.7" "77.8" "47.7" "3.1" "10.6" "1.1" "11.0" "428.0" "37.0" "96.5" "286.3" "14.8" NA
"1924" "8.1" "4.1" "5.9" "5.3" "16.1" "46.4" "19.9" "81.6" "21.3" "7.6" "28.8" "21.6" "266.6" "23.2" "27.3" "147.9" "57.6" NA
"1925" "2.7" "2.7" "21.3" "50.0" "11.3" "54.3" "27.4" "35.9" "81.6" "6.4" "4.2" "13.5" "311.1" "27.0" "82.6" "117.5" "92.2" NA
"1926" "2.8" "12.9" "1.6" "2.3" "22.9" "37.3" "23.4" "108.0" "32.5" "10.8" "20.5" "2.7" "277.7" "29.2" "26.9" "168.8" "63.7" NA
"1927" "5.4" "15.0" "9.5" "29.5" "172.0" "85.5" "84.1" "90.3" "92.9" "17.7" "37.9" "8.6" "648.2" "23.0" "211.0" "259.9" "148.4" NA
"1928" "NA" "0.0" "NA" "0.0" "9.1" "77.9" "66.6" "17.7" "2.3" "9.6" "NA" "NA" "NA" "NA" "NA" "162.2" "NA" NA
"1929" "3.1" "8.2" "14.4" "72.9" "11.8" "44.4" "20.7" "11.9" "27.7" "23.1" "11.2" "21.6" "271.2" "NA" "99.0" "77.1" "62.0" NA
"1930" "2.7" "23.1" "6.8" "47.8" "55.4" "45.6" "57.8" "3.3" "76.2" "13.2" "13.6" "2.2" "347.7" "47.4" "109.9" "106.7" "103.0" NA
"1931" "1.4" "0.9" "9.5" "10.2" "16.7" "59.7" "24.0" "1.2" "49.9" "2.3" "14.4" "20.3" "210.5" "4.5" "36.5" "84.9" "66.6" NA
"1932" "5.5" "2.7" "9.5" "88.9" "51.8" "44.3" "26.8" "88.5" "43.5" "16.1" "28.6" "NA" "NA" "28.5" "150.3" "159.5" "88.2" NA
"1933" "NA" "NA" "NA" "55.4" "66.3" "57.5" "7.2" "40.4" "37.7" "28.5" "8.1" "5.5" "NA" "NA" "NA" "105.0" "74.3" NA
"1934" "NA" "NA" "16.4" "0.7" "9.3" "85.7" "31.5" "27.2" "37.8" "NA" "10.8" "2.8" "NA" "NA" "26.4" "144.5" "NA" NA
"1935" "2.7" "0.1" "6.9" "56.8" "50.1" "32.4" "49.4" "19.1" "3.6" "43.6" "6.8" "10.8" "282.2" "5.6" "113.8" "100.8" "54.0" NA
"1936" "18.9" "16.2" "18.9" "10.8" "52.4" "41.3" "4.4" "11.3" "26.0" "11.1" "6.3" "24.7" "242.5" "45.9" "82.1" "57.0" "43.5" NA
"1937" "29.8" "18.9" "19.1" "14.2" "28.9" "45.9" "39.8" "57.9" "19.0" "31.0" "17.7" "15.0" "337.2" "73.5" "62.2" "143.6" "67.7" NA
"1938" "1.7" "27.2" "32.6" "15.5" "63.1" "38.3" "70.2" "26.1" "40.5" "30.1" "26.4" "24.5" "396.2" "43.9" "111.3" "134.5" "97.0" NA
"1939" "8.4" "25.8" "27.1" "20.5" "21.6" "99.9" "31.0" "8.2" "NA" "NA" "NA" "NA" "NA" "58.7" "69.1" "139.1" "NA" NA
"1940" "NA" "NA" "NA" "NA" "NA" "NA" "67.2" "1.6" "43.4" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1941" "NA" "NA" "NA" "8.8" "60.9" "37.2" "39.7" "61.3" "54.8" "NA" "NA" "6.8" "NA" "NA" "NA" "138.1" "NA" NA
"1942" "NA" "NA" "NA" "14.1" "82.1" "79.7" "76.7" "37.6" "18.1" "NA" "NA" "NA" "NA" "NA" "NA" "194.0" "NA" NA
