"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1960" "NA" "13.5" "23.7" "26.4" "57.7" "54.4" "73.2" "61.3" "26.1" "9.4" "13.8" "35.3" "NA" "NA" "107.7" "188.9" "49.3" NA
"1961" "3.4" "29.7" "9.0" "7.5" "35.7" "12.2" "35.2" "5.7" "21.7" "30.7" "21.1" "17.5" "229.4" "68.3" "52.3" "53.0" "73.5" NA
"1962" "44.2" "26.6" "35.2" "35.6" "53.0" "68.0" "86.5" "83.6" "45.8" "50.5" "NA" "25.9" "NA" "88.3" "123.8" "238.2" "NA" NA
"1963" "17.8" "21.0" "10.5" "26.0" "34.0" "95.3" "75.6" "46.6" "NA" "20.1" "42.3" "33.9" "NA" "64.6" "70.6" "217.6" "NA" NA
"1964" "53.2" "28.0" "50.7" "21.7" "73.0" "17.9" "NA" "139.2" "38.3" "NA" "34.9" "23.9" "NA" "115.1" "145.4" "NA" "NA" NA
"1965" "NA" "NA" "9.2" "19.6" "104.1" "93.4" "86.8" "53.1" "104.0" "1.3" "47.2" "26.7" "NA" "NA" "132.8" "233.3" "152.5" NA
"1966" "34.7" "15.0" "20.6" "38.9" "16.5" "114.7" "34.7" "88.5" "20.3" "25.3" "53.5" "32.8" "495.4" "76.3" "76.0" "237.9" "99.0" NA
"1967" "24.8" "23.9" "59.1" "30.6" "15.9" "41.2" "32.3" "39.9" "49.8" "46.6" "25.8" "47.3" "437.2" "81.5" "105.6" "113.5" "122.2" NA
"1968" "41.9" "3.2" "40.3" "14.9" "76.5" "67.6" "118.3" "75.2" "20.7" "13.1" "18.6" "26.7" "517.0" "92.5" "131.7" "261.2" "52.4" NA
"1969" "60.7" "34.7" "28.4" "6.0" "80.5" "23.0" "100.2" "66.5" "75.2" "30.2" "15.9" "19.9" "541.2" "122.0" "114.9" "189.8" "121.3" NA
"1970" "27.9" "21.6" "25.3" "77.0" "28.9" "82.9" "107.2" "10.1" "74.0" "127.9" "30.3" "59.4" "672.5" "69.4" "131.1" "200.2" "232.2" NA
"1971" "33.0" "24.1" "21.4" "33.1" "5.6" "120.5" "102.8" "28.3" "34.8" "53.8" "41.3" "48.9" "547.7" "116.5" "60.1" "251.6" "129.9" NA
"1972" "57.4" "45.0" "35.0" "34.2" "49.0" "80.8" "93.7" "20.8" "63.6" "7.7" "22.5" "40.2" "549.9" "151.3" "118.2" "195.2" "93.9" NA
"1973" "3.1" "23.7" "30.6" "63.2" "53.5" "94.5" "58.5" "52.5" "75.3" "30.7" "58.7" "29.1" "573.5" "67.1" "147.4" "205.5" "164.6" NA
"1974" "56.5" "23.7" "81.7" "20.2" "108.9" "42.1" "84.9" "90.8" "71.4" "14.0" "7.4" "26.5" "627.9" "109.2" "210.8" "217.8" "92.7" NA
"1975" "56.8" "14.5" "32.9" "53.5" "38.8" "93.2" "37.5" "106.0" "102.6" "44.8" "10.7" "21.1" "612.4" "97.7" "125.2" "236.6" "158.2" NA
"1976" "10.6" "18.3" "21.2" "NA" "28.2" "207.7" "45.5" "45.3" "2.4" "6.1" "0.2" "25.2" "NA" "50.0" "NA" "298.5" "8.8" NA
"1977" "NA" "12.4" "64.7" "6.7" "65.2" "55.7" "148.4" "70.9" "100.7" "8.4" "17.9" "42.7" "NA" "NA" "136.6" "274.9" "127.0" NA
"1978" "17.4" "10.2" "15.3" "20.0" "13.1" "52.7" "62.2" "35.2" "96.9" "35.5" "53.1" "47.7" "459.4" "70.2" "48.5" "150.2" "185.5" NA
"1979" "5.9" "37.2" "68.3" "32.2" "66.1" "34.3" "35.0" "69.0" "51.7" "37.5" "11.7" "45.6" "494.5" "90.8" "166.6" "138.4" "100.8" NA
"1980" "22.1" "22.5" "26.8" "0.0" "4.6" "104.5" "55.9" "126.0" "59.7" "3.0" "30.0" "16.6" "471.7" "90.2" "31.4" "286.4" "92.7" NA
"1981" "6.4" "5.7" "20.6" "32.3" "12.5" "90.9" "93.0" "26.8" "55.1" "89.9" "0.5" "11.4" "445.1" "28.7" "65.4" "210.8" "145.5" NA
"1982" "19.8" "14.3" "11.7" "8.1" "50.3" "15.9" "194.6" "61.2" "71.2" "23.8" "9.2" "38.3" "518.5" "45.6" "70.1" "271.7" "104.2" NA
"1983" "16.2" "24.7" "58.0" "22.6" "64.4" "104.0" "157.7" "48.9" "71.9" "30.8" "56.1" "11.1" "666.3" "79.2" "144.9" "310.6" "158.8" NA
"1984" "16.7" "12.6" "29.6" "60.7" "82.2" "NA" "22.5" "103.0" "115.1" "47.7" "73.4" "18.5" "NA" "40.4" "172.4" "NA" "236.2" NA
"1985" "37.5" "10.5" "4.1" "24.3" "65.0" "87.2" "59.8" "112.0" "52.4" "14.8" "27.2" "25.4" "520.4" "66.5" "93.5" "259.1" "94.4" NA
"1986" "15.1" "22.9" "52.8" "67.8" "28.2" "121.4" "140.9" "49.7" "86.7" "33.0" "23.3" "19.2" "660.8" "63.4" "148.7" "311.9" "143.0" NA
"1987" "9.4" "31.1" "39.6" "12.9" "44.8" "71.9" "201.2" "65.7" "38.2" "53.6" "17.8" "33.4" "619.6" "59.7" "97.3" "338.8" "109.6" NA
"1988" "28.9" "27.8" "74.0" "102.6" "82.8" "33.7" "32.5" "84.9" "44.4" "27.8" "25.5" "26.2" "591.1" "90.0" "259.4" "151.1" "97.8" NA
"1989" "23.5" "7.0" "19.1" "17.3" "62.5" "88.3" "21.8" "166.3" "62.5" "49.2" "34.5" "18.9" "570.9" "56.7" "98.9" "276.4" "146.2" NA
"1990" "51.1" "26.4" "43.4" "57.1" "57.3" "102.2" "70.5" "65.6" "9.2" "13.7" "21.7" "3.1" "521.4" "96.5" "157.8" "238.3" "44.6" NA
"1991" "15.5" "22.6" "16.1" "37.7" "70.8" "82.7" "88.8" "22.7" "100.0" "35.9" "26.6" "17.9" "537.3" "41.2" "124.6" "194.2" "162.5" NA
"1992" "38.1" "14.7" "7.0" "61.0" "68.4" "48.7" "81.5" "56.4" "102.1" "24.7" "28.2" "29.8" "560.5" "70.7" "136.4" "186.5" "155.0" NA
"1993" "22.4" "1.3" "16.2" "40.6" "16.3" "131.6" "135.3" "96.1" "46.2" "28.5" "42.5" "26.7" "603.6" "53.5" "73.0" "363.0" "117.2" NA
"1994" "14.9" "15.8" "22.2" "12.5" "29.6" "141.6" "87.2" "72.5" "42.5" "30.1" "17.5" "39.2" "525.7" "57.5" "64.3" "301.3" "90.1" NA
"1995" "36.1" "23.5" "81.7" "50.0" "11.3" "90.7" "75.1" "191.0" "4.0" "63.2" "58.3" "26.6" "711.5" "98.9" "143.0" "356.8" "125.5" NA
"1996" "19.4" "11.3" "34.6" "71.7" "41.5" "29.1" "228.7" "103.5" "34.8" "42.8" "36.9" "51.2" "705.5" "57.2" "147.8" "361.3" "114.6" NA
"1997" "38.5" "21.0" "27.3" "24.5" "53.8" "81.8" "106.8" "61.6" "64.0" "43.2" "5.7" "17.9" "546.1" "110.7" "105.6" "250.2" "112.8" NA
"1998" "29.9" "50.5" "7.7" "7.8" "63.6" "106.3" "59.0" "23.6" "46.2" "48.4" "11.2" "25.3" "479.6" "98.3" "79.1" "189.0" "105.8" NA
"1999" "5.8" "22.3" "9.8" "28.7" "163.3" "46.3" "86.8" "32.1" "22.8" "47.1" "11.2" "14.6" "490.8" "53.4" "201.8" "165.2" "81.1" NA
"2000" "16.7" "5.8" "5.8" "32.9" "38.6" "110.2" "10.0" "53.7" "50.1" "14.4" "27.7" "22.9" "389.0" "37.1" "77.3" "173.9" "92.2" NA
"2001" "9.5" "11.8" "2.5" "22.0" "34.4" "33.0" "62.1" "36.5" "31.7" "23.6" "NA" "4.6" "NA" "44.2" "59.0" "131.6" "NA" NA
"2002" "NA" "NA" "17.9" "20.5" "5.6" "76.7" "16.0" "51.2" "32.1" "23.5" "20.1" "51.0" "NA" "NA" "43.9" "143.9" "75.7" NA
"2003" "13.2" "27.2" "14.1" "16.4" "33.9" "10.8" "59.4" "53.4" "50.4" "21.9" "6.5" "19.7" "327.0" "91.5" "64.4" "123.6" "78.8" NA
"2004" "21.6" "10.9" "22.8" "6.9" "83.3" "74.5" "75.9" "124.0" "37.6" "12.5" "NA" "16.5" "NA" "52.2" "112.9" "274.4" "NA" NA
"2005" "NA" "NA" "10.1" "NA" "NA" "NA" "27.3" "108.8" "19.1" "11.3" "25.2" "9.6" "NA" "NA" "NA" "NA" "55.6" NA
"2006" "0.0" "0.0" "0.0" "0.7" "55.5" "54.9" "22.2" "57.8" "70.5" "22.7" "NA" "0.0" "NA" "9.6" "56.3" "134.9" "NA" NA
"2007" "0.0" "0.0" "10.4" "5.7" "54.6" "90.6" "40.0" "47.8" "56.3" "20.1" "NA" "NA" "NA" "0.0" "70.7" "178.4" "NA" NA
"2008" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2009" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2010" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2011" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2012" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2013" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2014" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2015" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2016" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"2017" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
