"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn" "NA."
"1900" "NA" "12.5" "25.1" "10.8" "19.1" "14.4" "63.3" "160.8" "121.3" "35.3" "31.1" "4.6" "NA" "NA" "55.0" "238.5" "187.8" NA
"1901" "37.9" "3.0" "12.4" "58.7" "11.7" "166.4" "40.1" "52.9" "96.0" "29.4" "1.9" "14.8" "525.4" "45.6" "82.9" "259.5" "127.3" NA
"1902" "NA" "NA" "NA" "NA" "NA" "NA" "39.8" "80.6" "8.4" "16.7" "35.1" "16.9" "NA" "NA" "NA" "NA" "60.2" NA
"1903" "16.4" "13.1" "17.9" "0.7" "123.5" "66.2" "67.4" "173.9" "65.4" "22.3" "17.1" "9.4" "593.1" "46.3" "142.1" "307.5" "104.8" NA
"1904" "14.0" "40.5" "56.1" "8.8" "28.4" "57.2" "26.7" "34.1" "NA" "NA" "6.6" "19.0" "NA" "63.9" "93.2" "118.0" "NA" NA
"1905" "27.8" "0.0" "NA" "2.9" "60.4" "49.1" "21.6" "89.7" "89.2" "19.1" "7.7" "0.0" "NA" "46.8" "NA" "160.4" "116.0" NA
"1906" "NA" "NA" "NA" "32.7" "76.4" "246.1" "40.5" "49.3" "22.1" "8.8" "55.8" "31.0" "NA" "NA" "NA" "335.9" "86.7" NA
"1907" "NA" "NA" "9.3" "18.6" "4.2" "113.6" "62.2" "109.3" "33.6" "15.4" "0.0" "0.0" "NA" "NA" "32.1" "285.1" "49.0" NA
"1908" "NA" "NA" "NA" "NA" "NA" "NA" "72.4" "10.3" "8.4" "28.2" "NA" "NA" "NA" "NA" "NA" "NA" "NA" NA
"1909" "NA" "0.0" "0.0" "26.5" "76.4" "41.9" "125.3" "14.3" "20.6" "10.7" "3.0" "NA" "NA" "NA" "102.8" "181.4" "34.4" NA
"1910" "NA" "0.0" "NA" "28.5" "36.7" "75.4" "35.8" "63.1" "25.1" "2.8" "48.0" "NA" "NA" "NA" "NA" "174.4" "75.9" NA
"1911" "NA" "NA" "6.2" "NA" "73.9" "68.3" "15.5" "58.0" "117.0" "68.2" "NA" "NA" "NA" "NA" "NA" "141.8" "NA" NA
