2400306,ALERT                    ,NU,station joined    , Monthly total of daily adjusted snowfall, mm, Updated to December 2017
2400306,ALERT                    ,NU,station jointe    , Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1950, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     2.2, ,     2.8, ,    15.3, ,    26.7, ,     8.6, ,     9.0, , -9999.9,M,   -10.0, , -9999.9,M, -9999.9,M,    50.6, ,
1951,     4.8, ,     7.6, ,     7.8, ,     8.5, ,    11.4, ,    19.1, ,    14.8, ,    55.0, ,    38.5, ,    20.5, ,     8.7, ,    19.5, ,   216.1, ,    21.4, ,    27.8, ,    88.9, ,    67.6, ,
1952,     9.7, ,    10.3, ,    12.2, ,    11.0, ,    17.6, ,    15.7, ,    11.5, ,    27.2, ,    19.9, ,    19.6, ,    10.2, ,    11.8, ,   176.7, ,    39.5, ,    40.8, ,    54.5, ,    49.7, ,
1953,    15.4, ,    15.5, ,     9.6, ,     8.8, ,    11.9, ,     7.5, ,     5.2, ,    27.4, ,    43.5, ,    42.8, ,     3.7, ,     9.6, ,   200.6, ,    42.6, ,    30.2, ,    40.1, ,    89.9, ,
1954,     3.3, ,     6.7, ,     8.4, ,     3.7, ,     3.9, ,     3.4, ,     8.0, ,    10.0, ,    56.0, ,     5.3, ,     6.9, ,     0.8, ,   116.5, ,    19.6, ,    15.9, ,    21.5, ,    68.2, ,
1955,     3.4, ,     0.2, ,     4.5, ,     5.5, ,     5.4, ,     9.1, ,    25.4, ,    10.8, ,    36.7, ,    22.4, ,     5.3, ,     6.0, ,   134.8, ,     4.5, ,    15.4, ,    45.3, ,    64.5, ,
1956,     5.3, ,     6.1, ,     2.7, ,     6.6, ,    13.5, ,     4.9, ,     1.0, ,    11.5, ,    13.6, ,     6.2, ,    17.9, ,    13.7, ,   103.1, ,    17.4, ,    22.9, ,    17.4, ,    37.7, ,
1957,     9.1, ,     2.0, ,    16.2, ,     5.6, ,     9.8, ,     0.2, ,     0.2, ,    10.4, ,    28.6, ,    27.1, ,     4.4, ,     4.1, ,   117.8, ,    24.8, ,    31.6, ,    10.8, ,    60.1, ,
1958,    12.8, ,     4.9, ,     2.9, ,     7.4, ,    13.3, ,     2.4, ,     2.6, ,     4.0, ,    30.7, ,    11.4, ,    12.0, ,    20.7, ,   125.1, ,    21.8, ,    23.6, ,     9.0, ,    54.1, ,
1959,     7.7, ,    13.3, ,    15.8, ,     7.7, ,     7.7, ,     8.3, ,     7.4, ,    32.4, ,    34.4, ,    19.8, ,    15.7, ,     2.7, ,   173.0, ,    41.8, ,    31.2, ,    48.1, ,    69.9, ,
1960,    10.0, ,    11.6, ,     5.3, ,    10.1, ,    19.4, ,     5.4, ,     7.2, ,    17.0, ,    30.3, ,    15.8, ,     0.4, ,     7.7, ,   140.1, ,    24.3, ,    34.7, ,    29.6, ,    46.5, ,
1961,     5.2, ,     3.9, ,     9.9, ,     9.6, ,     9.9, ,    22.4, ,     7.6, ,     1.6, ,    29.8, ,    14.0, ,     4.8, ,     3.6, ,   122.3, ,    16.7, ,    29.4, ,    31.7, ,    48.6, ,
1962,     6.7, ,     4.1, ,     2.5, ,     3.7, ,    14.3, ,     6.1, ,     9.4, ,    29.5, ,    36.7, ,    14.5, ,    22.6, ,     5.4, ,   155.4, ,    14.3, ,    20.5, ,    45.0, ,    73.9, ,
1963,     7.1, ,     7.3, ,     2.1, ,     3.6, ,    19.4, ,    15.3, ,     2.5, ,    24.6, ,    38.8, ,     6.9, ,    11.0, ,    28.7, ,   167.3, ,    19.8, ,    25.1, ,    42.4, ,    56.7, ,
1964,    11.4, ,     7.1, ,     9.4, ,     3.5, ,    32.8, ,    21.5, ,    42.7, ,    22.5, ,    21.1, ,    43.7, ,     7.8, ,     7.3, ,   231.0, ,    47.2, ,    45.7, ,    86.8, ,    72.6, ,
1965,    40.3, ,     9.0, ,    13.7, ,    14.7, ,     4.1, ,    18.5, ,    25.4, ,    32.1, ,     9.8, ,    13.2, ,    20.0, ,    11.4, ,   212.0, ,    56.6, ,    32.5, ,    75.9, ,    43.0, ,
1966,    10.2, ,     2.2, ,    13.7, ,     4.0, ,    26.0, ,    10.6, ,    25.3, ,     6.7, ,    79.3, ,     8.9, ,    16.0, ,    16.8, ,   219.7, ,    23.8, ,    43.7, ,    42.6, ,   104.2, ,
1967,     7.7, ,    14.8, ,     7.5, ,     4.8, ,    15.9, ,    17.6, ,     1.9, ,    43.6, ,    33.2, ,    18.0, ,    17.4, ,    13.3, ,   195.4, ,    39.3, ,    28.2, ,    63.0, ,    68.5, ,
1968,    14.0, ,    17.2, ,    31.2, ,    14.5, ,    10.6, ,    34.5, ,    10.6, ,    41.2, ,    52.4, ,    22.0, ,    24.1, ,     9.4, ,   281.7, ,    44.5, ,    56.3, ,    86.3, ,    98.4, ,
1969,    17.1, ,     5.6, ,     8.5, ,    23.8, ,    15.9, ,     7.0, ,    24.0, ,    15.6, ,    56.3, ,    40.5, ,     7.1, ,    21.8, ,   243.1, ,    32.2, ,    48.1, ,    46.5, ,   103.9, ,
1970,     8.6, ,     3.7, ,     7.9, ,    15.4, ,    37.0, ,    12.4, ,     9.2, ,    51.7, ,    36.6, ,    21.5, ,    12.6, ,    20.5, ,   237.1, ,    34.2, ,    60.3, ,    73.3, ,    70.7, ,
1971,    17.2, ,     6.6, ,     4.6, ,    15.4, ,    36.8, ,     5.0, ,     8.0, ,    39.0, ,     8.4, ,    11.5, ,    17.2, ,     9.8, ,   179.4, ,    44.3, ,    56.8, ,    51.9, ,    37.1, ,
1972,    14.3, ,    10.5, ,    12.5, ,     3.5, ,    10.9, ,    11.6, ,    24.8, ,    29.2, ,    49.2, ,    52.3, ,     7.8, ,    12.6, ,   239.2, ,    34.6, ,    26.9, ,    65.6, ,   109.3, ,
1973,     7.2, ,     6.6, ,     9.0, ,    30.3, ,    22.9, ,    48.8, ,    13.7, ,    20.8, ,    37.9, ,     9.4, ,    15.1, ,    12.4, ,   234.1, ,    26.4, ,    62.2, ,    83.2, ,    62.4, ,
1974,    10.1, ,     4.1, ,    12.4, ,     7.3, ,    11.4, ,     9.8, ,    29.8, ,    19.3, ,    38.2, ,    17.0, ,     9.9, ,     8.9, ,   178.1, ,    26.6, ,    31.1, ,    58.8, ,    65.2, ,
1975,     8.0, ,    19.4, ,    19.6, ,     6.3, ,    25.0, ,    21.2, ,     2.2, ,    34.1, ,    69.9, ,    13.0, ,    17.8, ,     9.5, ,   246.0, ,    36.3, ,    50.9, ,    57.6, ,   100.7, ,
1976,    15.1, ,    16.9, ,    10.1, ,    40.0, ,     5.0, ,     2.8, ,     6.1, ,    29.0, ,    18.1, ,    16.3, ,    13.7, ,    19.8, ,   192.8, ,    41.5, ,    55.2, ,    37.8, ,    48.1, ,
1977,    14.9, ,     6.9, ,     7.5, ,     8.0, ,    14.6, ,     9.1, ,    39.9, ,     4.9, ,    34.7, ,    13.1, ,    13.9, ,     8.1, ,   175.6, ,    41.6, ,    30.1, ,    53.9, ,    61.8, ,
1978,    10.9, ,    15.1, ,    20.5, ,     8.5, ,    23.0, ,     4.2, ,     0.6, ,     6.2, ,    65.7, ,     8.6, ,    14.2, ,    11.2, ,   188.7, ,    34.1, ,    51.9, ,    11.1, ,    88.5, ,
1979,    13.3, ,     2.3, ,     3.4, ,     5.2, ,     6.4, ,     9.3, ,     7.9, ,    12.1, ,    13.5, ,    14.9, ,    12.1, ,     8.6, ,   109.0, ,    26.9, ,    15.0, ,    29.3, ,    40.4, ,
1980,     7.5, ,    10.5, ,     9.1, ,    10.7, ,    20.1, ,     6.9, ,     9.5, ,    37.2, ,    58.4, ,    17.0, ,     7.9, ,    13.0, ,   207.8, ,    26.6, ,    39.9, ,    53.6, ,    83.3, ,
1981,    16.1, ,     7.4, ,     5.5, ,    10.9, ,     5.6, ,     5.5, ,    23.4, ,    16.5, ,    44.3, ,    40.4, ,     9.5, ,    10.4, ,   195.5, ,    36.5, ,    21.9, ,    45.4, ,    94.2, ,
1982,    10.7, ,     7.0, ,    13.8, ,    26.3, ,    16.7, ,     4.3, ,    23.1, ,    28.1, ,    58.8, ,     9.1, ,    22.4, ,     7.8, ,   228.1, ,    28.1, ,    56.8, ,    55.5, ,    90.3, ,
1983,    15.8, ,     9.4, ,    17.8, ,     9.1, ,    22.0, ,    44.5, ,    43.6, ,    33.2, ,    54.8, ,    18.4, ,    12.5, ,    12.0, ,   293.0, ,    33.0, ,    48.9, ,   121.2, ,    85.7, ,
1984,    15.2, ,    12.5, ,     5.9, ,     8.0, ,    25.9, ,     9.1, ,    10.2, ,    24.6, ,    41.6, ,    44.6, ,     7.8, ,    13.7, ,   219.1, ,    39.7, ,    39.8, ,    43.9, ,    93.9, ,
1985,     7.7, ,     6.4, ,    10.1, ,    11.1, ,     6.3, ,     8.8, ,    26.1, ,    14.8, ,     4.1, ,    28.6, ,    21.0, ,     9.2, ,   154.2, ,    27.8, ,    27.5, ,    49.7, ,    53.7, ,
1986,     9.3, ,    11.0, ,    12.7, ,     8.8, ,    31.1, ,    10.8, ,    38.3, ,     5.1, ,    18.5, ,    24.4, ,    33.4, ,    10.7, ,   214.2, ,    29.5, ,    52.6, ,    54.2, ,    76.3, ,
1987,    19.5, ,     6.6, ,     8.6, ,    11.3, ,     6.4, ,    15.2, ,    28.4, ,     9.4, ,    12.6, ,    46.1, ,     8.6, ,    13.2, ,   185.8, ,    36.8, ,    26.3, ,    53.0, ,    67.3, ,
1988,    16.7, ,    12.8, ,    14.5, ,    17.9, ,     6.7, ,    50.7, ,    29.0, ,    27.8, ,    39.8, ,    24.2, ,    19.3, ,    11.2, ,   270.5, ,    42.6, ,    39.1, ,   107.5, ,    83.3, ,
1989,    12.9, ,    27.7, ,    12.7, ,     8.4, ,     7.3, ,    24.1, ,    26.1, ,    29.8, ,    34.4, ,    21.9, ,    10.4, ,    12.1, ,   228.0, ,    51.9, ,    28.4, ,    80.1, ,    66.7, ,
1990,    23.4, ,     9.9, ,    15.0, ,    42.7, ,    17.2, ,     4.8, ,    16.1, ,     3.2, ,    29.0, ,     7.1, ,     9.6, ,    13.1, ,   191.1, ,    45.5, ,    74.9, ,    24.1, ,    45.7, ,
1991,     8.6, ,     7.7, ,     3.5, ,     4.3, ,    47.7, ,    26.1, ,    16.6, ,    28.3, ,    37.5, ,    23.0, ,     9.4, ,     8.7, ,   221.2, ,    29.3, ,    55.4, ,    71.0, ,    69.9, ,
