1992,     6.0, ,    16.1, ,    14.6, ,    15.7, ,     5.0, ,    17.1, ,    33.5, ,    12.1, ,    16.4, ,    16.7, ,    26.2, ,    12.8, ,   192.2, ,    30.9, ,    35.4, ,    62.7, ,    59.2, ,
1993,    12.2, ,    21.3, ,     8.7, ,    12.0, ,    29.2, ,     5.4, ,     2.0, ,    12.2, ,    17.3, ,     5.5, ,     9.9, ,    16.0, ,   151.8, ,    46.3, ,    50.0, ,    19.5, ,    32.8, ,
1994,    10.3, ,    18.3, ,    10.1, ,    10.2, ,    13.6, ,     4.0, ,     5.7, ,    27.1, ,     6.7, ,    14.4, ,    13.5, ,     6.6, ,   140.6, ,    44.6, ,    33.9, ,    36.9, ,    34.6, ,
1995,     7.1, ,     4.5, ,     5.2, ,    34.6, ,    50.5, ,    27.0, ,    37.4, ,    15.0, ,    77.6, ,    11.6, ,     6.0, ,     3.6, ,   280.2, ,    18.2, ,    90.3, ,    79.4, ,    95.2, ,
1996,     7.0, ,     4.4, ,    10.5, ,     3.0, ,    28.0, ,     4.6, ,    20.7, ,     7.8, ,    36.1, ,    25.4, ,    10.9, ,     4.6, ,   162.9, ,    15.0, ,    41.5, ,    33.0, ,    72.4, ,
1997,     9.2, ,     5.8, ,    12.6, ,    22.4, ,     2.9, ,     0.8, ,    37.4, ,    21.1, ,    82.5, ,    17.8, ,    55.7, ,    18.7, ,   286.8, ,    19.6, ,    38.0, ,    59.2, ,   156.0, ,
1998,    20.3, ,    12.5, ,    27.6, ,    20.4, ,    40.7, ,    14.9, ,     8.2, ,    26.4, ,    28.1, ,    32.9, ,    31.0, ,    38.1, ,   301.0, ,    51.4, ,    88.7, ,    49.5, ,    92.0, ,
1999,     9.2, ,    14.9, ,    12.1, ,    12.0, ,    37.9, ,    22.9, ,    20.8, ,    22.4, ,    63.3, ,    38.4, ,    41.1, ,    16.8, ,   311.9, ,    62.2, ,    62.0, ,    66.1, ,   142.8, ,
2000,     5.6, ,     3.8, ,    13.1, ,     2.4, ,     8.7, ,    18.3, ,    30.9, ,    36.0, ,    49.5, ,    19.9, ,     4.2, ,    19.0, ,   211.4, ,    26.2, ,    24.2, ,    85.3, ,    73.5, ,
2001,    24.2, ,     8.7, ,     8.1, ,     5.9, ,     6.3, ,    37.5, ,    25.4, ,     3.4, ,    10.8, ,    30.3, ,    20.1, ,    14.6, ,   195.4, ,    51.9, ,    20.3, ,    66.3, ,    61.2, ,
2002,    31.4, ,     8.0, ,    23.1, ,    28.5, ,     7.0, ,     9.3, ,     3.0, ,     5.7, ,    16.1, ,    20.1, ,    46.2, ,    19.1, ,   217.5, ,    54.0, ,    58.7, ,    17.9, ,    82.4, ,
2003,    12.9, ,    12.2, ,    13.5, ,    17.6, ,    33.2, ,     3.3, ,     2.0, ,     3.2, ,    12.5, ,    27.6, ,     8.0, ,    13.8, ,   159.6, ,    44.2, ,    64.3, ,     8.4, ,    48.1, ,
2004,    22.0, ,    12.4, ,     1.0, ,    32.2, ,     3.6, ,    25.7, ,     4.4, ,    24.2, ,    16.0, ,    31.1, ,    16.5, ,    30.2, ,   219.4, ,    48.3, ,    36.8, ,    54.3, ,    63.6, ,
2005,    11.9, ,     9.1, ,    17.8, ,    18.6, ,    12.0, ,     1.4, ,     2.8, ,    12.6, ,    22.7, ,    51.7, ,    17.5, ,    25.7, ,   203.7, ,    51.2, ,    48.4, ,    16.8, ,    91.8, ,
2006,    34.2, ,    15.6, ,     7.2, ,    27.3, ,    10.8, ,    23.8, ,    16.7, ,    26.5, ,    32.8, ,    11.7, ,    46.2, ,    16.5, ,   269.2, ,    75.5, ,    45.3, ,    67.0, ,    90.7, ,
2007,    27.8, ,    14.4, ,    20.1, ,    27.2, ,     7.2, ,    22.0, ,    23.1, ,    15.3, ,    37.0, ,    53.0, ,     8.8, ,    38.4, ,   294.1, ,    58.7, ,    54.5, ,    60.4, ,    98.7, ,
2008,    15.0, ,    17.7, ,     4.3, ,     9.4, ,     3.7, ,     3.4, ,     1.4, ,    16.7, ,    77.5, ,    41.8, ,    20.0, ,    12.1, ,   223.0, ,    71.1, ,    17.4, ,    21.5, ,   139.2, ,
2009,    12.9, ,     9.0, ,     9.3, ,    11.9, ,    29.1, ,    17.4, ,     0.0, ,     0.1, ,    37.5, ,    32.5, ,    16.7, ,     9.6, ,   185.9, ,    33.9, ,    50.3, ,    17.6, ,    86.7, ,
2010,    12.3, ,     5.6, ,    14.4, ,     9.4, ,    26.2, ,     1.4, ,    18.3, ,    20.0, ,    27.6, ,     9.9, ,    30.1, ,    23.3, ,   198.5, ,    27.5, ,    49.9, ,    39.7, ,    67.6, ,
2011,    27.8, ,     7.6, ,    44.3, ,    18.3, ,    11.7, ,     1.9, ,     0.2, ,    24.1, ,    15.4, ,    39.9, ,    34.8, ,     5.9, ,   231.8, ,    58.7, ,    74.3, ,    26.2, ,    90.1, ,
2012,     7.2, ,    10.5, ,    19.3, ,    20.0, ,    13.4, ,     5.0, ,     0.2, ,     1.9, ,    25.2, ,    69.0, ,     5.8, ,     6.7, ,   184.1, ,    23.6, ,    52.7, ,     7.1, ,   100.0, ,
2013,    25.2, ,     3.4, ,    23.0, ,    12.6, ,    14.3, ,    12.1, ,    17.2, ,    24.6, ,    30.4, ,    55.8, ,    13.9, ,    19.9, ,   252.5, ,    35.2, ,    49.9, ,    54.0, ,   100.2, ,
2014,     7.5, ,    14.1, ,    28.7, ,    10.6, ,    18.3, ,    10.3, ,     8.3, ,     0.2, ,    85.3, ,    38.7, ,    13.1, ,    34.1, ,   269.3, ,    41.5, ,    57.6, ,    18.8, ,   137.1, ,
2015,    30.0, ,    25.1, ,    33.8, ,    25.1, ,    10.2, ,     6.0, ,     5.7, ,    10.1, ,    36.9, ,    23.8, ,    10.1, ,    22.6, ,   239.3, ,    89.2, ,    69.0, ,    21.8, ,    70.8, ,
2016,    18.3, ,    18.1, ,    14.3, ,    29.0, ,    45.9, ,     6.0, ,     7.6, ,    41.9, ,    20.7, ,    35.6, ,    14.4, ,    14.2, ,   266.1, ,    59.0, ,    89.2, ,    55.5, ,    70.8, ,
2017,    15.4, ,    12.9, ,     5.5, ,     4.2, ,    18.1, ,     9.9, ,    23.3, ,    43.5, ,    22.7, ,    49.2, ,     2.4, ,    11.0, ,   218.0, ,    42.5, ,    27.7, ,    76.8, ,    74.2, ,
