1017230,SHAWNIGAN LAKE           ,BC,station not joined, Monthly total of daily adjusted snowfall, mm, Updated to December 2017
1017230,SHAWNIGAN LAKE           ,BC,station pas jointe, Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1911, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    66.3, ,    15.4, , -9999.9,M,   -10.0, , -9999.9,M,     0.0, ,    66.3, ,
1912,    33.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.0, ,    44.1, ,    48.5, ,     0.0, ,     0.0, ,     0.0, ,
1913,   112.7, ,     4.4, ,     3.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,   121.6, ,   128.1, ,     3.3, ,     0.0, ,     0.0, ,
1914,    19.9, ,     0.0, ,     0.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.7, ,     6.6, ,    29.9, ,    21.1, ,     0.7, ,     0.0, ,     2.7, ,
1915,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.6, ,     6.7, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,
1916,   150.5, ,   148.1, ,    14.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    54.3, ,   367.7, ,   305.2, ,    14.8, ,     0.0, ,     0.0, ,
1917,    30.9, ,    90.6, ,     4.7, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    25.4, ,   151.7, ,   175.9, ,     4.8, ,     0.0, ,     0.0, ,
1918,     5.6, ,    40.5, ,    44.0, ,     0.7, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     7.7, , -9999.9,M,    71.4, ,    44.7, , -9999.9,M, -9999.9,M,
1919,     0.0, ,    23.9, ,     6.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,     4.0, ,    36.6, ,    31.7, ,     6.7, ,     0.0, ,     2.0, ,
1920,    15.6, ,     0.0, ,     0.2, ,     2.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    18.2, ,    19.6, ,     2.6, ,     0.0, ,     0.0, ,
1921,    39.0, ,     2.4, ,     2.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    17.7, ,     4.7, ,    66.3, ,    41.5, ,     2.5, ,     0.0, ,    17.7, ,
1922,     7.0, ,    13.5, ,    17.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    65.9, ,   104.3, ,    25.2, ,    17.9, ,     0.0, ,     0.0, ,
1923,     7.0, ,   103.0, ,     0.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,   112.8, ,   175.9, ,     0.7, ,     0.0, ,     0.0, ,
1924,     2.3, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.9, ,    12.3, ,     4.4, ,     0.1, ,     0.0, ,     0.0, ,
1925,    19.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    19.1, ,    29.0, ,     0.0, ,     0.0, ,     0.0, ,
1926,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    36.5, ,    36.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,
1927,    27.8, ,     4.4, ,     0.0, ,     7.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    28.7, ,    47.4, ,   116.0, ,    68.7, ,     7.6, ,     0.0, ,    28.7, ,
1928,    13.9, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.4, ,    61.8, ,     0.0, ,     0.0, ,     0.0, ,
1929,    57.4, ,     0.0, ,     1.7, ,     3.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    38.6, ,   101.5, ,    57.4, ,     5.4, ,     0.0, ,     0.0, ,
1930,     8.6, ,     0.0, ,     0.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.6, ,     1.1, ,     0.0, ,    15.1, ,    47.2, ,     0.9, ,     0.0, ,     5.7, ,
1931,     0.0, ,     0.0, ,    13.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    15.5, ,    28.7, ,     0.0, ,    13.2, ,     0.0, ,     0.0, ,
1932,    37.6, ,    13.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.7, ,    57.5, ,    66.3, ,     0.0, ,     0.0, ,     0.0, ,
1933,    27.7, ,    25.6, ,     7.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    23.2, ,    84.3, ,    60.0, ,     7.9, ,     0.0, ,     0.0, ,
1934,     2.4, ,     0.0, ,     5.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    64.0, ,    72.0, ,    25.6, ,     5.6, ,     0.0, ,     0.0, ,
1935,    95.0, ,     0.0, ,    17.7, ,     0.2, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.7, ,     0.0, ,     0.0, ,   116.7, ,   159.0, ,    18.0, ,     0.0, ,     3.7, ,
1936,     2.2, ,    71.6, ,     7.1, ,     1.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.1, ,    83.5, ,    73.8, ,     8.5, ,     0.0, ,     0.0, ,
1937,    62.0, ,    91.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    17.7, ,   100.6, ,   271.9, ,   154.8, ,     0.0, ,     0.0, ,    17.7, ,
1938,    18.8, ,    13.2, ,    19.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     2.3, ,    54.4, ,   132.6, ,    19.9, ,     0.0, ,     0.1, ,
1939,     0.1, ,    18.8, ,    11.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    30.0, ,    21.2, ,    11.1, ,     0.0, ,     0.0, ,
1940,     6.7, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.5, ,     0.0, ,    20.6, ,    11.1, ,     0.0, ,     0.0, ,     9.5, ,
1941,     0.1, ,     3.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     3.5, ,     3.4, ,     0.0, ,     0.0, ,     0.0, ,
1942,    13.2, ,     8.9, ,     2.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    19.9, ,    44.2, ,    22.2, ,     2.2, ,     0.0, ,     0.0, ,
1943,    68.4, ,    13.2, ,     1.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    82.7, ,   101.5, ,     1.1, ,     0.0, ,     0.0, ,
1944,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.4, ,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,
1945,     0.1, ,     0.0, ,     1.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    16.6, ,     0.2, ,    18.1, ,     4.6, ,     1.1, ,     0.0, ,    16.6, ,
1946,    18.8, ,     0.0, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    28.7, ,    10.5, ,    58.1, ,    19.0, ,     0.1, ,     0.0, ,    28.7, ,
1947,    61.2, ,     5.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    66.8, ,    77.2, ,     0.0, ,     0.0, ,     0.0, ,
1948,     0.0, ,     5.3, ,     2.7, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.0, ,    48.9, ,    61.0, ,     5.3, ,     2.8, ,     0.0, ,     4.0, ,
1949,    29.9, ,    70.8, ,     2.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    39.7, ,   142.7, ,   149.6, ,     2.3, ,     0.0, ,     0.0, ,
1950,   143.7, ,    22.1, ,    11.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.7, ,     0.0, ,   183.7, ,   205.5, ,    11.2, ,     0.0, ,     6.7, ,
1951,    69.7, ,    14.4, ,    36.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    32.1, ,   152.7, ,    84.1, ,    36.5, ,     0.0, ,     0.0, ,
1952,    54.1, ,    28.8, ,     4.6, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    87.6, ,   115.0, ,     4.7, ,     0.0, ,     0.0, ,
1953,    20.5, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    12.4, ,    33.0, ,    20.6, ,     0.0, ,     0.0, ,     0.0, ,
1954,   105.2, ,    13.4, ,     7.8, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,   126.8, ,   131.0, ,     8.0, ,     0.0, ,     0.0, ,
1955,     0.0, ,    39.3, ,    17.7, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    18.1, ,    37.8, ,   114.1, ,    39.5, ,    18.9, ,     0.0, ,    18.1, ,
1956,    12.5, ,    14.2, ,    25.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    35.0, ,    87.0, ,    64.5, ,    25.3, ,     0.0, ,     0.0, ,
1957,    37.5, ,    40.9, ,    13.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,    91.7, ,   113.3, ,    13.2, ,     0.0, ,     0.1, ,
1958,     0.0, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.8, ,    24.6, ,    33.5, ,     0.0, ,     0.1, ,     0.0, ,     8.8, ,
1959,    27.1, ,    15.5, ,     1.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.1, ,     1.7, ,    47.6, ,    67.2, ,     1.1, ,     0.0, ,     2.1, ,
1960,     7.9, ,     0.0, ,    35.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    42.9, ,     9.6, ,    35.1, ,     0.0, ,     0.0, ,
1961,     0.0, ,     0.0, ,    40.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    17.8, ,    58.8, ,     0.0, ,    40.9, ,     0.0, ,     0.1, ,
1962,     3.7, ,    29.8, ,    43.3, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    77.0, ,    51.4, ,    43.4, ,     0.0, ,     0.0, ,
1963,     4.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.4, ,     0.0, ,     8.9, ,     4.4, ,     0.0, ,     0.0, ,     4.4, ,
1964,    13.2, ,     0.0, ,     1.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    12.2, ,    84.2, ,   111.1, ,    13.2, ,     1.6, ,     0.0, ,    12.2, ,
1965,    46.0, ,     2.7, ,     1.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    81.1, ,   131.1, ,   132.9, ,     1.3, ,     0.0, ,     0.0, ,
1966,    62.1, ,    16.6, ,     7.0, ,     1.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.6, ,    91.9, ,   159.8, ,     8.7, ,     0.0, ,     0.0, ,
1967,     6.1, ,     0.0, ,    17.9, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.7, ,    22.5, ,    48.4, ,    10.7, ,    18.0, ,     0.0, ,     1.7, ,
