1987,    19.3, ,    23.8, ,    22.1, ,     3.6, ,     3.2, ,     3.1, ,     0.0, ,     0.0, ,     0.2, ,    28.9, ,    14.2, ,    21.1, ,   139.4, ,    62.0, ,    28.8, ,     3.1, ,    43.3, ,
1988,    24.0, ,    21.2, ,    20.6, ,    22.7, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    32.8, ,    64.7, ,    20.1, ,   206.6, ,    66.3, ,    43.7, ,     0.0, ,    97.7, ,
1989,    14.0, ,    10.8, ,    16.1, ,    16.0, ,    13.4, ,     0.0, ,     0.0, ,     0.0, ,     9.2, ,    13.5, ,    46.9, ,    13.2, ,   153.0, ,    44.8, ,    45.5, ,     0.0, ,    69.6, ,
1990,    37.7, ,     5.7, ,     9.7, ,    22.9, ,     5.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    59.5, ,    44.8, ,    14.4, ,   199.8, ,    56.6, ,    37.7, ,     0.0, ,   104.3, ,
1991,    17.8, ,     8.2, ,    11.0, ,    19.8, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,    39.4, ,    31.5, ,    28.3, ,   158.4, ,    40.4, ,    30.9, ,     0.0, ,    73.2, ,
1992,    17.0, ,    23.0, ,    27.6, ,    19.8, ,     6.9, ,    10.3, ,     0.0, ,     0.0, ,    25.3, ,     7.4, ,    25.8, ,     6.4, ,   169.4, ,    68.3, ,    54.3, ,    10.3, ,    58.4, ,
1993,    17.1, ,    19.0, ,    19.1, ,    25.3, ,     0.8, ,     0.0, ,     0.0, ,     0.0, ,     1.6, ,    36.5, ,    50.5, ,    17.3, ,   187.3, ,    42.4, ,    45.3, ,     0.0, ,    88.7, ,
1994,    14.3, ,    31.3, ,    42.6, ,    33.4, ,     5.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    23.7, ,    27.9, ,    27.3, ,   205.6, ,    62.8, ,    81.3, ,     0.0, ,    51.5, ,
1995,    26.4, ,    20.5, ,    24.3, ,    19.0, ,    27.1, ,     0.0, ,     0.0, ,     0.0, ,     8.0, ,    36.2, ,    40.3, ,    27.5, ,   229.4, ,    74.2, ,    70.4, ,     0.0, ,    84.5, ,
1996,    14.1, ,    25.9, ,    42.5, ,     2.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.4, ,    16.1, ,    25.1, ,    21.9, ,   156.6, ,    67.6, ,    45.0, ,     0.0, ,    49.6, ,
1997,    34.2, ,    11.8, ,    15.8, ,    13.2, ,     0.8, ,     0.0, ,     0.0, ,     0.0, ,    27.5, ,    22.7, ,    24.1, ,    14.5, ,   164.6, ,    67.9, ,    29.7, ,     0.0, ,    74.4, ,
1998,    17.1, ,    22.5, ,     2.8, ,    12.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.9, ,    33.1, ,    15.9, ,   125.9, ,    54.0, ,    15.4, ,     0.0, ,    55.0, ,
1999,    16.4, ,    30.6, ,    23.3, ,    20.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    27.4, ,    40.3, ,    41.5, ,   200.6, ,    62.9, ,    44.1, ,     0.0, ,    67.9, ,
2000,    17.7, ,     4.3, ,     9.7, ,     7.8, ,    20.5, ,     0.0, ,     0.0, ,     0.0, ,     2.3, ,    26.5, ,    15.2, ,    25.1, ,   129.0, ,    63.5, ,    38.0, ,     0.0, ,    44.0, ,
2001,    28.5, ,    13.6, ,    30.8, ,     5.5, ,     1.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    14.4, ,    20.7, ,    12.0, ,   127.0, ,    67.2, ,    37.9, ,     0.0, ,    35.1, ,
2002,    11.6, ,    13.9, ,    15.3, ,    46.4, ,     7.4, ,     0.0, ,     0.0, ,     0.0, ,     7.1, ,    23.0, ,    24.0, ,    17.9, ,   166.6, ,    37.5, ,    69.0, ,     0.0, ,    54.1, ,
2003,    15.3, ,     8.7, ,    15.7, ,    15.0, ,     3.2, ,     0.0, ,     0.0, ,     0.0, ,     3.2, ,    45.8, ,    13.4, ,    15.7, ,   136.1, ,    41.9, ,    33.9, ,     0.0, ,    62.4, ,
2004,    36.8, ,    24.5, ,    20.5, ,     2.1, ,    41.5, ,     0.0, ,     0.0, ,     0.0, ,     0.7, ,    23.8, ,    22.5, ,    44.1, ,   216.6, ,    77.0, ,    64.2, ,     0.0, ,    47.0, ,
2005,    61.0, ,    16.1, ,    21.4, ,    19.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    40.8, ,    32.0, ,    21.8, ,   212.2, ,   121.2, ,    40.4, ,     0.0, ,    72.9, ,
2006,    31.6, , -9999.9,M,     5.1, ,     1.3, ,     5.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.0, ,    56.6, ,     6.4, , -9999.9,M, -9999.9,M,    11.8, ,     0.0, ,    61.6, ,
2007,    26.2, ,    22.3, ,    61.8, ,     1.9, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,    11.2, ,    25.3, ,    26.4, , -9999.9,M, -9999.9,M,    55.0, ,    63.9, ,     0.0, ,    62.9, ,
2008, -9999.9,M, -9999.9,M,    39.0, ,    74.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.5, ,    31.3, ,    23.7, , -9999.9,M, -9999.9,M,   113.1, ,     0.0, ,    36.8, ,
2009,    16.3, ,    29.6, ,    53.4, ,    29.8, ,     9.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    15.3, ,    24.0, ,    17.9, ,   195.7, ,    69.6, ,    92.5, ,     0.0, ,    39.3, ,
2010,    20.7, ,     4.9, ,    18.8, ,     1.2, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,     4.5, ,    16.5, ,    21.7, ,    88.5, ,    43.5, ,    20.1, ,     0.0, ,    21.1, ,
2011,    29.8, ,    17.0, ,    14.2, ,     7.0, ,    22.6, ,     0.1, ,     0.0, ,     0.0, ,     0.1, ,     5.3, ,    26.8, ,    35.3, ,   158.2, ,    68.5, ,    43.8, ,     0.1, ,    32.2, ,
2012,    35.4, ,     6.7, ,    53.8, ,    37.8, ,    10.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    32.0, ,    24.9, ,    15.6, ,   217.0, ,    77.4, ,   102.4, ,     0.0, ,    56.9, ,
2013,    13.2, ,     9.5, ,    18.0, ,    33.4, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    21.8, ,    37.4, ,    20.5, ,   153.9, ,    38.3, ,    51.4, ,     0.0, ,    59.3, ,
2014,    65.6, ,     3.2, ,    23.9, ,    21.2, ,    39.2, ,     0.0, ,     0.0, ,     0.0, ,     4.5, ,    20.3, ,    16.7, ,    12.6, ,   207.1, ,    89.3, ,    84.3, ,     0.0, ,    41.5, ,
2015,    29.2, ,    10.9, ,    50.1, ,     9.2, ,    19.6, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    22.7, ,    17.8, ,    13.8, ,   173.6, ,    52.7, ,    78.9, ,     0.0, ,    40.7, ,
2016,    19.5, ,    28.8, ,    45.8, ,    39.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    39.8, ,    13.1, ,    21.8, ,   208.2, ,    62.2, ,    85.2, ,     0.0, ,    52.9, ,
2017,    32.1, ,    28.6, ,    41.7, ,     9.4, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    39.1, ,    72.4, ,    32.5, ,   256.0, ,    82.5, ,    51.3, ,     0.0, ,   111.5, ,
