6100971,BROCKVILLE PCC           ,ON,station joined    , Monthly total of daily adjusted snowfall, mm, Updated to December 2017
6100971,BROCKVILLE PCC           ,ON,station jointe    , Total mensuel des chutes de neige quotidiennes ajustées, mm,  Mise à jour jusqu à décembre 2017
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1915, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    12.8, , -9999.9,M,   -10.0, , -9999.9,M, -9999.9,M,     0.2, ,
1916,    54.1, ,    60.6, ,    38.2, ,    12.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    44.5, ,   210.2, ,   127.4, ,    51.0, ,     0.0, ,     0.0, ,
1917,    35.0, ,    22.3, ,    38.1, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.4, ,    22.2, ,    54.1, ,   178.3, ,   101.9, ,    38.3, ,     0.0, ,    28.6, ,
1918,    60.5, ,    19.2, ,     9.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    38.3, ,   127.5, ,   133.7, ,     9.5, ,     0.0, ,     0.1, ,
1919,     9.5, ,     6.3, ,    47.7, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    12.7, ,    76.5, ,    54.1, ,    47.8, ,     0.0, ,     0.2, ,
1920,    28.7, ,    51.0, ,     9.5, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    25.5, ,    35.1, ,   150.0, ,    92.5, ,     9.6, ,     0.0, ,    25.5, ,
1921,     6.4, ,     9.5, ,     3.1, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    25.5, ,    12.7, ,    57.3, ,    51.1, ,     3.2, ,     0.0, ,    25.5, ,
1922,    22.3, ,    51.0, ,    12.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.5, ,    95.7, ,    86.0, ,    12.8, ,     0.0, ,     0.0, ,
1923,    76.5, ,    22.3, ,    47.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.6, ,    15.9, ,   164.3, ,   108.4, ,    47.9, ,     0.0, ,     1.6, ,
1924,    57.4, ,    51.1, , -9999.9,M,     6.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.3, ,    19.1, , -9999.9,M,   124.4, , -9999.9,M,     0.0, ,     6.3, ,
1925,    57.3, , -9999.9,M,    22.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.3, ,     9.5, ,    25.6, , -9999.9,M, -9999.9,M,    22.2, ,     0.0, ,    15.8, ,
1926,    25.3, ,    51.1, ,    92.4, ,    31.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.0, ,    19.2, ,    44.5, ,   272.5, ,   102.0, ,   124.3, ,     0.0, ,    27.2, ,
1927,    25.5, ,    89.2, ,     3.1, ,     3.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    15.8, ,    15.8, ,   152.6, ,   159.2, ,     6.3, ,     0.0, ,    15.8, ,
1928,    15.8, ,    12.7, ,    63.7, ,     8.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.3, ,     9.5, ,   116.1, ,    44.3, ,    71.8, ,     0.0, ,     6.3, ,
1929,    22.1, ,    31.8, ,    12.8, ,     1.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.8, ,    54.2, ,   127.2, ,    63.4, ,    14.4, ,     0.0, ,     4.8, ,
1930,    38.4, ,    19.2, ,    25.3, ,     2.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.5, ,    10.4, ,    98.4, ,   111.8, ,    27.9, ,     0.0, ,     2.5, ,
1931,    82.8, ,    47.9, ,    28.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.4, ,   165.7, ,   141.1, ,    28.6, ,     0.0, ,     0.0, ,
1932,    28.7, ,    31.8, ,    89.2, ,    15.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.4, ,    28.7, ,   200.7, ,    66.9, ,   105.1, ,     0.0, ,     6.4, ,
1933,     1.6, ,    34.9, ,    19.0, ,    15.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.5, ,    36.5, ,    55.8, ,   173.3, ,    65.2, ,    34.9, ,     0.0, ,    46.1, ,
1934,    41.4, ,    46.2, ,     9.4, ,     3.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    12.8, ,    50.9, ,   164.1, ,   143.4, ,    12.6, ,     0.0, ,    13.0, ,
