1886,    72.0, ,    60.0, ,    39.7, ,     3.9, ,     5.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    48.1, ,    64.0, ,   294.1, ,   270.8, ,    49.2, ,     0.0, ,    48.9, ,
1887,    76.2, ,   130.6, ,    49.5, ,     8.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    20.1, ,    51.7, ,    86.5, ,   422.7, ,   270.8, ,    57.5, ,     0.0, ,    72.0, ,
1888,    90.9, , -9999.9,M,    43.0, ,    41.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.9, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    84.7, ,     0.0, , -9999.9,M,
1889,    50.8, ,    23.1, ,    59.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    59.5, ,     0.0, , -9999.9,M,
1890, -9999.9,M, -9999.9,M,    46.1, ,     1.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.1, ,    17.8, , -9999.9,M, -9999.9,M, -9999.9,M,    47.6, ,     0.0, ,    25.9, ,
1891,    62.3, ,   116.2, ,     8.0, ,    11.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.9, ,     0.0, ,     0.0, ,   210.2, , -9999.9,M,    19.8, ,     0.0, ,    11.9, ,
1892,    15.9, ,    43.7, ,    67.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    27.6, ,    45.6, ,   200.4, ,    59.7, ,    67.5, ,     0.0, ,    27.6, ,
1893,    15.9, ,    31.7, , -9999.9,M,    55.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M,    93.2, , -9999.9,M,     0.0, , -9999.9,M,
1894, -9999.9,M,    47.8, , -9999.9,M,    15.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.9, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1895, -9999.9,M,    39.7, ,     8.0, ,    12.6, ,    12.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    33.4, ,     0.0, , -9999.9,M,
1896, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,
1897,    23.7, ,     3.9, ,     0.0, , -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    75.4, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1898,    50.8, ,   103.1, ,    32.6, ,    19.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.2, ,    13.9, ,   224.6, ,   229.3, ,    51.7, ,     0.0, ,     5.2, ,
1899, -9999.9,M,    15.9, ,    43.6, , -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    36.1, ,    44.0, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,    36.1, ,
1900,   124.3, ,    41.7, ,   110.0, ,    10.8, ,     0.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    18.7, ,    72.1, ,    70.6, ,   449.0, ,   210.1, ,   121.5, ,     0.0, ,    90.9, ,
1901,    42.5, ,    73.9, ,    50.1, ,     2.0, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    50.5, ,   150.7, ,   370.9, ,   186.9, ,    53.4, ,     0.0, ,    50.5, ,
1902,   157.4, ,    69.3, ,    29.7, ,    26.5, ,     0.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    10.3, ,    49.7, ,    57.5, ,   400.9, ,   377.5, ,    56.7, ,     0.0, ,    60.0, ,
1903,    71.5, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M,    67.8, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1904, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1905,   122.6, , -9999.9,M, -9999.9,M, -9999.9,M,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.4, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     4.4, ,
1906, -9999.9,M, -9999.9,M, -9999.9,M,     0.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1907, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    18.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.6, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, , -9999.9,M,
1908, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.9, ,    61.7, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,    65.6, ,
1909, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    27.8, ,    44.5, , -9999.9,M, -9999.9,M, -9999.9,M,     0.0, ,    27.8, ,
1910,    77.2, ,    75.8, ,    23.4, ,    10.6, ,    46.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    19.7, ,    48.1, ,   302.4, ,   197.4, ,    80.9, ,     0.0, ,    20.5, ,
1911,    41.1, ,    35.8, ,    21.6, ,     0.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.6, ,    84.0, ,    27.8, ,   222.7, ,   124.9, ,    22.5, ,     0.0, ,    95.6, ,
1912,    57.8, ,    52.9, ,    53.0, ,     2.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,   107.8, ,   136.7, ,   410.6, ,   138.5, ,    55.3, ,     0.0, ,   107.9, ,
1913,   104.5, ,    24.7, ,    76.8, ,    13.9, ,     2.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    20.9, ,    99.2, ,   342.4, ,   265.8, ,    93.1, ,     0.0, ,    21.1, ,
1914,    37.2, ,    34.3, ,    44.5, ,    30.0, ,     0.0, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     1.6, ,    73.4, ,    22.6, ,   243.8, ,   170.7, ,    74.5, ,     0.1, ,    75.0, ,
1915,    22.6, ,    41.1, ,     2.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.6, ,     0.1, ,    23.4, ,    86.8, ,   178.1, ,    86.3, ,     2.5, ,     0.0, ,    25.1, ,
1916,    65.4, ,    35.8, , -9999.9,M,     3.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    30.1, ,    29.5, ,    21.0, , -9999.9,M,   188.0, , -9999.9,M,     0.0, ,    59.6, ,
1917,    67.7, ,    25.1, ,    24.3, ,     1.2, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    42.8, ,    23.9, ,   185.2, ,   113.8, ,    25.6, ,     0.0, ,    42.9, ,
1918,    58.2, ,    71.4, ,    37.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    18.0, ,    23.6, ,   208.3, ,   153.5, ,    37.2, ,     0.0, ,    18.0, ,
1919,    56.5, ,    23.4, ,    37.3, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    63.6, ,    50.1, ,   233.0, ,   103.5, ,    38.6, ,     0.0, ,    64.3, ,
1920,    58.6, ,    22.0, ,    54.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     6.9, ,    56.8, ,    41.4, ,   240.2, ,   130.7, ,    54.5, ,     0.0, ,    63.7, ,
1921,    33.1, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     0.1, ,    88.9, ,    78.7, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
1922, -9999.9,M,    53.4, ,    30.1, ,    47.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.7, ,    37.5, ,    40.8, , -9999.9,M, -9999.9,M,    77.5, ,     0.0, ,    46.2, ,
1923,    41.1, ,    35.6, ,    66.2, ,    59.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    19.8, ,    17.3, ,   239.6, ,   117.4, ,   125.7, ,     0.0, ,    19.8, ,
1924,    74.0, ,    55.4, ,    49.8, ,    25.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    55.4, ,    32.9, ,   293.4, ,   146.8, ,    75.6, ,     0.0, ,    55.4, ,
1925,   166.2, , -9999.9,M,    47.5, ,    11.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.0, , -9999.9,M,    59.3, , -9999.9,M, -9999.9,M,    59.3, ,     0.0, , -9999.9,M,
1926,    37.8, ,    57.5, ,    64.7, ,    31.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    43.9, ,    35.9, ,   271.4, ,   154.6, ,    96.3, ,     0.0, ,    43.9, ,
1927,    74.2, ,    30.9, ,    20.0, ,    10.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    31.7, ,   129.1, ,   296.2, ,   141.0, ,    30.3, ,     0.0, ,    31.7, ,
1928,   158.7, ,   101.2, ,    59.5, ,     7.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    29.8, ,   132.1, ,   136.8, ,   626.0, ,   389.0, ,    67.3, ,     0.0, ,   162.0, ,
1929,    93.4, ,    53.7, ,    49.7, ,    59.5, ,     2.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.9, ,   105.3, ,   121.0, ,   490.5, ,   283.9, ,   111.2, ,     0.0, ,   111.2, ,
1930,    71.4, ,    47.6, ,   102.9, ,    19.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.2, ,    73.4, ,    91.2, ,   407.5, ,   240.0, ,   122.6, ,     0.0, ,    74.7, ,
1931,   104.3, ,    82.5, ,    36.2, ,     9.6, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    18.0, ,    66.8, ,   317.7, ,   278.0, ,    46.0, ,     0.0, ,    18.1, ,
1932,    62.5, ,    51.7, ,    53.2, ,    42.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,    87.6, ,    38.7, ,   337.9, ,   181.0, ,    95.2, ,     0.0, ,    89.8, ,
1933,    84.0, ,    71.7, ,    76.5, ,    41.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    39.8, ,    85.2, ,   107.7, ,   506.7, ,   194.4, ,   118.2, ,     0.0, ,   125.1, ,
1934,   120.2, ,    60.1, ,    55.3, ,    25.1, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    43.7, ,    27.3, ,    59.8, ,   391.6, ,   288.0, ,    80.5, ,     0.0, ,    71.0, ,
1935,    49.3, ,    51.2, ,    72.6, ,     0.0, ,     3.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    13.8, ,    18.1, ,    43.3, ,   251.9, ,   160.3, ,    76.2, ,     0.0, ,    31.9, ,
1936,    84.0, ,    49.6, ,     9.7, ,    34.8, ,     0.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    56.7, ,    87.5, ,    46.7, ,   369.7, ,   177.0, ,    45.2, ,     0.0, ,   144.1, ,
1937,    86.7, ,    75.6, ,    30.1, ,     9.7, ,    39.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.2, ,     8.6, ,    37.6, ,   293.2, ,   208.9, ,    79.6, ,     0.0, ,    13.8, ,
1938,    47.6, ,    64.4, ,    17.4, ,    21.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.1, ,    15.1, ,    44.8, ,   211.1, ,   149.6, ,    39.0, ,     0.0, ,    15.3, ,
1939,    51.4, ,   139.1, ,    46.4, ,    22.9, ,     0.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.9, ,    39.7, ,    60.3, ,   363.8, ,   235.3, ,    69.5, ,     0.0, ,    43.6, ,
1940,    61.2, ,    77.3, ,    32.6, ,    48.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    26.2, ,    40.3, ,    74.2, ,   361.6, ,   198.9, ,    81.5, ,     0.0, ,    67.3, ,
1941,    47.3, ,    18.1, ,    82.6, ,     3.9, ,     0.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.4, ,    27.5, ,    44.8, ,   233.2, ,   139.6, ,    87.0, ,     0.0, ,    35.9, ,
1942,    58.7, ,   104.3, ,    32.5, ,     1.6, ,    11.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,    33.4, ,   126.8, ,   369.2, ,   207.9, ,    45.1, ,     0.0, ,    34.2, ,
1943,    44.2, ,    69.3, ,    60.9, ,    79.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     9.5, ,    59.8, ,   323.5, ,   240.3, ,   140.7, ,     0.0, ,     9.5, ,
1944,    26.2, ,    67.5, ,    27.0, ,    17.0, ,     0.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.9, ,    50.6, ,    57.2, ,   251.7, ,   153.5, ,    44.3, ,     0.0, ,    56.5, ,
1945,    77.6, ,    66.8, ,    80.4, ,    11.2, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    23.4, ,    37.6, ,    96.2, ,   394.6, ,   201.6, ,    92.9, ,     0.0, ,    61.0, ,
1946,    60.0, ,    62.0, ,    67.9, ,    45.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    56.5, ,    89.8, ,   381.4, ,   218.2, ,   113.2, ,     0.0, ,    56.5, ,
1947,    90.6, ,   111.4, ,    55.0, ,    81.7, ,    15.9, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    78.1, ,    92.6, ,   525.2, ,   291.7, ,   152.6, ,     0.0, ,    78.1, ,
1948,    32.2, ,    84.8, ,    63.4, ,    20.1, ,     7.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    44.2, ,    63.5, ,   315.4, ,   209.6, ,    90.7, ,     0.0, ,    44.2, ,
1949,    76.8, ,    52.2, ,    35.0, ,     1.2, ,     0.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.3, ,    55.6, ,    15.5, ,   240.0, ,   192.5, ,    36.7, ,     0.0, ,    58.9, ,
1950,    58.7, ,    44.0, ,    36.1, ,    16.9, ,    15.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     7.5, ,    39.8, ,    62.8, ,   281.4, ,   118.2, ,    68.5, ,     0.0, ,    47.3, ,
1951,   162.1, ,    89.2, ,    44.5, ,     2.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.0, ,   102.1, ,    87.9, ,   495.8, ,   314.0, ,    46.6, ,     0.0, ,   110.1, ,
1952,    68.7, ,    39.1, ,    25.2, ,    36.6, ,     0.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    28.6, ,    27.6, ,    89.5, ,   315.9, ,   195.7, ,    62.4, ,     0.0, ,    56.2, ,
1953,    75.1, ,    43.1, ,    59.7, ,    16.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.9, ,    21.2, ,   108.4, ,   326.4, ,   207.8, ,    75.7, ,     0.0, ,    24.1, ,
1954,    60.6, ,    44.2, ,    39.1, ,    24.7, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     4.9, ,    45.0, ,   102.3, ,   321.2, ,   213.2, ,    64.0, ,     0.0, ,    50.1, ,
1955,   101.3, ,    94.1, ,    71.4, ,     4.6, ,     4.8, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    10.7, ,    39.6, ,    53.4, ,   379.8, ,   297.7, ,    80.7, ,     0.0, ,    50.3, ,
1956,    64.4, ,    56.8, ,    27.1, ,     7.1, ,     6.4, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     0.4, ,    51.6, ,   108.6, ,   322.6, ,   174.6, ,    40.7, ,     0.0, ,    52.2, ,
1957,    35.2, ,    96.0, ,    33.5, ,    18.2, ,     4.5, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     1.5, ,    57.5, ,   109.3, ,   355.9, ,   239.8, ,    56.3, ,     0.0, ,    59.2, ,
1958,    69.1, ,   112.0, ,    46.0, ,     7.9, ,    12.3, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.2, ,    60.7, ,    87.0, ,   399.1, ,   290.4, ,    66.2, ,     0.0, ,    64.9, ,
1959,    91.0, ,    45.9, ,    81.4, ,    22.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,    16.2, ,    64.0, ,    57.1, ,   378.6, ,   223.9, ,   104.0, ,     0.0, ,    80.6, ,
1960,    84.4, ,   131.6, ,    27.3, ,    32.1, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.8, ,    53.0, ,    52.8, ,   384.1, ,   273.1, ,    59.6, ,     0.0, ,    55.7, ,
1961,    90.7, ,    82.6, ,    95.6, ,    13.6, ,    24.5, ,     0.0, ,     0.0, ,     0.0, ,     0.4, ,     9.4, ,    52.7, ,   107.1, ,   476.6, ,   226.1, ,   133.7, ,     0.0, ,    62.5, ,
1962,   104.6, ,    76.4, ,    23.9, ,    47.8, ,     6.1, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    14.8, ,    16.9, ,   105.6, ,   396.3, ,   288.1, ,    77.8, ,     0.0, ,    31.9, ,
1963,    49.0, ,    81.3, ,    57.5, ,    21.1, ,    23.5, ,     0.0, ,     0.0, ,     0.0, ,     3.5, ,     8.3, ,    54.0, ,    43.5, ,   341.6, ,   235.8, ,   102.1, ,     0.0, ,    65.8, ,
1964,   101.7, ,    61.0, ,    89.7, ,    14.8, ,     1.1, ,     8.2, ,     0.0, ,     0.0, ,     0.2, ,    27.9, ,    57.9, ,    78.9, ,   441.4, ,   206.2, ,   105.5, ,     8.2, ,    86.0, ,
1965,    67.6, ,    75.3, ,    34.7, ,     6.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.8, ,     7.1, ,   149.6, ,   115.6, ,   458.9, ,   221.9, ,    40.8, ,     0.0, ,   159.5, ,
1966,   154.1, ,    38.7, ,    97.3, ,    17.1, ,    20.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    52.9, ,    49.1, ,   153.4, ,   583.3, ,   308.4, ,   135.1, ,     0.0, ,   102.0, ,
1967,   123.0, ,   137.0, ,    49.3, ,    23.9, ,    16.5, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.4, ,    80.8, ,    94.4, ,   530.3, ,   413.4, ,    89.8, ,     0.0, ,    86.2, ,
1968,    77.3, ,    55.3, ,    87.7, ,     6.6, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     9.6, ,    93.5, ,   149.4, ,   479.9, ,   227.0, ,    94.5, ,     0.0, ,   103.3, ,
1969,   105.1, ,    67.0, ,    36.9, ,    15.7, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    23.5, ,    29.9, ,    74.4, ,   352.9, ,   321.6, ,    53.0, ,     0.0, ,    53.3, ,
1970,    66.5, ,    76.9, ,    33.3, ,    37.9, ,    10.0, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     1.9, ,    37.6, ,    48.9, ,   313.3, ,   217.9, ,    81.2, ,     0.0, ,    39.8, ,
1971,    72.1, ,    94.5, ,    89.4, ,    42.1, ,     0.2, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,     2.6, ,    48.6, ,   132.8, ,   482.5, ,   215.5, ,   131.7, ,     0.0, ,    51.5, ,
1972,    43.6, ,    98.0, ,   125.0, ,     5.9, ,    11.3, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    15.7, ,    60.4, ,   119.5, ,   479.6, ,   274.4, ,   142.2, ,     0.0, ,    76.3, ,
1973,    66.9, ,   111.2, ,    16.7, ,    46.7, ,     1.2, ,     0.0, ,     0.0, ,     0.0, ,     3.2, ,     2.0, ,    70.4, ,   144.9, ,   463.3, ,   297.6, ,    64.7, ,     0.0, ,    75.6, ,
1974,    81.0, ,    45.5, ,    73.8, ,    37.6, ,     7.3, ,     0.0, ,     0.0, ,     0.0, ,     4.9, ,    27.7, ,    38.5, ,    83.9, ,   400.4, ,   271.4, ,   118.8, ,     0.0, ,    71.2, ,
1975,    67.5, ,    56.5, ,    80.2, ,    61.6, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     3.0, ,    54.7, ,    90.9, ,   414.3, ,   207.9, ,   141.8, ,     0.0, ,    57.7, ,
1976,    58.6, ,   103.3, ,    56.6, ,    23.7, ,    11.5, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    67.7, ,    60.1, ,   163.5, ,   545.3, ,   252.8, ,    91.8, ,     0.0, ,   128.0, ,
1977,    55.3, ,    60.8, ,    36.5, ,    53.8, ,     0.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     8.2, ,    41.7, ,    37.4, ,   294.1, ,   279.6, ,    90.7, ,     0.0, ,    49.9, ,
1978,    60.4, ,    18.7, ,    73.2, ,    35.7, ,     1.4, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    40.5, ,    57.0, ,   169.9, ,   456.9, ,   116.5, ,   110.3, ,     0.0, ,    97.6, ,
1979,   100.7, ,    53.6, ,    41.6, ,    22.2, ,     2.7, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     7.6, ,    38.0, ,    68.7, ,   335.1, ,   324.2, ,    66.5, ,     0.0, ,    45.6, ,
1980,    33.5, ,    23.9, ,    33.0, ,     6.5, ,     0.2, ,     2.2, ,     0.0, ,     0.0, ,     3.9, ,    12.3, ,    77.9, ,   114.5, ,   307.8, ,   126.1, ,    39.6, ,     2.2, ,    94.1, ,
1981,    83.5, ,    30.5, ,    60.8, ,    15.2, ,     2.7, ,     0.0, ,     0.0, ,     0.0, ,     0.2, ,    10.4, ,    55.6, ,   115.4, ,   374.5, ,   228.5, ,    78.8, ,     0.0, ,    66.3, ,
1982,    45.8, ,    66.2, ,    52.4, ,    77.3, ,     1.1, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.7, ,    27.4, ,    73.1, ,   344.0, ,   227.4, ,   130.9, ,     0.0, ,    28.1, ,
1983,    62.1, ,    61.5, ,    62.1, ,    38.7, ,     5.4, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.2, ,    85.3, ,   153.2, ,   470.5, ,   196.7, ,   106.2, ,     0.0, ,    87.5, ,
1984,    38.1, ,    50.5, ,    43.2, ,    11.8, ,     3.6, ,     0.0, ,     0.0, ,     0.0, ,     0.8, ,     1.3, ,    58.0, ,   106.6, ,   313.9, ,   241.8, ,    58.6, ,     0.0, ,    60.2, ,
1985,    84.2, ,    74.4, ,    45.3, ,    15.5, ,     3.2, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.2, ,    40.7, ,    49.8, ,   318.3, ,   265.1, ,    63.9, ,     0.0, ,    46.0, ,
