" Year" "     Jan" "     Feb" "     Mar" "     Apr" "     May" "     Jun" "     Jul" "     Aug" "     Sep" "     Oct" "     Nov" "     Dec" "  Annual" "  Winter" "  Spring" "  Summer" "  Autumn"
"1957" " NA" " NA" " NA" "   -18.1" "    -7.2" "     3.1" "    13.2" "     7.6" "     3.1" "    -7.5" "   -22.4" "   -32.9" " NA" " NA" " NA" "     8.0" "    -8.9"
"1958" "   -29.2" "   -38.4" "   -23.4" "   -21.4" "    -3.7" "     3.6" "    13.5" "    13.0" "     3.5" "    -6.2" "   -22.7" "   -24.5" "   -11.3" "   -33.5" "   -16.2" "    10.0" "    -8.5"
"1959" " NA" " NA" " NA" "   -16.8" "    -8.1" "     2.6" "    10.1" "     8.8" "     1.4" "    -9.0" " NA" " NA" " NA" " NA" " NA" "     7.2" " NA"
"1960" " NA" " NA" " NA" " NA" "    -2.2" "     8.6" "    14.6" "    11.3" "     1.4" "    -6.4" "   -20.2" "   -21.7" " NA" " NA" " NA" "    11.5" "    -8.4"
"1961" " NA" " NA" " NA" "   -14.1" " NA" "     2.9" "    13.2" "     6.1" "    -2.0" "   -13.0" "   -16.8" "   -22.8" " NA" " NA" " NA" "     7.4" "   -10.6"
"1962" " NA" " NA" " NA" "   -19.2" "    -7.8" "     4.5" "    14.6" "     9.8" "     2.3" "    -8.5" "   -19.2" " NA" " NA" " NA" " NA" "     9.6" "    -8.5"
"1963" " NA" " NA" " NA" "   -13.6" "    -8.6" "     3.2" "    12.1" "     8.1" "    -1.5" "    -6.8" " NA" " NA" " NA" " NA" " NA" "     7.8" " NA"
"1964" " NA" " NA" " NA" " NA" "    -4.4" "     0.6" "     9.5" "    11.5" "     1.0" "   -11.4" "   -16.3" " NA" " NA" " NA" " NA" "     7.2" "    -8.9"
"1965" " NA" " NA" " NA" "   -16.3" "    -4.1" "     1.2" "    10.5" "     7.6" "    -1.5" "   -11.7" "   -15.1" " NA" " NA" " NA" " NA" "     6.4" "    -9.4"
"1966" " NA" " NA" " NA" "   -18.7" "    -3.1" "     4.5" "    13.7" "    13.0" "     3.6" "    -9.2" " NA" " NA" " NA" " NA" " NA" "    10.4" " NA"
"1967" " NA" " NA" " NA" " NA" "    -5.1" "     1.3" "    10.6" "     7.4" "    -1.4" "    -6.9" " NA" "   -25.3" " NA" " NA" " NA" "     6.4" " NA"
"1968" " NA" "   -30.5" "   -25.8" "   -17.5" "    -7.9" " NA" "     8.4" "     9.1" "     3.4" "    -4.4" "   -17.4" "   -26.5" " NA" " NA" "   -17.1" " NA" "    -6.1"
"1969" "   -30.7" "   -24.4" "   -28.4" "   -16.4" "    -8.0" "     0.9" "    15.1" "    12.6" "     1.4" "    -5.3" "   -21.5" "   -20.4" "   -10.4" "   -27.2" "   -17.6" "     9.5" "    -8.5"
"1970" "   -30.7" "   -31.7" " NA" "   -17.0" "    -9.1" "     3.6" "    12.3" "    11.2" "     2.0" "    -5.7" "   -20.4" " NA" " NA" "   -27.6" " NA" "     9.0" "    -8.0"
"1971" "   -27.3" "   -28.7" "   -26.9" "   -15.1" "    -6.4" "     6.1" "    13.4" "     9.3" "     2.0" "    -5.5" "   -21.3" "   -30.5" "   -10.9" " NA" "   -16.1" "     9.6" "    -8.3"
"1972" " NA" "   -36.8" "   -28.2" "   -18.7" "    -9.0" "    -1.0" "     6.3" "     6.8" "    -1.6" "   -13.4" "   -19.7" "   -32.3" " NA" " NA" "   -18.6" "     4.0" "   -11.6"
"1973" "   -30.0" "   -33.4" "   -26.7" "   -20.7" "    -4.2" "     7.4" "    13.8" "    12.6" "     3.9" "    -2.9" "   -16.6" "   -28.7" "   -10.5" "   -31.9" "   -17.2" "    11.3" "    -5.2"
"1974" "   -34.6" "   -31.2" "   -30.5" "   -22.6" "    -5.2" "     5.4" "    13.6" "     8.8" "    -0.6" "   -11.9" "   -18.0" "   -26.3" "   -12.8" "   -31.5" "   -19.4" "     9.3" "   -10.2"
"1975" "   -36.3" "   -31.9" "   -31.9" "   -13.5" "    -1.9" "    11.5" "     9.9" "    12.5" "     1.3" "    -7.1" "   -17.8" "   -30.8" "   -11.3" "   -31.5" "   -15.8" "    11.3" "    -7.9"
"1976" "   -30.8" "   -35.8" "   -31.2" "   -13.1" "    -5.6" "     0.9" "    11.2" " NA" "     1.8" "    -8.8" "   -23.7" "   -27.2" " NA" "   -32.5" "   -16.6" " NA" "   -10.2"
"1977" "   -21.3" "   -34.0" "   -24.8" "   -14.8" "    -4.2" "     5.4" "    10.9" "    10.5" "     3.3" "    -6.6" "   -17.4" "   -25.8" "    -9.9" "   -27.5" "   -14.6" "     8.9" "    -6.9"
"1978" "   -29.6" "   -26.3" "   -30.6" "   -19.9" "    -8.2" "    -0.2" "     8.3" "     7.2" "     1.0" "   -16.2" "   -25.7" "   -26.7" "   -13.9" "   -27.2" "   -19.6" "     5.1" "   -13.6"
"1979" "   -27.7" "   -40.8" "   -28.5" "   -16.3" "    -3.7" "     0.8" "     9.7" "     6.0" "     0.8" "    -9.2" "   -17.2" "   -27.1" "   -12.8" "   -31.7" "   -16.2" "     5.5" "    -8.5"
"1980" "   -30.1" "   -24.4" "   -26.1" "   -18.6" "    -3.5" "     3.1" "     9.9" "    12.1" "     0.3" "    -9.2" "   -20.3" "   -26.5" "   -11.1" "   -27.2" "   -16.1" "     8.4" "    -9.7"
"1981" "   -23.9" "   -30.7" "   -23.9" "   -20.6" "    -5.0" "     5.8" "    12.0" "     9.6" "     1.9" "    -4.5" "   -16.8" " NA" " NA" "   -27.0" "   -16.5" "     9.1" "    -6.5"
"1982" " NA" " NA" " NA" "   -20.0" "    -7.0" "     2.9" "    12.2" "     8.5" "    -0.1" "    -7.3" " NA" " NA" " NA" " NA" " NA" "     7.9" " NA"
"1983" " NA" " NA" " NA" "   -18.4" "    -9.9" "     4.2" "    12.1" "     8.7" "     5.6" "    -5.9" "   -14.9" " NA" " NA" " NA" " NA" "     8.3" "    -5.1"
"1984" " NA" " NA" " NA" "   -14.2" "    -3.5" "     6.0" "    14.7" "     8.3" "     0.0" "    -5.1" "   -15.7" " NA" " NA" " NA" " NA" "     9.7" "    -6.9"
"1985" " NA" " NA" " NA" "   -17.8" "    -2.3" "     7.2" "    12.7" "     9.6" "     4.3" "    -6.8" "   -21.2" "   -21.0" " NA" " NA" " NA" "     9.8" "    -7.9"
"1986" " NA" " NA" " NA" "   -17.9" "    -5.3" "     1.5" "    11.2" "     6.3" "     0.1" "   -12.9" "   -25.1" " NA" " NA" " NA" " NA" "     6.3" "   -12.6"
"1987" " NA" " NA" "   -26.4" "   -18.7" "   -10.1" "     2.5" "    11.0" "     7.0" "     4.5" "    -9.3" "   -18.0" "   -19.7" " NA" " NA" "   -18.4" "     6.8" "    -7.6"
"1988" " NA" "   -29.7" "   -25.9" "   -15.2" "    -6.6" "     4.1" "    12.7" "    10.0" "     4.3" "    -5.0" "   -21.1" " NA" " NA" " NA" "   -15.9" "     8.9" "    -7.3"
"1989" " NA" " NA" " NA" "   -13.8" "    -8.5" "     6.0" "    11.9" "     9.4" "     1.4" "    -7.4" "   -22.0" "   -29.6" " NA" " NA" " NA" "     9.1" "    -9.3"
"1990" "   -32.7" "   -38.2" "   -22.9" "   -17.7" "    -6.2" "     2.5" "    11.4" "     6.8" "     1.7" "    -9.5" "   -23.7" "   -31.6" "   -13.3" "   -33.5" "   -15.6" "     6.9" "   -10.5"
