" Year" "     Jan" "     Feb" "     Mar" "     Apr" "     May" "     Jun" "     Jul" "     Aug" "     Sep" "     Oct" "     Nov" "     Dec" "  Annual" "  Winter" "  Spring" "  Summer" "  Autumn"
"1922" " NA" " NA" " NA" " NA" " NA" " NA" " NA" "    22.8" "    16.4" "    10.7" "     1.7" "   -12.5" " NA" " NA" " NA" " NA" "     9.6"
"1923" "   -10.6" "    -5.2" "    -0.9" "     9.9" "    16.2" "    20.2" "    19.6" "    20.2" "    17.2" "    13.1" "     5.0" "    -3.4" "     8.4" "    -9.4" "     8.4" "    20.0" "    11.8"
"1924" "   -11.0" "    -2.7" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" "    -5.7" " NA" " NA" " NA"
"1925" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1926" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1927" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1928" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1929" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1930" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" "     3.8" "     2.5" "     1.3" " NA" " NA" " NA" " NA" " NA"
"1931" "    -1.8" "     3.7" "    -2.0" "    12.7" "    16.6" "    19.6" "    23.3" "    21.5" "    16.7" "    10.7" "    -1.9" " NA" " NA" "     1.1" "     9.1" "    21.5" "     8.5"
"1932" "    -7.2" "    -8.6" "    -5.9" "     7.4" "    17.4" "    21.1" "    21.8" "    22.7" "    17.5" "     8.0" "    -4.6" "    -7.2" "     6.9" " NA" "     6.3" "    21.9" "     7.0"
"1933" "   -12.6" "    -8.4" "    -2.5" "     7.0" "    16.0" "    18.6" "    21.0" "    25.3" "    14.4" "     5.7" "     3.6" "   -23.1" "     5.4" "    -9.4" "     6.8" "    21.6" "     7.9"
"1934" " NA" " NA" " NA" "    13.9" "    18.6" "    19.4" "    21.1" "    21.1" "    12.0" "     8.7" "    -1.8" " NA" " NA" " NA" " NA" "    20.5" "     6.3"
"1935" "   -17.6" "    -0.8" "    -5.4" "     4.6" "    16.6" "    19.7" "    22.5" "    20.2" "    16.4" "     8.7" "    -3.2" "    -2.3" "     6.6" " NA" "     5.3" "    20.8" "     7.3"
"1936" "   -15.3" "   -20.9" "     1.3" "    10.3" "    20.1" "    21.2" "    23.0" "    23.6" "    15.9" "    13.6" " NA" " NA" " NA" "   -12.8" "    10.6" "    22.6" " NA"
"1937" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1938" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1939" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1940" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1941" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA"
"1942" " NA" " NA" " NA" "     9.0" "    18.1" "    20.3" "    24.5" "    23.5" "    18.4" "    12.4" "    -6.5" "   -13.1" " NA" " NA" " NA" "    22.8" "     8.1"
"1943" "   -11.7" "    -1.2" "    -2.8" "    12.9" "    14.2" "    18.6" "    22.4" "    20.9" "    18.9" "    11.4" "     5.5" "     1.8" "     9.2" "    -8.7" "     8.1" "    20.6" "    11.9"
"1944" "    -3.3" "    -6.0" "     0.0" "    14.8" "    18.2" "    19.5" "    23.2" "    22.3" "    17.3" "    14.1" "    -3.3" "    -4.5" "     9.4" "    -2.5" "    11.0" "    21.7" "     9.4"
"1945" "    -6.6" "    -5.0" "     2.1" "     4.2" "    16.4" "    19.2" "    23.5" "    24.3" "    15.0" "    10.6" "   -10.0" "    -9.6" "     7.0" "    -5.4" "     7.6" "    22.3" "     5.2"
"1946" "    -5.2" "    -8.8" "     2.8" "    10.1" "    18.7" "    19.8" "    23.5" "    23.6" "    17.8" "     9.6" "    -4.5" "   -12.0" "     8.0" "    -7.9" "    10.5" "    22.3" "     7.6"
"1947" "    -8.3" "   -10.8" "    -1.0" "     8.2" "    16.7" "    18.9" "    22.2" "    18.1" "    16.1" "    11.2" "    -0.5" "    -3.7" "     7.3" "   -10.4" "     8.0" "    19.7" "     8.9"
