1126150,PENTICTON A                               ,  BC,Homogenized monthly mean of the hourly wind speeds, km/h, updated to December 2014
1126150,PENTICTON A                               ,  BC,    Moyenne mensuelle homogénéisée des vitesses horaires du vent,/h, Mise à jour jusqu à décembre 2014
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,   Annual, ,   Winter, ,   Spring, ,   Summer, ,   Autumn
Year,    Janv, ,     Fev, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Aout, ,    Sept, ,     Oct, ,     Nov, ,     Dec, ,   Annuel, ,    Hiver, , Printemp, ,      Ete, ,  Automne
1953,    17.7,a,    11.8,a,     9.6,a,     6.0,a,     8.9,a,     7.1,a,     7.2,a,     7.4,a,     7.7,a,     7.9,a,    13.5,a,    17.1,a,     10.2,a,     14.8,a,      8.2,a,      7.2,a,      9.7,a 
1954,    14.0,a,    17.6,a,     8.3,a,    12.6,a,     7.3,a,     7.6,a,     8.3,a,     6.0,a,     5.9,a,     8.6,a,    13.0,a,    18.5,a,     10.7,a,     16.2,a,      9.4,a,      7.3,a,      9.2,a 
1955,    10.4,a,    11.0,a,    11.9,a,     9.6,a,     9.1,a,     6.2,a,     6.4,a,     7.1,a,     5.7,a,    10.9,a,    16.3,a,    14.9,a,     10.0,a,     13.3,a,     10.2,a,      6.6,a,     11.0,a 
1956,    12.6,a,    17.3,a,    10.7,a,     5.2,a,     5.8,a,     5.7,a,     3.2,a,     2.7,a,     3.1,a,     9.8,a,     9.9,a,    22.0,a,      9.0,a,     14.9,a,      7.2,a,      3.9,a,      7.6,a 
1957,    13.1,a,    16.0,a,    11.4,a,     9.6,a,     9.1,a,     7.3,a,     9.4,a,     8.6,a,     9.5,a,     9.8,a,    14.8,a,    23.6,a,     11.9,a,     17.0,a,     10.0,a,      8.5,a,     11.4,a 
1958,    22.1,a,     6.4,a,     8.7,a,    12.2,a,     8.4,a,     9.9,a,     8.0,a,     8.3,a,     9.5,a,     8.0,a,    17.3,a,    21.8,a,     11.7,a,     17.4,a,      9.8,a,      8.7,a,     11.6,a 
1959,    17.3,a,    16.0,a,    15.6,a,    10.9,a,     8.1,a,     9.1,a,     8.7,a,     7.8,a,     9.1,a,    10.7,a,    14.8,a,    16.6,a,     12.0,a,     18.4,a,     11.5,a,      8.5,a,     11.5,a 
1960,    14.0,a,    12.6,a,    11.9,a,    12.6,a,    13.2,a,    10.0,a,     8.3,a,     8.2,a,     7.9,a,    12.7,a,    14.5,a,    14.5,a,     11.7,a,     14.4,a,     12.5,a,      8.8,a,     11.7,a 
1961,    17.5,a,    16.9,a,    10.4,a,     9.0,a,     7.9,a,     8.8,a,     8.4,a,     7.7,a,     9.8,a,    12.9,a,    16.0,a,    17.9,a,     11.9,a,     16.3,a,      9.1,a,      8.3,a,     12.9,a 
1962,    20.1,a,    11.8,a,     9.5,a,     8.0,a,     9.1,a,     7.8,a,     8.2,a,     9.1,a,    10.4,a,    11.2,a,    20.5,a,    21.4,a,     12.2,a,     16.6,a,      8.9,a,      8.3,a,     14.0,a 
